sigun_nm,bizplc_nm,licensg_ymd,refine_road_nm_addr,refine_lotno_addr,refine_zipno,refine_wgs84_lat,refine_wgs84_logt,licensg_rtrcn_ymd,bsn_state_nm,clsbiz_ymd,locplc_faclt_telno_dtls,xcrd_vl,ycrd_vl,parmacy_bsn_ar,apnt_ymd
,365열린약국,20190110,"경기도 이천시 구만리로 191, 2층 (안흥동, 롯데캐슬 골드스카이)",경기도 이천시 안흥동 274번지 17호 롯데캐슬 골드스카이,,,,,영업중,,031-637-7328,240254.30365186,419284.62693122,,
,365열린약국,20181015,"경기도 파주시 청암로17번길 31, 신우빌딩 201, 202호 (목동동)",경기도 파주시 목동동 933번지 1호,10892,37.7284554,126.7359233,,폐업,20190524,031-948-4922,176648.742549707,469588.400880188,,
,365열린약국,20161214,"경기도 파주시 청암로17번길 31, 201,202호 (목동동, 신우빌딩)",경기도 파주시 목동동 933번지 1호 신우빌딩,10892,37.7284554,126.7359233,,폐업,20181015,031-948-4922,176648.742549707,469588.400880188,,
,365열린약국,20160406,"경기도 군포시 번영로 485, 8층 3호 (산본동, 롯데 피트인 산본)",경기도 군포시 산본동 1145-6번지 롯데 피트인 산본 8층 3호,15866,37.3577955,126.9306318,,폐업,20160719,,193789.410732019,428419.578316283,,
,365열린약국,20180213,"경기도 성남시 분당구 성남대로925번길 11, 유니마트 130호 (야탑동)",경기도 성남시 분당구 야탑동 352번지 4호 유니마트 130호,13497,37.4120484,127.1272733,,폐업,20250701,031-702-4764,211200.267179808,434446.614968097,,
,365열린약국,20250218,"경기도 시흥시 진말1로 10, 1층 103호 (장곡동)",경기도 시흥시 장곡동 934-3,14996,37.3781884,126.7897197,,폐업,20250414,070-7537-2365,,,,
,365열린큰약국,20220816,"경기도 성남시 수정구 위례광장로 104, 위례 한화 오벨리스크 센트럴스퀘어 1층 1049,1050,1051호 (창곡동)",경기도 성남시 수정구 창곡동 505 위례 한화 오벨리스크 센트럴스퀘어,13640,37.4730424,127.1412657,,영업중,,,212425.560064934,441216.370400153,,
,365영통탑약국,20231116,"경기도 수원시 영통구 효원로 400, 레몬스포렉스 103-2호 (매탄동)",경기도 수원시 영통구 매탄동 1276 레몬스포렉스,16547,37.2580668,127.0453833,,영업중,,031-217-8230,203959.388345669,417347.138669908,,
,365올바른약국,20170921,"경기도 안양시 만안구 태평로52번길 21, 103호, 115호 (안양동)",경기도 안양시 만안구 안양동 154번지 10호,14037,37.3955263,126.9304934,,영업중,,031-464-7511,,,,
,365우리약국,20150701,경기도 포천시 일동면 화동로 1054,경기도 포천시 일동면 기산리 91번지 167호,11117,37.9573719,127.3178448,,폐업,20171029,031-533-6127,227864.693153987,495014.393858902,,
,365우리약국,20190128,"경기도 포천시 일동면 화동로 1056, 1층층",경기도 포천시 일동면 기산리 91번지 165호,11117,37.9574801,127.3178787,,영업중,,031-533-6127,227867.111799268,495021.71716296,,
,365우리약국,20171030,"경기도 포천시 일동면 화동로 1054, 1층",경기도 포천시 일동면 기산리 91번지 167호,11117,37.9573719,127.3178448,,폐업,20190127,031-533-6127,227864.693153987,495014.393858902,,
,365우리약국,20241223,"경기도 부천시 원미구 석천로169번길 34, 파크리움 101호 (중동)",경기도 부천시 원미구 중동 1167-3 파크리움,14546,37.5030746,126.7608536,,영업중,,,178788.868405563,444565.368369051,,
,365운정중앙약국,20260611,"경기도 파주시 물향기2로 157, 104호 (동패동)",경기도 파주시 동패동 2277-1,10890,37.7208866,126.7293405,,영업중,,,,,,
,365웰스팜약국,20140521,경기도 남양주시 별내2로 64 (별내동),경기도 남양주시 별내동,12113,37.6464477,127.1248582,,영업중,,070-8807-5777,210953.837715752,460458.922067484,,
,365자연약국,20170522,경기도 수원시 영통구 덕영대로 1503 (영통동),경기도 수원시 영통구 영통동 979-1번지,16698,37.2461066,127.0552196,,영업중,,031-202-3696,204829.243469945,416023.070538031,,
,365정약국,20171215,"경기도 군포시 삼성로 74, 군포트레이더스 1층 (부곡동)",경기도 군포시 부곡동 1227번지 1호,15874,37.3401656,126.9346146,,폐업,20190401,031-395-0365,194143.227537911,426457.360631877,,
,365조은약국,20180219,"경기도 시흥시 목감중앙로 47, 골든프라자 101호 (조남동)",경기도 시흥시 조남동 677번지,14988,37.3735227,126.854796,,영업중,,031-403-1178,187070.588884491,430169.979351503,,
,365종로온누리약국,20200806,"경기도 남양주시 진접읍 해밀예당1로 221, 지안빌딩 101호",경기도 남양주시 진접읍 금곡리 1021-2번지 지안빌딩 101호,12054,37.7206422,127.2027327,,영업중,,070-4228-4523,217803.66538088,468707.744549913,,
,365중앙약국,20070206,경기도 평택시 안중읍 안현로서6길 18,경기도 평택시 안중읍 현화리 27,17936,36.9841657,126.9273943,,영업중,,031-683-0963,193465.064705295,386954.965252014,,
,365지안약국,20170821,"경기도 남양주시 진접읍 해밀예당1로 221, 101호 (지안빌딩)",경기도 남양주시 진접읍 금곡리 1021-2번지 지안빌딩 101호,12054,37.7206422,127.2027327,,폐업,20200806,070-4228-4523,217803.66538088,468707.744549913,,
,365진약국,20240412,"경기도 화성시 효행구 봉담읍 상리중심상가길 28-8, 1층 111-112호",경기도 화성시 효행구 봉담읍 상리 688-2,18309,37.2262484,126.946096,,영업중,,031-297-8335,195145.796663982,413818.098530311,,
,365천사약국,20140212,"경기도 의왕시 평의길 34, 엔젤프라자 603호 (내손동)",경기도 의왕시 내손동 411-2,16022,37.3904689,126.9771651,,영업중,,031-425-4253,197908.118709019,432041.564963236,,
,365케어약국,20240314,"경기도 안양시 만안구 관악대로 54, 105호 (안양동)",경기도 안양시 만안구 안양동 1389,14037,37.3967714,126.9307325,,영업중,,031-464-0320,,,,
,365코끼리약국,20240103,"경기도 군포시 산본로323번길 16-14, 센타빌딩 1층 (산본동)",경기도 군포시 산본동 1134 센타빌딩,15865,37.3596772,126.932063,,영업중,,031-8068-8888,193909.034066094,428626.915880321,,
,365터미널약국 수원점,20260211,"경기도 수원시 권선구 경수대로 270, 터미널동, 할인점동 1316호 (권선동)",경기도 수원시 권선구 권선동 1189번지 할인점동1316호,16585,37.2504974,127.0208246,,영업중,,031-238-1226,201782.733115582,416501.699707548,,
,365팜프라자약국,20210630,"경기도 남양주시 진접읍 광릉내로 17-1, 나동 1층 일부호",경기도 남양주시 진접읍 부평리 613-2,12020,37.7424252,127.1983552,,영업중,,,217388.720596565,471109.179944509,,
,365편한약국,20180409,"경기도 안산시 상록구 샘골로 150, 동성빌딩 205호 (본오동)",경기도 안산시 상록구 본오동 872번지 18호 동성빌딩,15538,37.2972135,126.8633802,,영업중,,031-407-1025,187818.803949306,421700.847574067,,
,365푸른약국,20191220,"경기도 남양주시 다산지금로 131, 아인시티3 103,104호 (다산동)",경기도 남양주시 다산동 6216번지 2호 다산지금지구 근생8-3,12284,37.6011761,127.1743997,,폐업,20230327,031-565-1283,215330.55462167,455442.644135124,,
,365하나로약국,20221125,"경기도 수원시 권선구 곡반정로 121, 1층 (곡반정동)",경기도 수원시 권선구 곡반정동 555,16670,37.2389811,127.0307174,,영업중,,031-8067-6676,202671.615398181,415224.539995859,,
,365하이약국,20260623,"경기도 남양주시 화도읍 마석로 33, 115호 (빌리브 센트하이)",경기도 남양주시 화도읍 마석우리 295-32 빌리브 센트하이,12176,37.6539058,127.3058121,,영업중,,070-4797-8406,226938.210289735,461298.67473842,,
,365해피약국,20220919,"경기도 시흥시 산현마을길 56, 청담빌딩 1동 1층 101호 (산현동)",경기도 시흥시 산현동 506-1번지 청담빌딩 1동 1층 101호,14989,37.3764823,126.8455203,,영업중,,031-411-3655,186248.136745302,430499.533543744,,
,365햇살약국,20220509,"경기도 시흥시 황고개로 530, 107호 (장곡동)",경기도 시흥시 장곡동 260-21,14996,37.3782036,126.7892564,,영업중,,,181268.875221092,430651.776551747,,
,365행복약국,20170912,"경기도 시흥시 마유로418번길 18, 108호 (정왕동, 정왕프라자)",경기도 시흥시 정왕동 2326-1번지 정왕프라자 108호,15049,37.3511996,126.742925,,영업중,,031-431-4691,177150.29275918,427712.395055463,,
,3층 온누리약국,20181212,"경기도 용인시 기흥구 기흥역로 63 (구갈동, 힐스테이트 기흥)",경기도 용인시 기흥구 구갈동 234번지 AK스퀘어,17069,37.2678528,127.1241618,,폐업,20190304,031-307-2882,210353.782614485,419192.22676332,,
,3층 온누리약국,20190304,"경기도 용인시 기흥구 기흥역로 63, 3층 (구갈동, 힐스테이트 기흥)",경기도 용인시 기흥구 구갈동 234번지 AK앤기흥 3층,17069,37.2678528,127.1241618,,영업중,,031-307-2882,210353.782614485,419192.22676332,,
,3층365약국,20210830,"경기도 고양시 일산동구 중앙로1261번길 55, 효산캐슬 3층 306호 (장항동)",경기도 고양시 일산동구 장항동 861,10402,37.6575806,126.7708543,,영업중,,031-926-3069,179711.636871521,461713.267362608,,
,3층맑은약국,20250326,"경기도 남양주시 다산중앙로 132, 다산역 데시앙 3층 318호 일부호 (다산동)",경기도 남양주시 다산동 6056 다산역 데시앙 3층 318호 일부호,12285,37.6253712,127.1533179,,폐업,20260608,031-555-1365,213465.986919386,458131.768703582,,
,3층메디칼약국,20060403,"경기도 성남시 분당구 서현로 192, 304호 (서현동, 야베스벨리)",경기도 성남시 분당구 서현동 251-1 야베스벨리 304호,13590,37.3877923,127.1244225,,영업중,,,210949.963980464,431751.498436362,,
,3층봄약국,20260213,"경기도 부천시 원미구 신흥로 205, 트리플 타워 A 306호 (중동)",경기도 부천시 원미구 중동 1140-2 트리플 타워 A,14548,37.5018976,126.7760027,,영업중,,032-324-3303,180121.473544894,444433.23131734,,
,3층사랑약국,20130321,"경기도 고양시 덕양구 무원로 63, 308호 (행신동, 무원마을10단지서광상가)",경기도 고양시 덕양구 행신동 692번지 무원마을10단지 서광상가 308호,10521,37.6187053,126.8299526,,영업중,,031-979-6991,184970.145122792,457339.75061295,,
,3층수지약국,20130423,"경기도 용인시 수지구 성복2로 51 (성복동, 데이파크 B동 314호)",경기도 용인시 수지구  89번지,16849,37.3131101,127.0781858,,폐업,20131017,,206896.784936692,423481.416798977,,
,3층신동아약국,20120928,"경기도 시흥시 정왕대로 230, 3층 306호 (정왕동)",경기도 시흥시  1734번지 7호,15066,37.3449788,126.738494,,영업중,,031-434-4588,176756.587046982,427023.699054553,,
,3층약국,20221219,"경기도 고양시 일산서구 킨텍스로 240, 304(일부)호 (대화동, 킨텍스 꿈에그린)",경기도 고양시 일산서구 대화동 2603번지 킨텍스 꿈에그린 오피스 304호일부,10391,37.666054,126.7494553,,영업중,,,177925.172169511,462673.381313058,,
,3층약국,20250602,"경기도 하남시 덕풍동로 111-21, 덕풍동 744 케이앤몰 3층 302-1호 (덕풍동)",경기도 하남시 덕풍동 744 덕풍동 744 케이앤몰,12927,37.5518151,127.2076953,,폐업,20251014,031-792-2630,218281.159611217,449964.900329853,,
,3층약국,20091001,"경기도 용인시 기흥구 구갈로 70 (구갈동,구갈메가타운 305호)",경기도 용인시 기흥구 구갈동 352번지 구갈메가타운 305호,16972,37.2805493,127.1116789,,폐업,20110128,,209834.520522453,419847.827938982,,
,3층약국,20030923,"경기도 광명시 광명로 841, 3층 (광명동)","경기도 광명시 광명5동 290번지 14호 , 3층",14291,37.4743231,126.8516799,,폐업,20231127,02-2681-8729,186812.00600677,441358.410644991,,
,3층약국,20111122,"경기도 하남시 덕풍동로 111-21, 302-1호 (덕풍동, KNmall)",경기도 하남시 덕풍3동 744번지 KNmall 302-1호,12927,37.5518151,127.2076953,,폐업,20130131,031-792-2630,218281.159611217,449964.900329853,,
,3층온누리약국,20220525,"경기도 부천시 소사구 경인로 190, 3층 303-2호 (심곡본동, 부천라비앙로제)",경기도 부천시 소사구 심곡본동 588-1 부천라비앙로제,14711,37.4833779,126.7764981,,영업중,,032-721-6506,180179.04605575,442385.85182858,,
,3층자이약국,20260617,"경기도 광명시 시청로 70, 근린생활시설 2동 310호 (철산동, 철산자이 더 헤리티지)",경기도 광명시 철산동 235 철산자이 더 헤리티지,14230,37.481955,126.8661593,,영업중,,02-2612-9991,188303.386632234,442260.738700953,,
,3층종로약국,20251028,"경기도 고양시 덕양구 은빛로 45, 화정꽃무리조합프라자 306-1호 (화정동)",경기도 고양시 덕양구 화정동 909-3 화정꽃무리조합프라자,10477,37.6381103,126.83302,,영업중,,,185182.791966905,459542.249296696,,
,3층큰별약국,20220208,"경기도 안산시 상록구 화랑로 513, 스타프라자 317호 (성포동)",경기도 안산시 상록구 성포동 583 스타프라자,15296,37.3208449,126.8446938,,영업중,,031-483-7180,186091.131285293,424433.703969071,,
,3층행복약국,20180514,"경기도 성남시 분당구 양현로94번길 19, 새남서울조합상가 3층 301호 (이매동)",경기도 성남시 분당구 이매동 120번지 6호 새남서울조합상가 301호,13568,37.3911331,127.1262133,,영업중,,031-701-1042,211107.244323947,432126.81649251,,
,4층 바로약국,20250612,"경기도 용인시 수지구 풍덕천로 119, 로얄스포츠센터 401-1호 (풍덕천동)",경기도 용인시 수지구 풍덕천동 1078 로얄스포츠센터,16836,37.3231017,127.0948684,,영업중,,031-264-8586,208336.644254501,424568.781762635,,
,4층가까운약국,20210520,"경기도 안양시 동안구 시민대로 202, 에메랄드빌딩 4층 402호 (호계동)",경기도 안양시 동안구 호계동 1042 에메랄드빌딩 402호,14072,37.3914885,126.9534795,,영업중,,031-382-8248,195810.048374349,432154.019214169,,
,4층메디컬약국,20221228,"경기도 구리시 경춘로 229, 쌍용오피스텔 4층 408호 (인창동)",경기도 구리시 인창동 264-4 쌍용오피스텔,11926,37.6011414,127.1407082,,폐업,20250115,031-522-4086,212357.153075871,455436.249926139,,
,4층바로약국,20250217,"경기도 성남시 분당구 성남대로331번길 7, 정자스타빌딩 4층 402-1호 (정자동)",경기도 성남시 분당구 정자동 157-1 정자스타빌딩,13558,37.3654633,127.1071987,,영업중,,031-698-3188,209426.068223433,429272.297972272,,
,4층새빛약국,20220808,"경기도 평택시 신촌2로 22, B동 405호 (칠원동)",경기도 평택시 칠원동 549,18025,37.0260369,127.1040627,,영업중,,,209187.789606684,391604.819230166,,
,4층샘약국,20230705,"경기도 광주시 경안로 5, 젤존빌딩 4층 (경안동)",경기도 광주시 경안동 22-2 젤존빌딩,12758,37.4099136,127.2600462,,영업중,,031-762-0703,222950.788283568,434231.256849658,,
,4층써니약국,20220726,"경기도 남양주시 도농로 29, 부영프라자 404-1호 (다산동)",경기도 남양주시 다산동 4065 부영프라자,12255,37.6084272,127.1568068,,영업중,,031-555-0158,213775.777055552,456245.143529288,,
,4층앤약국,20251117,"경기도 고양시 일산서구 중앙로 1413, 동영빌딩 4층 401일부호 (주엽동)",경기도 고양시 일산서구 주엽동 106-3 동영빌딩,10386,37.6690404,126.7627937,,영업중,,070-8846-1930,179004.476773814,462990.207993189,,
