park_nm,park_div_nm,refine_road_nm_addr,refine_lotno_addr,refine_wgs84_lat,refine_wgs84_logt,park_ar,park_sports_faclt_dtls,park_amsmt_faclt_dtls,park_cnvnnc_faclt_dtls,park_cltr_faclt_dtls,park_etc_faclt_dtls,apnt_ancmnt_ymd,mnginst_nm,mnginst_telno,dat_crtr_ymd
가좌,근린공원,경기도 고양시 일산서구 송산로 387-7,경기도 고양시 일산서구 가좌동 1098,37.6861988108,126.721681268,50155.0,게이트볼장+실내배드민턴장+체력단련시설,조합놀이대,화장실,,조형물,20010622,경기도 고양시 푸른도시사업소,031-8075-4341,20251215
송포,근린공원,,경기도 고양시 일산서구 대화동 1495-1,37.670301149,126.7301230504,8968.0,족구장+체력단련시설,조합놀이대,,,,20010622,경기도 고양시 푸른도시사업소,031-8075-4341,20251215
소공원(식사2),소공원,,경기도 고양시 일산동구 식사동 625-3,37.6729973146,126.8083034463,1486.0,,,,,,20140708,경기도 고양시 푸른도시사업소,031-8075-4337,20251215
호미걸이,근린공원,,경기도 고양시 일산서구 대화동 750-16,37.6718873371,126.7346339856,10289.0,체력단련시설,조합놀이대,,,수경시설+야외무대+조형물,20010622,경기도 고양시 푸른도시사업소,031-8075-4341,20251215
국제전시장,근린공원,경기도 고양시 일산서구 한류월드로 280,경기도 고양시 일산서구 대화동 1050-176,37.6650157318,126.7562800382,42416.2,,조합놀이대,화장실,,수경시설+조형물,20030421,경기도 고양시 푸른도시사업소,031-8075-4341,20251215
덕이근린2(한산),근린공원,,경기도 고양시 일산서구 덕이동 산131-7,37.6961164046,126.7494995295,18733.5,체력단련시설,,화장실,,,20060131,경기도 고양시 푸른도시사업소,031-8075-4341,20251215
덕이근린1(덕이),근린공원,,경기도 고양시 일산서구 덕이동 산145-1,37.701739195,126.7545062039,45701.2,풋살구장+농구장+족구장+실내배드민턴장+체력단련시설,조합놀이대,화장실,,수경시설,20060131,경기도 고양시 푸른도시사업소,031-8075-4341,20251215
탄현일단의주택지168(탄현용현),어린이공원,,경기도 고양시 일산서구 탄현동 1634-1,,,2303.0,게이트볼장+체력단련시설,조합놀이대+그네+시소+흔들놀이대,,,,20061002,경기도 고양시 푸른도시사업소,031-8075-4341,20251215
식사어린이4(과학),어린이공원,,경기도 고양시 일산동구 식사동 1502,37.6801980308,126.8152774085,2600.0,,조합놀이대+그네+흔들놀이기구+미끄럼틀,,,,20050824,경기도 고양시 푸른도시사업소,031-8075-4337,20251215
식사어린이6(저현),어린이공원,,경기도 고양시 일산동구 식사동 1566,37.6757227013,126.8124233005,2600.0,,조합놀이대+그네+흔들놀이기구+미끄럼틀,,,,20050824,경기도 고양시 푸른도시사업소,031-8075-4337,20251215
식사근린2(식사중앙),근린공원,경기도 고양시 일산동구 위시티3로 44-2,경기도 고양시 일산동구 식사동 1535,37.6775701505,126.8141143439,31578.0,체력단련시설,그네+시소+조합놀이대+흔들말,화장실,,야외무대+수경시설+조형물,20050824,경기도 고양시 푸른도시사업소,031-8075-4337,20251215
문화공원(요진Y-City),문화공원,,경기도 고양시 일산동구 백석동 1237-1,37.643380214,126.7920536771,5742.0,,,,,,20100202,경기도 고양시 푸른도시사업소,031-8075-4333,20251215
물다미공원,수변공원,,경기도 수원시 권선구 호매실동1422,37.259210545,126.9514722788,9038.0,,,,,,,경기도 수원시 권선구 녹지공원과,031-5191-6195,20260115
어린이공원(식사2),어린이공원,,경기도 고양시 일산동구 식사동 산106-2,37.6729827434,126.8116164872,1525.0,체력단련시설,조합놀이대,,,,20140718,경기도 고양시 푸른도시사업소,031-8075-4337,20251215
매화,어린이공원,,경기도 수원시 영통구 매탄동 1259,37.26019455,127.0460721422,2025.7,다목적구장(농구)1,조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,031-5191-8331,20260115
매여울,어린이공원,경기도 수원시 영통구 매탄로 82,경기도 수원시 영통구 매탄동 1274,37.2580272893,127.0444701836,2312.2,다목적구장(농구)1,조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,031-5191-8331,20260115
풀샘,어린이공원,,경기도 수원시 영통구 매탄동 1283,37.2551807646,127.0423674512,1957.0,다목적구장(농구)1,조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,031-5191-8331,20260115
샘말,어린이공원,,경기도 수원시 영통구 망포동 296-17,37.241888263,127.0535477004,1975.0,조합놀이대1+ 휴게쉼터,조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,031-5191-8331,20260115
벽적골,근린공원,경기도 수원시 영통구 덕영대로 1555번길 60,경기도 수원시 영통구 영통동 969-2,37.2486734317,127.0618910939,13502.4,농구장1+배드민턴장1+족구장1,물놀이시설1,화장실1,,,,경기도 수원시 영통구 녹지공원과,031-5191-8331,20260115
14호 어린이공원(고덕국제화지구  두릉리),어린이공원,,경기도 평택시 고덕면 두릉리 529-1답,,,1770.0,,,,,,20130104,경기도 평택시청,031-8024-4248,20260313
교통,근린공원,경기도 수원시 영통구 덕영대로 1570,경기도 수원시 영통구 영통동 981-4,37.2454045935,127.062766935,31805.0,,바닥분수1,화장실1,,교통안전교육장1,,경기도 수원시 영통구 녹지공원과,031-5191-8331,20260115
매여울,근린공원,경기도 수원시 영통구 동탄원천로 915번길 36,경기도 수원시 영통구 매탄동 1277,37.2570151441,127.0437996614,19019.4,,바닥분수1+물놀이시설1,화장실1,,,,경기도 수원시 영통구 녹지공원과,031-5191-8331,20260115
선주리들,근린공원,경기도 수원시 영통구 동탄원천로 915번길33,경기도 수원시 영통구 매탄동 1280,37.2560423973,127.0439972331,18956.0,게이트볼장1+배드민턴장1,조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,031-5191-8331,20260115
성죽,근린공원,,경기도 수원시 영통구 이의동 1213,37.3094193312,127.0475014876,73873.5,,벽천1(물순환시스템),화장실1,,,,경기도 수원시 영통구 녹지공원과,031-5191-8331,20260115
솔내,근린공원,,경기도 수원시 영통구 이의동 1215,37.3081843879,127.0510414475,24489.3,,,,,,,경기도 수원시 영통구 녹지공원과,031-5191-8331,20260115
연암,근린공원,경기도 수원시 영통구 창룡대로 246,경기도 수원시 영통구 이의동 1288,37.2945025019,127.0364315335,128896.7,,,화장실2,,,,경기도 수원시 영통구 녹지공원과,031-5191-8331,20260115
녹촌제3호어린이공원,어린이공원,,경기도 남양주시 화도읍 녹촌리 572,37.6511086682,127.292063981,3055.0,,,,,,,경기도 남양주시청,031-590-4993,20260319
두물맞이공원,수변공원,,경기도 수원시 권선구 금곡동 1097,37.2708769014,126.940355322,31022.7,배드민턴장1,,,,,,경기도 수원시 권선구 녹지공원과,031-5191-6195,20260115
실개울공원,수변공원,,경기도 수원시 권선구 금곡동 1095-2,37.2719547135,126.9470270576,11291.5,,,,,,,경기도 수원시 권선구 녹지공원과,031-5191-6195,20260115
물빛찬공원,수변공원,경기도 수원시 권선구 금곡로 188,경기도 수원시 권선구 금곡동 1120,37.2727119979,126.9512036635,20806.3,,,화장실1,,,,경기도 수원시 권선구 녹지공원과,031-5191-6195,20260115
물향기공원,수변공원,경기도 수원시 권선구 호매실로 219,경기도 수원시 권선구 호매실동 1384,37.2633432708,126.954395618,150447.3,풋살장2+다목적구장2,저류지3+텃밭,화장실1,,음수대1,,경기도 수원시 권선구 녹지공원과,031-5191-6195,20260115
6호수변공원,수변공원,경기도 수원시 권선구 권선로357번길 13,경기도 수원시 권선구 서둔동 26-52,37.2614933522,126.9903393516,3569.2,,,,,,,경기도 수원시 권선구 녹지공원과,031-5191-6195,20260115
팔달공원(장안공원+팔달공원+화서공원),근린공원,,경기도 수원시 팔달구 고등동 42-140,37.277595118,127.0106821147,543863.0,,,,,,,경기도 수원시 화성사업소 문화유산시설과,031-5191-4473,20260115
17호 어린이공원(고덕국제화지구 좌교리),어린이공원,,경기도 평택시 고덕면 좌교리 399-1답,,,4449.0,,,,,,20130104,경기도 평택시청,031-8024-4248,20260313
18호 어린이공원(고덕국제화지구 해창리),어린이공원,,경기도 평택시 고덕면 해창리 485-1장,,,3888.0,,,,,,20130104,경기도 평택시청,031-8024-4248,20260313
20호 어린이공원(고덕국제화지구  해창리),어린이공원,,경기도 평택시 고덕면 해창리 437-1답,,,1520.0,,,,,,20130104,경기도 평택시청,031-8024-4248,20260313
25호 어린이공원(여염리),어린이공원,,경기도 평택시 고덕면 여염리 산60임,,,3378.0,,,,,,20150403,경기도 평택시청,031-8024-4248,20260313
마루어린이공원(2호),어린이공원,,경기도 평택시 고덕면 여염리 326-4답,,,2072.0,,,,,,20130104,경기도 평택시청,031-8024-4248,20260313
물방개어린이공원(30호),어린이공원,,경기도 평택시 고덕동 2458-2,37.0459582601,127.0316507692,2098.0,,,,,,20150403,경기도 평택시청,031-8024-4248,20260313
혜윰어린이공원(31호),어린이공원,,경기도 평택시 고덕동 2503-7,37.040490472,127.0293326805,4674.0,,,,,,20150403,경기도 평택시청,031-8024-4248,20260313
33호 어린이공원(고덕국제화지구  해창리),어린이공원,,경기도 평택시 고덕면 해창리 733-27임,,,2258.0,,,,,,20150403,경기도 평택시청,031-8024-4248,20260313
꽃구름어린이공원(34호),어린이공원,,경기도 평택시 고덕면 여염리 373-2답,,,1585.0,,,,,,20150403,경기도 평택시청,031-8024-4248,20260313
26호 어린이공원(서정동),어린이공원,,경기도 평택시 서정동 산1-1임,,,1853.0,,,,,,20150403,경기도 평택시청,031-8024-4248,20260313
통복2 수변공원(수촌지구),수변공원,경기도 평택시 수촌길 50 (칠원동),경기도 평택시 칠원동 286,37.0211280025,127.1136125122,13256.0,,,,,,20091216,경기도 평택시청,031-8024-4248,20260313
대추원,어린이공원,경기도 수원시 장안구 금당로 39번길 33,경기도 수원시 장안구 조원동 855,37.3045219201,127.0151786211,2160.0,,조합놀이대1,,,,,경기도 수원시 장안구 녹지공원과,031-5191-5995,20260115
조원,어린이공원,,경기도 수원시 장안구 조원동 860,37.3036929825,127.0172583707,2500.0,다목적구장(농구)1,조합놀이대1,,,,,경기도 수원시 장안구 녹지공원과,031-5191-5995,20260115
별,어린이공원,경기도 수원시 장안구 하률로 46번길 22,경기도 수원시 장안구 천천동 565,37.3016339927,126.978322391,2202.0,,조합놀이대1,,,,,경기도 수원시 장안구 녹지공원과,031-5191-5995,20260115
갈매천공원,수변공원,,경기도 구리시 갈매동 592 일원,37.6370720823,127.1181083092,50338.0,,,,,,20100427,경기도 구리시청,031-550-2046,20231124
불곡공원,어린이공원,,경기도 성남시 분당구 구미동 294,37.3447354585,127.1265511844,1586.7,야외운동기구,어린이놀이터,벤치+파고라+음수전,,,19920110,경기도 성남시 분당구 녹지공원과,031-729-7463,20251111
미사 수변 10호 공원,수변공원,,경기도 하남시 망월동 1024,37.5679077281,127.1833308231,37680.0,,,,,,,경기도 하남시청,031-5182-1579,20251218
달,어린이공원,경기도 수원시 장안구 하률로 46번길 17,경기도 수원시 장안구 천천동 566,37.30202595,126.9793126439,3742.8,다목적구장(농구+족구)2,조합놀이대1,,,,,경기도 수원시 장안구 녹지공원과,031-5191-5995,20260115
제3호 어린이공원 제132호(가재지구),어린이공원,,경기도 평택시 가재동 산88-2,37.0411652428,127.078305347,3240.0,,,,,,20111125,경기도 평택시청,031-8024-4248,20260313
바람,어린이공원,경기도 수원시 장안구 정자로 41번길 12,경기도 수원시 장안구 천천동 482,37.3026950849,126.9818468721,1960.6,다목적구장(족구)1,조합놀이대1,,,,,경기도 수원시 장안구 녹지공원과,031-5191-5995,20260115
샘터,어린이공원,,경기도 수원시 장안구 천천동 505-2,37.2994034545,126.9791928239,1863.2,다목적구장(농구)1,조합놀이대1,,,,,경기도 수원시 장안구 녹지공원과,031-5191-5995,20260115
꿈틀이,어린이공원,,경기도 수원시 영통구 원천동 581,37.2772531076,127.0501924696,2374.2,,조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,031-5191-8331,20260115
동물놀이,어린이공원,,경기도 수원시 영통구 원천동 612,37.2744354656,127.0528375067,1618.6,,조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,031-5191-8331,20260115
신호등,어린이공원,,경기도 수원시 영통구 하동 978,37.291852381,127.0702945389,1835.2,,조합놀이대2,,,,,경기도 수원시 영통구 녹지공원과,031-5191-8331,20260115
17호소공원,소공원,,경기도 수원시 영통구 영통동 1157,37.2442367441,127.0622826558,1134.7,,휴게쉼터,,,,,경기도 수원시 영통구 녹지공원과,031-5191-8331,20260115
19호소공원,소공원,,경기도 수원시 영통구 망포동 434,37.2437030617,127.0630431647,512.7,,휴게쉼터,,,,,경기도 수원시 영통구 녹지공원과,031-5191-8331,20260115
60호소공원,소공원,,경기도 수원시 장안구 정자동 836-5,37.2974336192,126.9982495418,3482.0,,휴게쉼터,,,,,경기도 수원시 장안구 녹지공원과,031-5191-5995,20260115
고래등,어린이공원,,경기도 수원시 영통구 이의동 1273-1,37.297865964,127.0435847358,2104.7,,물놀이시설1,,,,,경기도 수원시 영통구 녹지공원과,031-5191-8331,20260115
틴틴,어린이공원,,경기도 수원시 영통구 이의동 1345,37.2890028691,127.0485138901,2185.1,,조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,031-5191-8331,20260115
물빛,어린이공원,,경기도 수원시 영통구 신동969,37.2465721401,127.04186317,1683.0,,조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,031-5191-8331,20260115
송원공원,소공원,,경기도 수원시 장안구 조원동 912-2,37.3076940968,127.0113170721,3071.0,,휴게쉼터,,,,,경기도 수원시 장안구 녹지공원과,031-5191-5995,20260115
39호소공원,소공원,,경기도 수원시 장안구 이목동 850,37.3142616731,126.9862089466,2817.0,,휴게쉼터,,,,,경기도 수원시 장안구 녹지공원과,031-5191-5995,20260115
당암,어린이공원,,경기도 수원시 영통구 망포동 719,37.2437430504,127.0607722111,1743.1,,조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,031-5191-8331,20260115
숲속부엉이,어린이공원,,경기도 수원시 영통구 망포동 713,37.2407821693,127.0654844875,1990.7,,조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,031-5191-8331,20260115
동그라미,어린이공원,,경기도 수원시 영통구 신동 927-2,37.2478475901,127.042926824,1527.0,,조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,031-5191-8331,20260115
망포,어린이공원,,경기도 수원시 영통구 망포동 721,37.2447173415,127.0558523069,1932.3,,조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,031-5191-8331,20260115
달래,어린이공원,경기도 수원시 영통구 봉영로 1744번길 11,경기도 수원시 영통구 영통동 1053-2,37.266642552,127.083046794,4220.7,다목적구장(농구),조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,031-5191-8331,20260115
