faclt_nm,faclt_div_nm,refine_wgs84_lat,refine_wgs84_logt,refine_road_nm_addr,refine_lotno_addr,faclt_telno,room_cnt,plot_ar,build_tfar,aceptnc_posbl_psncnt,parkng_comprt_cnt,convnce_faclt_info,safe_faclt_info,subfaclt_info,opr_hr_info,chrg_info,mnginst_telno,mnginst_nm,dat_crtr_ymd
안성비봉산 캠핑장,자동차야영장,37.08897919,127.4076886,경기도 안성시 삼죽면 상삼로 188-38,경기도 안성시 삼죽면 내장리 산36-32번지,,41,8377.0,,205,41,전기+상하수도+샤워실+화장실,소화기+확성기+대피공간+관리요원,매점,00:00~23:59,,031-678-2494,안성시 문화관광과,20250320
산울림관광농웜,자동차야영장,37.555263,127.563241,경기도 양평군 양동면 불개터길 65-19,경기도 양평군 양동면 삼산리 852-14번지,,50,9835.0,194.0,200,,화장실 개수대 샤워장,"소화기, 긴급방송시설, 안전정보게시판 등",,,,031-770-2069,양평군 관광과,20200611
숲속의야영장,자동차야영장,37.542252,127.468091,경기도 양평군 옥천면 사기점길 49-15,경기도 양평군 옥천면 신복리 432-1번지,,56,29476.0,23.0,280,,화장실 개수대 샤워장,"소화기, 긴급방송시설, 안전정보게시판 등",,,,031-770-2069,양평군 관광과,20200611
서운산 자연휴양림 자동차야영장,자동차야영장,36.93950764,127.3121274,경기도 안성시 금광면 배티로 185-39,경기도 안성시 금광면 상중리 산19번지,031-678-2913,30,7386.0,,150,30,전기+상하수도+샤워실+화장실,소화기+확성기+대피공간+관리요원,매점,00:00~23:59,,031-678-2913,안성시 산림녹지과,20250320
풀무골 글램핑장,자동차야영장,37.11397025,127.2878303,경기도 안성시 고삼면 쌍지길 292-1,경기도 안성시 고삼면 쌍지리 151-7번지,,8,2497.0,,40,8,전기+상하수도+샤워실+화장실,소화기+확성기+대피공간+관리요원,매점,00:00~23:59,100000,031-678-2494,안성시 문화관광과,20250320
마인드 글램퍼스,야영장,37.580293,127.681208,,경기도 양평군 단월면 부안리 32-3번지 외 1필지,,7,1643.0,0.0,20,,글램핑,"소화기, 긴급방송시설, 안전정보게시판 등",,,,031-770-2069,양평군 관광과,20200611
더 포레스트,야영장,37.4404266395,127.6895766175,경기도 양평군 지평면 일신리길 134-23,경기도 양평군 지평면 일신리 1275-5번지,,13,2747.0,66.0,52,,화장실 개수대 샤워장,"소화기, 긴급방송시설, 안전정보게시판 등",,,,031-770-2069,양평군 관광과,20200611
안성허브마을캠핑장,자동차야영장,37.06457084,127.3589921,경기도 안성시 삼죽면 국사봉로 641-4,경기도 안성시 삼죽면 내강리 507번지,,10,1612.0,,50,10,전기+상하수도+샤워실+화장실,소화기+확성기+대피공간+관리요원,매점,00:00~23:59,99000,031-678-2494,안성시 문화관광과,20250320
럭셔리 안성(M) 글램핑장,자동차야영장,36.97369782,127.3897464,경기도 안성시 금광면 연내동길 201-13,경기도 안성시 금광면 옥정리 16번지,,11,2731.0,,55,11,전기+상하수도+샤워실+화장실,소화기+확성기+대피공간+관리요원,매점,00:00~23:59,,031-678-2494,안성시 문화관광과,20250320
참살이 가족 캠핑장,자동차야영장,37.04601526,127.2726182,경기도 안성시 보개면 신장길 184,경기도 안성시 보개면 신장리 72-9번지,,31,9919.0,,85,31,전기+상하수도+샤워실+화장실,소화기+확성기+대피공간+관리요원,매점,00:00~23:59,50000,031-678-2494,안성시 문화관광과,20250320
안성 별숲 캠핑장 → 에버그린,자동차야영장,37.01015349,127.4244604,경기도 안성시 죽산면 곰내미길 11,경기도 안성시 죽산면 두교리 655-2번지,,17,4060.0,,85,17,전기+상하수도+샤워실+화장실,소화기+확성기+대피공간+관리요원,매점,00:00~23:59,,031-678-2494,안성시 문화관광과,20250320
히든캠프,자동차야영장,37.05532513,127.4472487,경기도 안성시 죽산면 용설호수길 170-1,경기도 안성시 죽산면 용설리 516-7번지,,27,2426.0,,135,27,전기+상하수도+샤워실+화장실,소화기+확성기+대피공간+관리요원,매점,00:00~23:59,,031-678-2494,안성시 문화관광과,20250320
미라마,자동차야영장,37.10233463,127.2137981,경기도 안성시 양성면 양성로 560-21,경기도 안성시 양성면 장서리 350-3번지,,5,1402.0,81.2,30,5,전기+상하수도+샤워실+화장실,소화기+확성기+대피공간+관리요원,매점,00:00~23:59,,031-678-2494,안성시 문화관광과,20250320
캠프그라운드 화우,자동차야영장,37.03239166,127.2234909,경기도 안성시 원곡면 천덕산로 857-2,경기도 안성시 원곡면 성은리 453-20번지,,16,4995.0,148.37,65,16,전기+상하수도+샤워실+화장실,소화기+확성기+대피공간+관리요원,매점,00:00~23:59,,031-678-2494,안성시 문화관광과,20250320
수산아카데미,야영장,37.7190962584,127.2646946041,경기도 남양주시 수동면 철마산로 316-31,경기도 남양주시 수동면 수산리 368번지,000-0000-0000,21,3139.0,376.08,126,50,"화장실, 샤워실, 개수대",대피소,수영장,1박,40000,031-590-4245,남양주시청,20200130
구암농원,자동차야영장,37.6734388513,127.3760252283,경기도 남양주시 화도읍 경춘로2696번길 4-15,경기도 남양주시 화도읍 구암리 6-8번지,031-592-8900,15,6075.0,32.4,90,30,"화장실, 샤워실, 개수대",대피소,"트램폴린, 카페",1박,89000,031-590-4245,남양주시청,20200130
스카이 글램핑,야영장,37.726581,127.2966500369,경기도 남양주시 수동면 지둔로445번안길 10-6,경기도 남양주시 수동면 지둔리 246번지,000-0000-0000,9,1454.0,98.46,54,20,"화장실, 샤워실, 개수대",대피소,"트램폴린, 수영장, 매점",1박,59000,031-590-4245,남양주시청,20200130
로코코 캠핑장,야영장,37.7150154377,127.2998297494,경기도 남양주시 수동면 지둔로 358-4,경기도 남양주시 수동면 지둔리 366-2번지,000-0000-0000,20,1753.0,182.87,120,25,"화장실, 샤워실, 개수대",대피소,,1박,40000,031-590-4245,남양주시청,20200130
에이제이 오토 캠핑장,야영장,37.7650317302,127.2845467609,경기도 남양주시 수동면 비룡로 1738-23,경기도 남양주시 수동면 내방리 330-8번지,031-592-7970,36,4940.0,87.75,216,60,"화장실, 샤워실, 개수대",대피소,,1박,30000,031-590-4245,남양주시청,20200130
남양주 휴림 캠핑장,야영장,37.7142543688,127.3000852666,경기도 남양주시 수동면 지둔로 352-1,경기도 남양주시 수동면 지둔리 370번지,000-0000-0000,25,2372.0,344.2,150,50,"화장실, 샤워실, 개수대",대피소,,1박,40000,031-590-4245,남양주시청,20200130
산여울 캠핑장,야영장,37.7665175653,127.2841120974,경기도 남양주시 수동면 비룡로1742번길 3-24,경기도 남양주시 수동면 내방리 335-6번지,000-0000-0000,23,3413.0,150.1,138,50,"화장실, 샤워실, 개수대",대피소,,1박,28000,031-590-4245,남양주시청,20200130
햇살가득 캠핑장,야영장,37.7640995207,127.2914343131,경기도 남양주시 수동면 비룡로1742번길 36-104,경기도 남양주시 수동면 내방리 산32-42번지,000-0000-0000,8,2070.0,234.55,48,20,"화장실, 샤워실, 개수대",대피소,애견전용캠핑장,1박,50000,031-590-4245,남양주시청,20200130
쿼크밸리 캠프 야영장,야영장,37.691087375,127.2934023104,경기도 남양주시 화도읍 가곡로 167,경기도 남양주시 화도읍 가곡리 402-2번지,000-0000-0000,8,2820.0,96.0,48,50,"화장실, 샤워실, 개수대",대피소,,1박,40000,031-590-4245,남양주시청,20200130
더드림핑 야영장,야영장,37.6525365102,127.3702311437,경기도 남양주시 화도읍 북한강로 1630-18,경기도 남양주시 화도읍 금남리 123번지,031-595-2345,24,4636.0,323.29,144,50,"화장실, 샤워실, 개수대",대피소,"수영장, 서핑장",1박,100000,031-590-4245,남양주시청,20200130
짱아 야영장,자동차야영장,37.737295496,127.1288968825,경기도 남양주시 별내면 용암비루개길 195-50,경기도 남양주시 별내면 용암리 210번지,031-842-3434,15,4989.0,183.75,90,30,"화장실, 샤워실, 개수대",대피소,"트램폴린, 수영장, 매점",1박,40000,031-590-4245,남양주시청,20200130
마실 야영장,야영장,37.6892134884,127.2300041261,경기도 남양주시 오남읍 팔현로216번길 24-1,경기도 남양주시 오남읍 팔현리 250번지,070-4226-6545,6,2652.0,288.01,36,20,"화장실, 샤워실, 개수대",대피소,카페,1박,40000,031-590-4245,남양주시청,20200130
팔현 야영장,야영장,37.698665,127.256814,경기도 남양주시 오남읍 팔현로175번길 264,경기도 남양주시 오남읍 팔현리 20번지,031-575-3688,4,176.0,145.58,24,30,"화장실, 샤워실, 개수대",대피소,,1박,30000,031-590-4245,남양주시청,20200130
해자연 야영장,야영장,37.7017918177,127.2640615486,경기도 남양주시 오남읍 팔현로175번길 310-60,경기도 남양주시 오남읍 팔현리 9-22번지,000-0000-0000,4,4408.0,264.81,24,100,"화장실, 샤워실, 개수대",대피소,,1박,40000,031-590-4245,남양주시청,20200130
매향 오토 캠핑장,자동차야영장,37.0527347449,126.7592048685,경기도 화성시 우정읍 궁평항로 81-22,경기도 화성시 우정읍 매향리 76-6번지,,23,4980.0,99.0,92,,전기시설+화장실,소화기+대피공간+방송장비,,,,031-5189-6016,화성시청,20250630
어도숲 캠핑장,자동차야영장,37.2447742799,126.6524836858,경기도 화성시 송산면 어섬길259번길 64,경기도 화성시 송산면 고포리 826-1번지,,9,3446.0,75.54,36,,전기시설+화장실,소화기+대피공간+방송장비,,,,031-5189-6016,화성시청,20250630
휘게캠피크,자동차야영장,37.0521956845,126.7594912685,경기도 화성시 우정읍 궁평항로 81-70,경기도 화성시 우정읍 매향리 76-94번지,,10,3462.0,145.8,40,,전기시설+화장실,소화기+대피공간+방송장비,,,,031-5189-6016,화성시청,20250630
광명 도덕산 캠핑장,야영장,37.45957667,126.8605882,경기도 광명시 밤일안로42번길 69,경기도 광명시 하안동 553번지,02-2610-7370,42,,293.9,168,20,"매점,화장실,샤워장, 취수대",소화기,놀이터,14:00~익일11:00,3만원,02-2610-7372,광명도시공사,20250630
은빛초원캠핑장,자동차야영장,37.2226509529,126.8010662246,경기도 화성시 남양읍 샘실길 50-2,경기도 화성시 남양읍 원천리 672-2번지,031-356-4927,20,2567.0,142.0,80,,전기시설+화장실,소화기+대피공간+방송장비,,,,031-5189-6016,화성시청,20250630
화성시 향남 오토캠핑장,자동차야영장,37.1391462056,126.9290882518,경기도 화성시 향남읍 도이2길 113-26,경기도 화성시 향남읍 도이리 240-1번지,031-8059-4763,43,14649.0,313.0,172,,전기시설+화장실,소화기+대피공간+방송장비,,,,031-5189-6016,화성시청,20250630
화성시 매송 오토캠핑장,자동차야영장,37.2580346313,126.9161264838,경기도 화성시 매송면 어천리 164,경기도 화성시 매송면 어천리 164,031-293-9923,25,4271.0,72.0,100,,전기시설+화장실,소화기+대피공간+방송장비,,,,031-5189-6016,화성시청,20250630
초막골생태공원 느티나무야영장,야영장,37.34737166,126.9186435,,경기도 군포시 산본동 919번지,031-390-7666,67,10028.0,91.26,300,184,화장실+세척실+샤워실,소화기+방송장비+안전게시물+대피소,전기+상하수도+무선인터넷,24시간,20000~150000,031-390-7661,군포도시공사,20250714
하늘연캠핑장,야영장,37.9511884736,126.9216549826,경기도 파주시 적성면 마지초교길 22-61,경기도 파주시 적성면 마지리 70번지,,15,1606.0,,60,,전기시설+하수도시설+샤워실,소화기+대피공간,,,,031-940-4362,파주시청,20250709
파주기산캠프,야영장,37.7753919346,126.9220506658,경기도 파주시 광탄면 기산로 207-31,경기도 파주시 광탄면 기산리 471-2번지,031-957-8010,35,3564.0,,140,,전기시설+하수도시설+샤워실,소화기+대피공간,,,,031-940-4362,파주시청,20250709
캠프예그리나,야영장,37.7770057593,126.9094222299,경기도 파주시 광탄면 쇠장이길 56,경기도 파주시 광탄면 기산리 658-4번지,031-948-5086,30,3635.0,,120,,전기시설+하수도시설+샤워실,소화기+대피공간,,,,031-940-4362,파주시청,20250709
율곡캠핑장,야영장,37.8917691476,126.8287818797,경기도 파주시 파평면 장승배기로 390-217,경기도 파주시 파평면 율곡리 13번지,,45,5732.0,,180,,전기시설+하수도시설+샤워실,소화기+대피공간,,,,031-940-4362,파주시청,20250709
명학산 캠핑장,야영장,37.8509931592,126.8312412871,,경기도 파주시 파주읍 향양리 4-1,,19,1625.0,,76,,전기시설+하수도시설+샤워실,소화기+대피공간,,,,031-940-4362,파주시청,20250709
느티나무 그늘아래 캠핑장,야영장,37.8758147848,126.7565306765,경기도 파주시 문산읍 사목로108번길 63-11,경기도 파주시 문산읍 사목리 328번지,,8,1424.0,,32,,전기시설+하수도시설+샤워실,소화기+대피공간,,,,031-940-4362,파주시청,20250709
박석캠핑장,야영장,37.8348248322,126.7397255169,경기도 파주시 탄현면 동오리길 135-48,경기도 파주시 탄현면 낙하리 108-1번지,,15,2480.0,,52,,전기시설+하수도시설+샤워실,소화기+대피공간,,,,031-940-4362,파주시청,20250709
하마캠핑장,야영장,37.9611597654,126.8696215322,경기도 파주시 적성면 국사로 297,경기도 파주시 적성면 자장리 148번지,,34,3275.0,,60,,전기시설+하수도시설+샤워실,소화기+대피공간,,,,031-940-4362,파주시청,20250709
호수캠핑장,야영장,37.7756719592,126.9332319783,경기도 파주시 광탄면 기산로 413-69,경기도 파주시 광탄면 기산리 387-7,,8,1333.0,,32,,전기시설+하수도시설+샤워실,소화기+대피공간,,,,031-940-4362,파주시청,20250709
귀한농부학교,야영장,37.8825725481,126.8722706726,경기도 파주시 법원읍 술이홀로1333번길 128,경기도 파주시 법원읍 금곡리 422번지,,71,7749.0,,284,,전기시설+하수도시설+샤워실,소화기+대피공간,,,,031-940-4362,파주시청,20250709
은사시 캠핑장,야영장,37.956498571,126.8445960708,경기도 파주시 적성면 자장로 115,경기도 파주시 적성면 자장리 567-1번지,,18,2545.0,,72,,전기시설+하수도시설+샤워실,소화기+대피공간,,,,031-940-4362,파주시청,20250709
공릉관광지 캠핑장,야영장,37.7501689514,126.8357386608,경기도 파주시 조리읍 장곡로 218,경기도 파주시 조리읍 장곡리 420-6번지,031-940-5186,28,9393.0,,64,,전기시설+하수도시설+샤워실,소화기+대피공간,,,,031-940-4362,파주시청,20250709
밤골 캠핑장,야영장,37.8875403714,126.8221902037,경기도 파주시 파평면 장승배기로268번길 141,경기도 파주시 파평면 율곡리 69번지,,21,4564.0,,84,,전기시설+하수도시설+샤워실,소화기+대피공간,,,,031-940-4362,파주시청,20250709
비학농원 캠핑장,야영장,37.8910725225,126.9143919961,경기도 파주시 법원읍 만월로613번길 217,경기도 파주시 법원읍 직천리 760-2번지,,14,2694.0,,84,,전기시설+하수도시설+샤워실,소화기+대피공간,,,,031-940-4362,파주시청,20250709
반디 캠프,야영장,37.7748272325,126.9208514223,경기도 파주시 광탄면 기산로 207,경기도 파주시 광탄면 기산리 470-2번지,,20,4843.0,,56,,전기시설+하수도시설+샤워실,소화기+대피공간,,,,031-940-4362,파주시청,20250709
