bizplc_nm,licensg_ymd,licensg_rtrcn_ymd,bsn_state_div,bsn_state_nm,clsbiz_ymd,locplc_faclt_telno_dtls,locplc_ar_info,roadnm_zipno,refine_road_nm_addr,refine_lotno_addr,refine_zipno,refine_wgs84_lat,refine_wgs84_logt,bizcond_div_nm_info,xcrd_vl,ycrd_vl,cultur_phstrn_indutype_nm,plvtinst_div_nm,insrnc_join_yn,mber_recrut_tot_psncnt
YOUR PT STUDIO,20150602,,13,영업중,,,79.88,13640,"경기도 성남시 수정구 위례광장로 104, 위례 한화 오벨리스크 센트럴스퀘어 2214호 (창곡동)",경기도 성남시 수정구 창곡동 505 위례 한화 오벨리스크 센트럴스퀘어,13640,37.4730424033,127.1412657466,,212425.560064934,441216.370400153,체력단련장업,사립,,
김범준트레이닝센터,20191119,,13,영업중,,,208.25,13438,"경기도 성남시 중원구 양현로405번길 14, 10층 (여수동)",경기도 성남시 중원구 여수동 198,13438,37.4182232436,127.1274010015,,211207.457160546,435130.904805817,체력단련장업,사립,,
H-GYM PT GT 운중점,20200408,,13,영업중,,031-704-9408,110,13467,"경기도 성남시 분당구 운중로188번길 8, 1층 (운중동)",경기도 성남시 분당구 운중동 1030-1,13467,37.3903507641,127.0835939824,,207330.758587098,432029.743736266,체력단련장업,사립,,
웰마인드PT,20260506,,13,영업중,,,121.56,18478,"경기도 화성시 동탄구 동탄오산로 86-3, 6층 602호 (여울동)",경기도 화성시 동탄구 여울동 969-1,18478,37.1981418964,127.0977682659,,208609.496428221,410699.575578892,체력단련장업,사립,,
피트니스유,20020725,,13,영업중,,,630.29,10286,"경기도 고양시 덕양구 통일로 798, 삼보빌딩 4,5층 (관산동)","경기도 고양시 덕양구 관산동 231-41 삼보빌딩 4,5층",10286,37.6889902479,126.8623598774,,187792.836372365,465184.904709883,체력단련장업,사립,,
주식회사 세븐짐탄현,20021112,,13,영업중,,,331.16,10343,"경기도 고양시 일산서구 산현로17번길 9, 602,603,604호 (탄현동, 부건3차)","경기도 고양시 일산서구 탄현동 1576-5 부건3차프라자 602, 603, 604호",10343,37.6900357343,126.7633571965,,179058.795,465330.68,체력단련장업,사립,,
Young & Fit,20151216,,13,영업중,,,464.95,12771,경기도 광주시 신현로 12-51 (태성빌딩),경기도 광주시 신현동 790-3,12771,37.3566707466,127.1458741175,,,,체력단련장업,사립,,
25h MYGYM,20240828,,13,영업중,,,36.9,12804,"경기도 광주시 곤지암읍 곤지암로11번길 62, 스마트앤타워 205호",경기도 광주시 곤지암읍 곤지암리 446-2 스마트앤타워,12804,37.349195946,127.3396252804,,230010.209795966,427513.794228314,체력단련장업,사립,,
윈 플렉스 짐,20171219,,13,영업중,,,678.39,11813,"경기도 의정부시 오목로225번길 129, 벽강프라자 701,702,703호 (민락동)","경기도 의정부시 민락동 808-1 벽강프라자 701,702,703호",11813,37.74576547,127.0949023908,,208293.74308975,471480.278699487,체력단련장업,사립,,
모던 퍼스널 트레이닝,20190531,,13,영업중,,,155.66,13627,"경기도 성남시 분당구 돌마로90번길 4, 엘레강스프라자1동 507호 (구미동)",경기도 성남시 분당구 구미동 25-2 엘레강스프라자1동,13627,37.3497131204,127.1117407355,,209828.895493717,427524.675625291,체력단련장업,사립,,
스터닝32,20250716,,13,영업중,,031-709-0118,131.32,13494,"경기도 성남시 분당구 대왕판교로 670, 유스페이스2 제지1층 B112호 (삼평동)",경기도 성남시 분당구 삼평동 682 유스페이스2,13494,37.4020645124,127.1060587259,,209374.879569806,433334.937936425,체력단련장업,사립,,
와이피트니스 헬스&PT 분당야탑점,20250725,,13,영업중,,,339.3,13503,"경기도 성남시 분당구 벌말로40번길 5-1, 야탑조합상가 지하1층 (야탑동)",경기도 성남시 분당구 야탑동 272-5 야탑조합상가,13503,37.4115883823,127.1387791838,,212217.816054937,434394.93438444,체력단련장업,사립,,
어라운드 크로스핏 광교점,20190326,,13,영업중,,,190,16512,"경기도 수원시 영통구 광교중앙로248번길 7-2, 원희캐슬 광교 지하1층 126,127호 (하동)",경기도 수원시 영통구 하동 989 원희캐슬 광교,16512,37.291029521,127.0666661168,,205823.568119412,421057.602005781,체력단련장업,사립,,
스포짐,20110712,,13,영업중,,031-696-7701,527.85,13494,"경기도 성남시 분당구 대왕판교로 670, B118호(일부)호 (삼평동, 유스페이스2)",경기도 성남시 분당구 삼평동 682 유스페이스2  B118호 일부,463400,37.4020645124,127.1060587259,,209374.879569806,433334.937936425,체력단련장업,사립,,
더클래식PT,20250205,,13,영업중,,,,13436,"경기도 성남시 중원구 양현로 465, 4층 (여수동)",경기도 성남시 중원구 여수동 583,13436,37.4171163539,127.1337463159,,211767.644198901,435007.621223912,체력단련장업,사립,,
켄휘트니스,20121102,,13,영업중,,,663.46,,"경기도 성남시 분당구 정자일로 27, 306~310호 (금곡동, 코오롱더프라우)",경기도 성남시 분당구 금곡동 201 코오롱더프라우 306~310호,463869,37.3529808361,127.1049942818,,209229.57228953,427885.412949926,체력단련장업,사립,,
Body Boom 민락점,20150527,,13,영업중,,031-851-3456,933.54,11813,"경기도 의정부시 오목로225번길 140, 7층 (민락동)",경기도 의정부시 민락동 805-2,480090,37.7450262816,127.094872368,,208293.563139058,471403.257021077,체력단련장업,사립,,
스카이뷰휘트니스,20160429,,13,영업중,,,173,13376,"경기도 성남시 중원구 성남대로 1139, 10층 (성남동, 한일타워)",경기도 성남시 중원구 성남동 4170 한일타워 10층,13376,37.4313965097,127.1287372997,,211324.060484093,436592.845802119,체력단련장업,사립,,
다온짐 휘트니스 클럽,20190612,,13,영업중,,,282.18,12814,"경기도 광주시 도척면 도척로 323, 2층",경기도 광주시 도척면 진우리 205 2층,12814,37.3238537733,127.3366429439,,229761.917415347,424700.615006449,체력단련장업,사립,,
찬 피트니스,20220603,,13,영업중,,031-699-9477,168.74,12764,"경기도 광주시 문화로 11, 4층 (역동)",경기도 광주시 역동 71-29,12764,37.4049656047,127.2558926765,,222586.013722417,433681.086313756,체력단련장업,사립,,
스카이피트니스,20251125,,13,영업중,,,294.14,12777,"경기도 광주시 순암로36번길 62-9, 3층 (역동)",경기도 광주시 역동 118-28,12777,37.3997961116,127.2493902805,,222015.100547686,433102.480733412,체력단련장업,사립,,
데스런 판교점,20251111,,13,영업중,,,95.68,13536,"경기도 성남시 분당구 판교역로2번길 38, 지하1층 (백현동)",경기도 성남시 분당구 백현동 560-1,13536,37.3864621864,127.1116642805,,209819.404193832,431602.217499756,체력단련장업,사립,,
그린 핏,20160819,,13,영업중,,,170,12797,경기도 광주시 마루들길 224,경기도 광주시 양벌동 1003-16,12797,37.3776544752,127.2562410052,,,,체력단련장업,사립,,
플랜:Body,20181211,,13,영업중,,031-718-9807,115.35,12771,"경기도 광주시 신현로12번길 13, 2층",경기도 광주시 신현동 740-8 2층,12771,37.3585537818,127.1486092663,,,,체력단련장업,사립,,
헬스코인,20230925,,13,영업중,,,308.52,14063,"경기도 안양시 동안구 흥안대로414번길 21-25, 평촌빌딩 2층 (평촌동)",경기도 안양시 동안구 평촌동 99-6 평촌빌딩,14063,37.3922650067,126.9756614808,,197779.021640532,432248.589963922,체력단련장업,사립,,
하이즈 피트니스,20240425,,13,영업중,,,157,16506,"경기도 수원시 영통구 센트럴타운로 106, 센트럴프라자 204호, 205호 (이의동)",경기도 수원시 영통구 이의동 1322-5 센트럴프라자,16506,37.2927256158,127.0501504055,,204378.455519222,421196.256794016,체력단련장업,사립,,
고트 컨디셔닝 센터,20230725,,13,영업중,,,167.38,10073,"경기도 김포시 김포한강11로 288-19, 운양프라자 302호~303호 (운양동)",경기도 김포시 운양동 1297-9 운양프라자,10073,37.6547294841,126.6824109932,,171917.570431121,461415.703282657,체력단련장업,사립,,
청년헬스장 부천상동점 헬스PT,20160201,,13,영업중,,032-328-1212,,14542,"경기도 부천시 원미구 송내대로265번길 17, 효성프라자 601,602,608호 (상동)",경기도 부천시 원미구 상동 538-1 효성프라자,14542,37.5068602589,126.7579651035,,178530.926984245,444988.038862125,체력단련장업,사립,,
포미(ForME),20250718,,13,영업중,,032-505-1198,,14534,"경기도 부천시 원미구 신흥로 270, 일양빌딩 지하 1층 (중동)",경기도 부천시 원미구 중동 1060 일양빌딩,14534,37.5077436084,126.7753918713,,180067.518960158,445080.8794428,체력단련장업,사립,,
바디슈트,20211118,,13,영업중,,,486,14784,"경기도 부천시 소사구 옥길로 129, 601,701호 (옥길동)",경기도 부천시 소사구 옥길동 727-2,14784,37.4684376951,126.8228261493,,184256.63264907,440711.459006796,체력단련장업,사립,,
운동가짐,20120206,,13,영업중,,,505.99,,"경기도 동두천시 동두천로 119, 401호 (지행동)",경기도 동두천시 지행동 721-2 지행역프라자 401호,483020,37.8920651308,127.0546145085,,204733.849646693,487715.442793085,체력단련장업,사립,,
N.B 휘트니스클럽,20090114,,13,영업중,,,388.06,,"경기도 동두천시 평화로 2285  (지행동,외32필지 지행역사 내 1층)",경기도 동두천시 지행동 424-1 외32필지 지행역사 내 1층,483020,37.8918798163,127.0556619507,,204820.455441096,487641.056074531,체력단련장업,사립,0,
마음심 PT STUDIO,20241127,,13,영업중,,,64.8,14066,"경기도 안양시 동안구 부림로 121, 동아프라자아케이드 210호 (관양동)",경기도 안양시 동안구 관양동 1608-4 동아프라자아케이드 210호,14066,37.3941616859,126.9644412155,,196784.059244886,432448.726631302,체력단련장업,사립,,
(주)짐원컴퍼니,20230502,,13,영업중,,031-998-9679,1232.01,10071,"경기도 김포시 김포한강8로 400, 홍은프라자 4층 (구래동)",경기도 김포시 구래동 6884-5,10071,37.6431269611,126.6242884334,,166771.099693629,460149.590605987,체력단련장업,사립,,
코코휘트니스,20150902,,13,영업중,,031-757-2772,471.53,13290,경기도 성남시 수정구 수정로 179 (태평동),경기도 성남시 수정구 태평동 7288-13,13290,37.4435267002,127.1396544482,,212287.099518343,437939.489370754,체력단련장업,사립,,
ReWork Health (리워크헬스),20230620,,13,영업중,,,240.96,15657,"경기도 안산시 단원구 시화호수로841번길 8, 허브밸리 3층 303,304호 (성곡동)","경기도 안산시 단원구 성곡동 850-2 허브밸리 303,304호",15657,37.296451614,126.7602401284,,178666.838104277,421635.803602306,체력단련장업,사립,,
블랑짐 헬스&PT 안양점,20250609,,13,영업중,,,348.13,14001,"경기도 안양시 만안구 병목안로 2, PROJECT 240 TOWER 12층 1201호 (안양동)",경기도 안양시 만안구 안양동 782-68 PROJECT 240 TOWER,14001,37.3999275156,126.9198736463,,192836.175503657,433096.961985795,체력단련장업,사립,,
스텝업트레이닝,20230615,,13,영업중,,,130.33,18479,"경기도 화성시 동탄구 동탄감배산로 143, 203동 203~204호 (오산동, 동탄역 유림노르웨이숲)",경기도 화성시 동탄구 오산동  978 동탄역 유림노르웨이숲,18479,37.1993280965,127.0888261443,,207822.739588256,410789.35102542,체력단련장업,사립,,
리햅핏(RehabFit),20230228,,13,영업중,,031-988-1104,161.23,10115,"경기도 김포시 풍무로 76, 202호 (풍무동)",경기도 김포시 풍무동 803,10115,37.6024317789,126.7219770859,,175381.452836361,455603.356848613,체력단련장업,사립,,
비스짐 헬스PT 태평1호점,20140721,,13,영업중,,031-756-1025,662.28,13305,"경기도 성남시 수정구 수정로 115-1, 주민신협행복빌딩 4층 401호 (태평동)",경기도 성남시 수정구 태평동 3678 주민신협행복빌딩,13305,37.4416321267,127.1332425014,,211719.129446217,437732.15906026,체력단련장업,사립,,
이상준 다이어트 PT 센터,20200827,,13,영업중,,,341.25,18422,"경기도 화성시 동탄구 여울로4길 46, 3층 (능동)",경기도 화성시 동탄구 능동 1093-12,18422,37.2162995288,127.0558117588,,204885.888440523,412714.333613102,체력단련장업,사립,,
더 아지트 짐&필라테스,20180618,,13,영업중,,070-4155-4345,159.77,13595,"경기도 성남시 분당구 백현로101번길 13, 401,402호 (수내동)","경기도 성남시 분당구 수내동 20-5 401,402호",13595,37.377224688,127.1121637107,,209861.606596429,430578.380455597,체력단련장업,사립,,
헬스&PT 아우룸 피트니스,20260504,,13,영업중,,,194.03,13365,"경기도 성남시 중원구 성남대로1148번길 4, 3층 (성남동)",경기도 성남시 중원구 성남동 3491,13365,37.4323371129,127.1297499451,,211413.049329442,436696.290692765,체력단련장업,사립,,
주앤짐,20240529,,13,영업중,,,57.01,13604,"경기도 성남시 분당구 불곡남로 19, 지하1층 (정자동)",경기도 성남시 분당구 정자동 230-10,13604,37.3579452082,127.1236566294,,210883.15000114,428438.793199079,체력단련장업,사립,,
위너휘트니스,20220613,,13,영업중,,,481.38,18467,"경기도 화성시 동탄구 동탄영천로 81-9, 401호~404호 (영천동)",경기도 화성시 동탄구 영천동  498-2,18467,37.2097048293,127.1024853484,,209011.934000429,411991.793445788,체력단련장업,사립,,
(주)인어스휘트니스 헬스피티 앤 필라테스골프 김포점,20200910,,13,영업중,,,882,10083,경기도 김포시 김포한강4로 113 (장기동),경기도 김포시 장기동 1610,10083,37.6439325991,126.6683606272,,170672.285928322,460218.082609905,체력단련장업,사립,,
여성회관,20000306,,13,영업중,,,91.26,,,경기도 포천시 군내면 하성북리 산 102-1,487873,,,,,,체력단련장업,사립,,
그로위드(GROWID),20210105,,13,영업중,,031-704-9688,206.39,13595,"경기도 성남시 분당구 황새울로258번길 42, 해암빌딩 4층일부층 (수내동)",경기도 성남시 분당구 수내동 13-2 해암빌딩,13595,37.37884846,127.1153180039,,210142.61,430757.635,체력단련장업,사립,,
본연,20260413,,13,영업중,,,816.27,10956,"경기도 파주시 초롱꽃로 117-36, 606호~613호 (동패동)",경기도 파주시 동패동 2077-1,10956,37.7129184252,126.7155816039,,,,체력단련장업,사립,,
ARA GYM,20150430,,13,영업중,,,133.37,17379,"경기도 이천시 부악로 8, 3층 301호 (중리동)",경기도 이천시 중리동 313-5 3층 301호,17379,37.2759228982,127.4362011055,,238608.035416533,419419.323679797,체력단련장업,사립,,
나인나인 스포츠랩,20250523,,13,영업중,,070-8691-1969,187,17387,"경기도 이천시 마장면 오천로 55, 엠제이프라자 303호",경기도 이천시 마장면 오천리 426-3,17387,37.2523774335,127.3539036049,,231317.271649931,416785.474727263,체력단련장업,사립,,
"숨,PT",20260420,,13,영업중,,,127.73,10915,"경기도 파주시 금빛로 22, 금촌프라자 603호 (금촌동)",경기도 파주시 금촌동 989-1 금촌프라자,10915,37.7516537689,126.7669240665,,179391.238545792,472152.806720337,체력단련장업,사립,,
턴피트니스,20191106,,13,영업중,,,432.41,11487,"경기도 양주시 삼숭로38번길 106, 양주프라자4 지층 6003, 6004호 (삼숭동)",경기도 양주시 삼숭동 202-37 양주프라자4,11487,37.7958563714,127.1068960766,,209345.930907359,477037.838117889,체력단련장업,사립,,
피지오짐,20151026,,13,영업중,,031-543-1010,442.88,11180,"경기도 포천시 소흘읍 솔모루로3번길 13, 3층",경기도 포천시 소흘읍 송우리 493 3층,11180,37.8236324565,127.1399731752,,212254.587918599,480118.722048457,체력단련장업,사립,,
PHYSICAL GYM,20240306,,13,영업중,,,300,11117,"경기도 포천시 일동면 화동로 1072-1, 국민은행 3층",경기도 포천시 일동면 기산리 82-88 외10필지 A동,11117,37.9588515601,127.3187860017,,227947.714647804,495168.964811434,체력단련장업,사립,,
