bizplc_nm,licensg_ymd,bsn_state_div,bsn_state_nm,clsbiz_ymd,locplc_faclt_telno_dtls,locplc_ar_info,roadnm_zipno,refine_road_nm_addr,refine_lotno_addr,refine_zipno,refine_wgs84_lat,refine_wgs84_logt,bizcond_div_nm_info,xcrd_vl,ycrd_vl,stockrs_idntfy_id,right_wk_pehs_have_id
리더스 외과 동물병원,20250326,0000,정상,,031-715-7407,296.29,13636,"경기도 성남시 분당구 성남대로 45, 2층 201호 (구미동)",경기도 성남시 분당구 구미동 157,13636,37.34004829,127.1084036802,,209533.890682103,426450.173468859,,000
에이원동물병원,20250704,0000,정상,,031-733-2010,,13260,"경기도 성남시 수정구 수정로 291, 산성역포레스티아아파트 서문상가동 1층 101호 (신흥동)",경기도 성남시 수정구 신흥동 6953 산성역포레스티아아파트,13260,37.4510848316,127.1471706419,,212949.442256228,438781.878208469,,000
홍금동물병원,20250930,0000,정상,,,0,13509,경기도 성남시 분당구 판교로 790 (야탑동),경기도 성남시 분당구 야탑동 34-2,13509,37.4047747458,127.1603253794,,214124.759134871,433644.177857828,,000
가능동물병원,19990322,0000,정상,,,0,11681,경기도 의정부시 가능로 37 (가능동),경기도 의정부시 가능동 668-13 3통5반,11681,37.7467525825,127.0351120198,,203021.620033869,471587.18842367,,000
장암종합동물병원,20010309,0000,정상,,,0,11738,경기도 의정부시 동일로 468(신곡동),경기도 의정부시 신곡동 336-1,11738,37.7301805307,127.0594329683,,205169.341833849,469748.582949619,,000
사랑동물병원,20010907,0000,정상,,,0,11741,경기도 의정부시 금신로 317 (신곡동),경기도 의정부시 신곡동 519-26,11741,37.7446491103,127.0624799656,,205437.370339346,471351.75295462,,000
신촌동물병원,20030408,0000,정상,,,26.9,,경기도 의정부시 신흥로 357-1 (가능동),경기도 의정부시 가능동 648-23,11683,37.7482957236,127.0425032755,,203675.065530482,471757.179544994,,000
로얄펫동물병원,20030408,0000,정상,,,0,,경기도 의정부시 신흥로 171 (의정부동),경기도 의정부시 의정부동 594-2,11654,37.731390086,127.0433222644,,203749.27887599,469879.270738033,,000
민락동물병원,20030621,0000,정상,,031-852-7542,0,11809,경기도 의정부시 용현로 130 (민락동),경기도 의정부시 민락동 738-6,11809,37.7410090255,127.0904223655,,207899.07496007,470951.325883865,,000
의정부종합동물병원,20040312,0000,정상,,031-846-9600,0,,경기도 의정부시 시민로 154 (의정부동),경기도 의정부시 의정부동 94-2,11698,37.7372376662,127.052195627,,204528.661094864,470532.289039151,,000
호원종합동물병원,20040326,0000,정상,,031-826-8875,0,,경기도 의정부시  평화로  374 (호원동),경기도 의정부시 호원동 425,11704,37.725362924,127.0487039896,,204212.113189262,469206.210683802,,000
녹양동물병원,20040903,0000,정상,,,0,,경기도 의정부시 녹양로 66 (녹양동),경기도 의정부시 녹양동 354-1,11613,37.756840439,127.0333573937,,202869.433614522,472704.773518492,,000
중앙동물병원,19780315,0000,정상,,,0,12622,"경기도 여주시 여흥로 97, 중앙동물병원 (창동)",경기도 여주시 창동 111-3,12622,37.2957939136,127.6342318672,,256160.519781597,421725.008882029,,000
세종가축병원,19960326,0000,정상,,,69,12639,"경기도 여주시 오학동 강변북로 42, 1동",경기도 여주시 오학동 358-2 1동,12639,37.3019642571,127.645436309,,257193.182728149,422395.634758715,,000
그린축산동물병원,19970109,0000,정상,,,4.5,12623,경기도 여주시 여흥로33번길 5 (하동),경기도 여주시 하동 132-22,12623,37.2989016254,127.6279977304,,255609.891915542,422065.594586081,,000
푸른동물병원,19970405,0000,정상,,,7,12628,"경기도 여주시 세종로 27-1, 푸른동물병원 (홍문동)",경기도 여주시 홍문동 72,12628,37.2952861999,127.6367921491,,256396.882477281,421672.402153018,,000
백산동물병원,20030820,0000,정상,,031-883-3030,66,12619,경기도 여주시 청심로 99 (하동),경기도 여주시 하동 394-8,12619,37.2995557717,127.6315305393,,255921.844704637,422138.428360166,,000
여주동물병원,20090519,0000,정상,,,56.32,12653,경기도 여주시 웅곡길 25 (점봉동),경기도 여주시 점봉동 511,12653,37.2646448058,127.6313231829,,255930.463088189,418262.573146428,,000
나무동물병원,20100427,0000,정상,,031-885-7475,97.5,12619,경기도 여주시 청심로 17-7 (하동),경기도 여주시 하동 430-5,12618,37.301188122,127.6223597892,,255103.705,422310.74,,000
강산동물병원,20120727,0000,정상,,,339.15,12627,경기도 여주시 홍문동 세종로 68-17,경기도 여주시 홍문동 231,12627,37.2919538528,127.6343265848,,256175.312755935,421294.248616688,,000
사랑동물병원,20180201,0000,정상,,,157.5,12651,경기도 여주시 세종로237번길 1 (교동),경기도 여주시 교동 16-1,12651,37.2774912803,127.6379217909,,256506.948412243,419692.46866935,,000
위더스 동물메디컬센터 부설 동물보호센터,20181217,0000,정상,,,194.4,12613,경기도 여주시 여양2로 42(천송동),경기도 여주시 천송동 20-3,12613,37.3079383351,127.6737835358,,259651.491478653,423096.241924531,,000
허그미동물병원,20230201,0000,정상,,031-881-2279,145.69,12644,경기도 여주시 향교로 50(교동),경기도 여주시 교동 213-4,12644,37.2872550387,127.6284856702,,255663.473301719,420769.896353177,,000
반려마루 동물병원,20230210,0000,정상,,031-8030-4462,795.96,12658,경기도 여주시 명품1로 1-2(상거동),경기도 여주시 상거동 380-4,12658,37.237847258,127.6126630039,,254294.98677137,415177.512538324,,000
블루축산동물병원,20230405,0000,정상,,,296.4,12618,"경기도 여주시 청심로 50, 2층 201호 (하동)",경기도 여주시 하동 436-2,12618,37.300805676,127.6260376151,,255437.021272673,422274.723931218,,000
태성진동물병원,19921121,0000,정상,,,28.46,12619,"경기도 여주시 청심로 121-7, 태성진동물병원 (하동)",경기도 여주시 하동 200-2,12619,37.2990124564,127.6337411212,,256120.618189712,422081.55498006,,000
다란동물병원,20230725,0000,정상,,,133.45,12658,경기도 여주시 북벌로 66 (하거동),경기도 여주시 하거동 646-1,12658,37.2374657652,127.6328543984,,256092.89356877,415249.366177067,,000
가남동물병원,20240819,0000,정상,,,,12662,"경기도 여주시 가남읍 대명산길 3, 103호",경기도 여주시 가남읍 태평리 165,12662,37.2040087957,127.5437468927,,248198.927687558,411479.495024114,,000
클로젠동물병원,20250413,0000,정상,,,198,12616,경기도 여주시 강천면 강천로 63,경기도 여주시 강천면 적금리 5,12616,37.2593285782,127.7159732287,,263447.827551283,417723.435364391,,000
24시 지제동물의료센터,20260327,0000,정상,,,0,18032,"경기도 평택시 상서재로2길 56-12, 라움프라자 3층 301~305호 (동삭동)",경기도 평택시 동삭동 849-3,18032,37.0154981371,127.1037465184,,209153.565650525,390426.098138102,,000
호수동물병원(남양주),20260327,0000,정상,,031-522-4074,31.05,12126,"경기도 남양주시 퇴계원읍 경춘북로 561, 101호",경기도 남양주시 퇴계원읍 퇴계원리 228-17,12126,37.6484686679,127.145898903,,212803.009232926,460688.132895858,,000
새롬동물병원「산업동물 출장진료 전문」,20260414,0000,정상,,,37.5,17307,경기도 이천시 신둔면 서이천로 887,경기도 이천시 신둔면 수남리 216,17307,37.2973420746,127.399930543,,235405.492706185,421792.80593113,,000
건국제일 동물병원,20260414,0000,정상,,,20,18525,"경기도 화성시 만세구 팔탄면 푸른들판로 951, 211호",경기도 화성시 만세구 팔탄면 창곡리 265-11,18525,37.1909586033,126.882289412,,189488.857942031,409911.277496165,,000
원동물병원,20190102,0000,정상,,031-797-5528,,12740,경기도 광주시 경안천로 131 (송정동),경기도 광주시 송정동 8-6,12740,37.4171066005,127.2737314297,,224161.627119563,435030.613112865,,000
하하동물병원,20190108,0000,정상,,031-766-3463,,12787,"경기도 광주시 태전동로 25, 퍼스트타워 1층 104호 (태전동)",경기도 광주시 태전동 162-5,12787,37.3867745954,127.2344432757,,220693.154079068,431656.711792193,,000
광주TNR동물병원(송정),20191030,0000,정상,,031-798-7581,,12740,경기도 광주시 경안천로 142(송정동),경기도 광주시 송정동 6-16,12740,37.4173524512,127.2750303074,,224274.690311061,435059.125920527,,000
광주TNR동물병원(초월),20191113,0000,정상,,031-798-7581,,12728,경기도 광주시 초월읍 현산로385번길 74-12,경기도 광주시 초월읍 지월리 713-2,12728,37.4158943728,127.2761647488,,224382.153637013,434901.140582774,,000
모란동물병원,20200131,0000,정상,,031-767-7588,0,12755,경기도 광주시 파발로 161-1 (경안동),경기도 광주시 경안동 96-6,12755,37.4143153909,127.252754683,,222305.73789471,434716.993163433,,000
새롬동물병원,20200414,0000,정상,,,71.37,12711,경기도 광주시 퇴촌면 천진암로 447-1,경기도 광주시 퇴촌면 도수리 331-11,12711,37.4674637611,127.319345502,,228174.018956279,440633.874775651,,000
강남동물메디컬센터,20210817,0000,정상,,031-764-7555,124.06,12713,"경기도 광주시 퇴촌면 천진암로 553, 1층",경기도 광주시 퇴촌면 관음리 525-14,12713,37.4617623094,127.3282244643,,228967.990178962,440004.538701246,,000
진영동물병원,20210907,0000,정상,,,,12801,"경기도 광주시 곤지암읍 광여로 91, 103호",경기도 광주시 곤지암읍 곤지암리 93-1,12801,37.3498116755,127.3557925416,,231450.730715749,427581.7355913,,000
시민동물병원,20220114,0000,정상,,,,12777,"경기도 광주시 순암로 54, 1층 2호 (장지동)",경기도 광주시 장지동 83-13,12777,37.3948794053,127.2432381399,,221469.0145978,432556.494372953,,000
태전동물병원,20230110,0000,정상,,,0,12790,"경기도 광주시 고산길62번길 49-7, 1층 (고산동)",경기도 광주시 고산동 370-1,12790,37.3759032933,127.2262590014,,,,,000
우리동물메디컬센터,20240425,0000,정상,,,0,12760,"경기도 광주시 경안로41번길 6, D209, 210-2호 (경안동, 경기광주역 금호리첸시아)",경기도 광주시 경안동 447 경기광주역 금호리첸시아,12760,37.4083113281,127.2566727975,,222618.188936667,434045.266636268,,000
민트동물병원,20241023,0000,정상,,,,12736,"경기도 광주시 초월읍 경충대로 1031, 102호",경기도 광주시 초월읍 쌍동리 178-8,12736,37.3708352624,127.3019587557,,226669.407465791,429914.771755455,,000
라엘동물병원,20250429,0000,정상,,,0,12788,"경기도 광주시 벼루개로 20, 1층 103호 (태전동)",경기도 광주시 태전동 84-33,12788,37.3824748774,127.2304032556,,220331.929968109,431183.057615555,,000
엠(M)동물메디컬센터,20250821,0000,정상,,,0,12796,경기도 광주시 양벌로 162 (양벌동),경기도 광주시 양벌동 274,12796,37.3820498772,127.2546227869,,,,,000
레이어 동물메디컬 센터,20251021,0000,정상,,,,12757,경기도 광주시 광주대로 56 (경안동),경기도 광주시 경안동 15-1,12757,37.4116367724,127.2607752991,,223013.950921831,434423.208728747,,000
광적동물병원,20030331,0000,정상,,031-836-3507,20,11419,경기도 양주시 광적면 가래비길 39,경기도 양주시 광적면 가납리 728-12 1통4반,11419,37.8226574472,126.9864254052,,198735.130042664,480010.414050609,,000
백석동물병원,20030331,0000,정상,,031-879-7433,33,11509,경기도 양주시 백석읍 꿈나무로 163,경기도 양주시 백석읍 오산리 541-3,11509,37.7949092826,126.9892299408,,198979.588359666,476930.598612029,,000
김동물병원,20030331,0000,정상,,031-879-4650,33,11414,경기도 양주시 광적면 광적로 119,경기도 양주시 광적면 석우리 417-5,11414,37.8289638211,126.9796318316,,198136.467785929,480710.794541047,,000
로얄동물병원,20031002,0000,정상,,031-857-7570,140,11457,경기도 양주시 고암길 58 (고암동),경기도 양주시 고암동 129-1,11457,37.8316603173,127.0693190643,,206032.185,481011.534999999,,000
의양동물병원,20030331,0000,정상,,,30,11427,"경기도 양주시 은현면 은현로 40, 1층",경기도 양주시 은현면 선암리 318-1,11427,37.8724935029,127.0235668678,,202002.173186388,485542.79246452,,000
안민 동물병원,20060602,0000,정상,,031-859-0087,72,11427,경기도 양주시 은현면 은현로 73-8,경기도 양주시 은현면 선암리 342-2,11427,37.8754325437,127.0237639797,,202020.003340418,485869.795460793,,000
달빛동물병원,20111004,0000,정상,,031-875-1559,42.9,11711,"경기도 의정부시 평화로 239, 1층 105호 (호원동)",경기도 의정부시 호원동 454,11711,37.7131617411,127.0470761427,,204078.757685159,467864.625948019,,000
에이스동물메디컬센터,20120621,0000,정상,,031-875-8090,0,11693,경기도 의정부시 태평로 102-1 (의정부동),경기도 의정부시 의정부동 26-6,11693,37.7416077319,127.051840149,,204498.574038722,471014.13418123,,000
오즈동물병원,20121228,0000,정상,,031-840-0075,0,11740,경기도 의정부시 추동로 13 (신곡동),경기도 의정부시 신곡동 673-6,11740,37.7431431898,127.0574606433,,204995.213569942,471184.951956613,,000
하트만 동물병원,20130722,0000,정상,,031-874-7533,0,11637,"경기도 의정부시 외미로 91, 1층 (호원동)",경기도 의정부시 호원동 316-171,11637,37.7244582962,127.0454981497,,203939.012749148,469119.082408091,,000
제일동물병원,20140326,0000,정상,,,54,11693,경기도 의정부시 태평로 116 (의정부동),경기도 의정부시 의정부동 25-2번지,11693,37.7428784381,127.0517984366,,204497.442067574,471155.377372623,,000
바른동물병원,20141216,0000,정상,,,0,11691,"경기도 의정부시 평화로 559-1 (의정부동, 명빌딩)",경기도 의정부시 의정부동 210-1,11691,37.7419755,127.046662274,,204042.317409235,471055.354634591,,000
의정부 24시 IU 동물병원,20150304,0000,정상,,031-871-7588,0,11698,경기도 의정부시 태평로 52 (의정부동),경기도 의정부시 의정부동 94-6,11698,37.7370372657,127.0516407148,,204484.80585177,470504.222825581,,000
내곁에동물병원,20150506,0000,정상,,,0,11813,"경기도 의정부시 민락로 195, 중흥s클래스 1층 113, 114호 (민락동)",경기도 의정부시 민락동 803-2,11813,37.7434230674,127.1004881873,,208775.83610835,471155.074833059,,000
현대동물의료센터,20151102,0000,정상,,031-852-3119,0,11789,"경기도 의정부시 충의로 49 (용현동, 용운빌딩)",경기도 의정부시 용현동 14-3,11789,37.7361314799,127.0874416866,,207635.889238126,470408.423773618,,000
나은동물병원,20160225,0000,정상,,031-876-7511,0,11718,경기도 의정부시 회룡로 178 (장암동),경기도 의정부시 장암동 20-14,11718,37.7263814344,127.0534411674,,204643.312850085,469326.420564459,,000
펫인쥬동물메디컬센터,20160629,0000,정상,,031-851-0901,260.8,11693,"경기도 의정부시 호국로 1336, 탑빌딩 2층 (의정부동)",경기도 의정부시 의정부동 16-1 탑빌딩,11693,37.7440613432,127.0523701762,,204544.135021253,471287.903852171,,000
나라동물병원,20161007,0000,정상,,031-852-7550,0,11813,"경기도 의정부시 오목로 215, 1층 104호 (민락동, 송림프라자)",경기도 의정부시 민락동 843-3 30통2반 송림프라자 201동 403호,11813,37.7455002694,127.0990581861,,208661.528864685,471452.548793201,,000
