bizplc_nm,licensg_ymd,bsn_state_nm,locplc_faclt_telno_dtls,locplc_ar_info,roadnm_zipno,refine_road_nm_addr,refine_lotno_addr,refine_zipno,dat_updt_hr,bizcond_div_nm_info,xcrd_vl,ycrd_vl
버디퍼피 강아지분양 일산점,20180620,말소,,0,10403,"경기도 고양시 일산동구 정발산로 **, 웨스턴돔* B동 *층 ***호 (장항동)",경기도 고양시 일산동구 장항동 *** 웨스턴돔* B동 ***호,10397,2026-01-13 17:14:06,,179867.687196662,461402.023019802
더 브리티쉬,20190218,말소,,0,10359,경기도 고양시 일산동구 일산로***번길 **-** (정발산동),경기도 고양시 일산동구 정발산동 ****-*,,2026-01-13 17:14:06,,180135.734302282,463395.759911632
멍냥집사,20210202,말소,,0,10564,"경기도 고양시 덕양구 권율대로 ***, *호선 원흥역 봄오피스텔 *층 ***호 (원흥동)",경기도 고양시 덕양구 원흥동 *** *호선 원흥역 봄오피스텔,,2026-01-13 17:14:08,,188825.531654693,460840.60207293
예쁜개 강아지분양,20210722,말소,,0,10461,"경기도 고양시 덕양구 호국로***번길 **, *층 ***호 (주교동)",경기도 고양시 덕양구 주교동 ***-*,,2026-01-13 17:14:08,,185234.235766791,461558.550082431
펍스에비뉴,20220711,말소,,0,10551,"경기도 고양시 덕양구 도래울로 **, 센트럴타워 ***호 (도내동)",경기도 고양시 덕양구 도내동 **** 센트럴타워,,2026-01-13 17:14:08,,188377.666255092,458597.741802129
수원랜드,20080311,말소,,0,,경기도 화성시 만세구 마도면 두곡서길**번길 **,경기도 화성시 만세구 마도면 두곡리 ***,,2026-02-01 10:34:17,,180471.898082575,411393.784208785
스마트애견,20150406,말소,,0,11699,경기도 의정부시 경의로***번길 ** (의정부동),경기도 의정부시 의정부동 ***-**,,2026-05-07 03:03:03,,204370.82,469834.475
보우애견샵,20090708,말소,,0,,경기도 가평군 하면 현창로**번길 **-*,경기도 가평군 하면 현리 ***-**,,2026-01-13 17:13:32,,,
위즈펫,20151229,말소,031-853-0275,0,11787,"경기도 의정부시 산단로**번길 *** (용현동, 롯데마트 의정부점)",,,2026-05-07 03:03:03,,207357.633104922,471153.493650556
털복숭폼,20160922,말소,,0,15551,"경기도 안산시 상록구 본오로 **-*, *층 (본오동)",,,2026-03-26 22:46:10,,188069.136360486,421224.413142284
흰둥이네집,20131029,말소,,0,16028,경기도 의왕시 내손중앙로 ** (내손동),경기도 의왕시 내손동 ***,,2026-04-26 22:00:48,,198350.873047234,431495.183518108
펫맘,20190419,말소,,0,15455,"경기도 안산시 단원구 원포공원*로 **, 메가쇼핑* ***호 (초지동)",경기도 안산시 단원구 초지동 ***-** 메가쇼핑*,,2026-03-26 22:46:10,,183364.713520375,422214.592127284
아이러브도그,20080901,말소,031-491-6069,0,15374,경기도 안산시 단원구 화랑로 ** (원곡동),경기도 안산시 단원구 원곡동 ***-**,,2026-03-26 22:46:08,,181895.474950531,425472.835727754
애옹애몽,20230131,말소,031-377-9001,0,18496,"경기도 화성시 동탄구 동탄산척로*나길 **-*, *층 (산척동)",경기도 화성시 동탄구 산척동  ***-**,,2026-02-01 10:34:18,,209984.993533931,408083.343171675
"광교 강아지분양, 고양이분양 도그마루",20161226,말소,,0,16509,"경기도 수원시 영통구 에듀타운로 **, ***호, ***호 (이의동, 명품프라자)","경기도 수원시 영통구 이의동 **** ***호, ***호",16508,2026-01-13 17:19:37,,204520.090517539,420332.348471544
위드도기(With Dog2),20170501,말소,,0,16226,"경기도 수원시 영통구 대학*로**번길 **, *층 (이의동)",경기도 수원시 영통구 이의동 ****-*,16508,2026-01-13 17:19:37,,204001.508045647,421827.397277441
강아지세상,20080710,말소,031-298-0353,0,16395,경기도 수원시 권선구 금호로 **-* (호매실동),경기도 수원시 권선구 호매실동 **-*,,2026-01-13 17:19:36,,196270.659940907,418682.178178104
노을애견,20080806,말소,031-213-7717,0,16539,경기도 수원시 영통구 매탄로 *** (매탄동),경기도 수원시 영통구 매탄동 ***-**,,2026-01-13 17:19:36,,204020.466378311,418274.565589659
TOP DOG,20170918,말소,031-202-1233,0,16703,"경기도 수원시 영통구 매영로***번길 **, *층 ***호 (영통동)",경기도 수원시 영통구 영통동 ***-*,,2026-01-13 17:19:37,,206438.975738155,417076.600854696
펫마을,20180214,말소,,0,16443,"경기도 수원시 팔달구 화양로**번길 **, *층 (화서동)",경기도 수원시 팔달구 화서동 ***-*,,2026-01-13 17:19:37,,199634.972093188,419772.509804182
개좋아,20190218,말소,,0,16524,"경기도 수원시 영통구 매여울로 **, ***호 (매탄동)",경기도 수원시 영통구 매탄동 ***-**,,2026-01-13 17:19:37,,204045.46042071,418794.016597166
박종화 애견,20080714,말소,031-242-7970,0,16439,경기도 수원시 팔달구 장안로 * (화서동),경기도 수원시 팔달구 화서동 **-*,,2026-01-13 17:19:36,,200543.065243983,420384.54758562
CAT star,20191021,말소,,0,16504,"경기도 수원시 영통구 센트럴파크로***번길 **-*, *층 (이의동)",경기도 수원시 영통구 이의동 ****-**,16508,2026-01-13 17:19:37,,205005.64103099,421519.097388919
퍼피맘 애견샵,20110331,말소,,0,16239,경기도 수원시 팔달구 팔달문로***번길 ** (우만동),경기도 수원시 팔달구 우만동 ***-**,,2026-01-13 17:19:36,,202885.144294572,420211.164076673
이리온,20201023,말소,,0,16226,"경기도 수원시 영통구 대학로 **, ***호 (이의동)",경기도 수원시 영통구 이의동 ****-* ***호,16508,2026-01-13 17:19:37,,203707.245605666,421794.32163587
래빗 펫,20231106,말소,,0,16539,"경기도 수원시 영통구 매탄로***번길 **, *(일부)층 (매탄동)",경기도 수원시 영통구 매탄동 ***-**,,2026-01-13 17:19:37,,204008.504064087,418067.641798891
서부애견경매장,20150602,말소,,0,10134,경기도 김포시 고촌읍 김포대로 ***-**,경기도 김포시 고촌읍 전호리 ***-*,,2026-01-13 17:17:04,,180831.9651774,454307.393570004
애견사랑방,20080520,말소,,,,경기도 의정부시 의정로 *** (가능동),경기도 의정부시 가능동 ***-*,11611,2026-01-13 17:25:34,,202995.930000018,471406.418027684
애견클럽,20080520,말소,,,,경기도 의정부시 비우로 ** (녹양동),경기도 의정부시 녹양동 **-**,,2026-01-13 17:25:34,,203125.975278584,472882.92005636
애견풀하우스,20080527,말소,,0,11692,경기도 의정부시 태평로 ***-* (의정부동),,,2026-01-13 17:25:34,,204453.200337984,471120.08173133
예쁜강아지,20080527,말소,,0,11685,경기도 의정부시 평화로 *** (가능동),,,2026-01-13 17:25:34,,,
이쁜강쥐,20080704,말소,,0,11676,경기도 의정부시 신촌로 ** (가능동),,,2026-01-13 17:25:34,,203191.548266202,471990.710395794
강아지,20081118,말소,,0,11710,경기도 의정부시 평화로***번길 * (호원동),,,2026-01-13 17:25:34,,204149.731354346,467879.835438998
퍼피라인,20100514,말소,,,,경기도 의정부시 신흥로 *** (가능동),경기도 의정부시 가능동 ***-**,11611,2026-01-13 17:25:34,,203667.349408539,471960.332328732
퍼피 앤 더 시티,20120622,말소,,,,"경기도 의정부시 녹양로**번길 ** (가능동,동원@상가 *층 ***호)",경기도 의정부시 가능동 ***-** 동원@상가 *층 ***호,11611,2026-01-13 17:25:34,,203296.945696161,472641.713674471
뽀뽀애견,20120307,말소,,,,,경기도 평택시 이충동 ***-*,,2026-01-13 17:27:05,,205213.296098032,395057.426660042
캣앤도그,20141111,말소,,0,17948,경기도 평택시 현덕면 서해로 ***-**,경기도 평택시 현덕면 장수리 ***-**,17948,2026-01-13 17:27:05,,192142.360068062,382371.966118926
요미독,20170904,말소,,0,17854,"경기도 평택시 비전*로 *-*, ***호 (비전동, 시티프라자)",경기도 평택시 비전동 ****-* ***호,,2026-01-13 17:27:05,,209940.657625636,388753.606069729
이리온 동물병원(병점점),20141223,말소,031-266-8982,0,18412,경기도 화성시 병점구 경기대로 *** (병점동),,,2026-02-10 21:32:50,,,
쇼독,20100721,말소,,,,,경기도 고양시 일산동구 장항동 ***-* 우림로데오스위트 ***-*,10397,2026-01-13 17:14:05,,179718.471062692,461975.053805917
멍빠,20150424,말소,031-2338-2098,0,18403,"경기도 화성시 병점구 병점로 **, ***호 (병점동)",,,2026-02-10 21:32:50,,,
주주애견할인매장,20090205,말소,,0,15495,경기도 안산시 상록구 광덕*로 *** (이동),경기도 안산시 상록구 이동 ***-**,,2026-03-26 22:46:08,,186813.342863223,422929.94691684
강아지천국,20110603,말소,,,,"경기도 안산시 단원구 와동로 **, ***호 (와동)",경기도 안산시 단원구 와동 ***-* ***호,,2026-03-26 22:46:09,,184782.478310793,425853.110610457
스핑제리,20230331,말소,,0,18542,"경기도 화성시 만세구 마도면 마도공단로*길 *, 마도지구유통업무및지원시설 가동 *층 ***-*호",경기도 화성시 만세구 마도면 쌍송리 *** 마도지구유통업무및지원시설,,2026-02-01 10:34:18,,181324.988086745,409385.427774213
권애견,20090602,말소,,,,"경기도 시흥시 호현로 **, ***호 (대야동)",경기도 시흥시 대야동 ***-* ***호,,2026-03-10 21:35:53,,181107.335863788,438288.286611461
독블레스,20191014,말소,,0,17854,"경기도 평택시 비전*로 **-**, ***호 (비전동)",경기도 평택시 비전동 ****-* ***호,,2026-01-13 17:27:05,,210170.172281289,388671.898918524
베테랑 동물병원,20200818,말소,031-682-5552,0,17805,"경기도 평택시 청북읍 안청로*길 **, *층",경기도 평택시 청북읍 옥길리 ****-*,,2026-01-13 17:27:05,,192489.990478711,390960.542957268
애견세계,20080414,말소,031-864-5029,0,11347,"경기도 동두천시 중앙로 *** (지행동, 영스포렉스***호)",경기도 동두천시 지행동 ***-*,,2026-01-13 17:18:02,,204477.938349617,487797.24990714
Dog vow,20160106,말소,031-868-1008,0,11354,"경기도 동두천시 동두천로 **, *층 ***호 (송내동, 우진프라자)",경기도 동두천시 송내동 ***-*,,2026-01-13 17:18:02,,204677.472772772,486687.133506915
앙팡독,20081014,말소,,,,,경기도 고양시 일산동구 문봉동 ***,,2026-01-13 17:14:05,,,
개있소,20130523,말소,031-903-1212,0,,경기도 고양시 일산동구 중앙로 **** (백석동),경기도 고양시 일산동구 백석동 **** ***호,,2026-01-13 17:14:06,,181151.945109089,460105.154113849
스페셜독,20140916,말소,031-975-9901,0,10338,"경기도 고양시 일산동구 고봉로 ***, *층 (중산동)",경기도 고양시 일산동구 중산동 ****-*,,2026-01-13 17:14:06,,180366.615182978,464568.789732331
강아지클럽,20090220,말소,,,,,경기도 고양시 일산서구 일산동 ***-**,,2026-01-13 17:14:05,,180082.020997116,464917.119783744
라페스타 동물병원,20091118,말소,,,,,경기도 고양시 일산동구 장항동 ***,10397,2026-01-13 17:14:05,,179402.901067853,462211.337473083
야옹이와 멍멍이,20100205,말소,,,,,경기도 고양시 일산동구 백석동 ****-*,,2026-01-13 17:14:05,,180651.026626001,460451.814692499
명품강아지,20100311,말소,,,,,경기도 고양시 덕양구 주교동 ***-*,,2026-01-13 17:14:05,,184984.30553885,461661.525559025
쁘띠퍼피,20110629,말소,,,,,경기도 고양시 일산동구 장항동 *** ***호,10397,2026-01-13 17:14:05,,179502.712269637,461994.779346791
제이제이펫,20120207,말소,,,,경기도 고양시 일산동구 중앙로 **** (마두동),경기도 고양시 일산동구 장항동 ***,10397,2026-01-13 17:14:05,,180064.545989764,461521.765221184
유펫 일산점,20121203,말소,070-4353-1697,,,경기도 고양시 일산동구 산두로 **-** (마두동),경기도 고양시 일산동구 마두동 ***-*,,2026-01-13 17:14:06,,181155.80784077,462384.616865824
캐터리 플러스,20130812,말소,,,10446,경기도 고양시 일산동구 강송로**번길 **-* (백석동),경기도 고양시 일산동구 백석동 ****-*,,2026-01-13 17:14:06,,181192.97,460311.23
화정애견마트,20130822,말소,,0,10497,경기도 고양시 덕양구  화중로  *** (화정동),경기도 고양시 덕양구 화정동 ***,,2026-01-13 17:14:06,,185054.432621425,459321.642285278
중앙애견,20200608,정상,,0,11311,경기도 동두천시 평화로 **** (보산동),경기도 동두천시 보산동 ***-*,,2026-01-13 17:18:02,,205003.958161032,490196.556227384
루이스펫샵 의정부 강아지분양 애견미용샵,20201110,정상,,0,11813,"경기도 의정부시 민락로 ***, 중흥에스-클래스트와이스 *층 ***호 (민락동)",경기도 의정부시 민락동 ***-*,,2026-01-13 17:25:34,,208775.83610835,471155.074833059
아쿠아오리지널롯데마트서현점,20121114,정상,,,,경기도 성남시 분당구 황새울로***번길 ** (서현동),경기도 성남시 분당구 서현동 ***,,2026-01-13 17:19:05,,210610.797991188,431555.137739279
이리온동물병원 아브뉴프랑 판교점,20130313,정상,031-8017-6125,0,13525,"경기도 성남시 분당구 동판교로***번길 ** (삼평동, 판교 호반 써밋 플레이스)",경기도 성남시 분당구 삼평동 ***,,2026-01-13 17:19:05,,209983.108079333,432804.509294042
사랑해줄개,20130324,정상,031-713-1366,0,13612,"경기도 성남시 분당구 내정로**번길 *-**, ***호 (정자동, 금산파킹프라자)",경기도 성남시 분당구 정자동 *** 금산파킹프라자 ***호,,2026-01-13 17:19:05,,210025.69402876,428971.263929213
젠동물병원,20131111,정상,031-752-0075,0,13501,"경기도 성남시 분당구 양현로 ***, *층 (야탑동)",경기도 성남시 분당구 야탑동 ***-*,,2026-01-13 17:19:05,,211917.280284681,434955.021670213
스타펫,20131216,정상,,0,13477,"경기도 성남시 분당구 운중로***번길 **-*, *층 (판교동)",경기도 성남시 분당구 판교동 ***-*,,2026-01-13 17:19:05,,207947.08,432125.5
꽃강아지,20140408,정상,031-701-2770,0,13568,"경기도 성남시 분당구 양현로**번길 *, ***호 (이매동)",경기도 성남시 분당구 이매동 ***-*,,2026-01-13 17:19:05,,211036.821989533,432204.908007841
아마존,20140722,정상,031-714-5530,0,13617,"경기도 성남시 분당구 금곡로 ***, ***호 (금곡동)",경기도 성남시 분당구 금곡동 ***,,2026-01-13 17:19:05,,209896.033870796,428110.99516894
내가 품은 Dog,20240429,정상,,0,15497,"경기도 안산시 상록구 광덕*로 ***, 그랜드빌딩 *층 (사동)",경기도 안산시 상록구 사동 ****-* 그랜드빌딩,,2026-04-28 03:03:03,,186149.712384518,422761.519076828
웰니스동물병원,20240703,정상,031-414-1275,0,15299,"경기도 안산시 상록구 항가울로 ***, 롯데마트 *층 (성포동)",경기도 안산시 상록구 성포동 *** 롯데마트,,2026-03-26 22:46:11,,186396.067737112,423947.236380533
주식회사 와글,20250120,정상,031-481-8599,0,15465,"경기도 안산시 단원구 광덕*로 ***, *층 (고잔동)",경기도 안산시 단원구 고잔동 ***-*,,2026-03-26 22:46:11,,185736.289944675,423363.822033015
미오즈 고양이분양 강아지분양 안산점,20250820,정상,,0,15448,"경기도 안산시 단원구 초지로 **, 한솔프라자 ***호 (초지동)",경기도 안산시 단원구 초지동 ***-* 한솔프라자,,2026-03-26 22:46:11,,183542.72,422817.68
펫퍼스트 24시 안산점 강아지분양 고양이분양,20250922,정상,,0,15489,"경기도 안산시 상록구 양지편*길 **-**, *층 ***호 (이동)",경기도 안산시 상록구 이동 ***-**,,2026-03-26 22:46:11,,186648.285400612,423178.909741575
달달한 고양이 나라,20251010,정상,,0,15466,"경기도 안산시 단원구 한양대학로 ***, ***호 (고잔동)",경기도 안산시 단원구 고잔동 ***-*,,2026-03-26 22:46:11,,185456.143277267,423502.345082746
강아지나라,20090206,정상,,,,,"경기도 고양시 덕양구 고양동 ***-*    현대A상가 ***,***호",10270,2026-01-13 17:14:05,,,
스틸블루 애견샵,20090525,정상,031-919-8910,0,,,경기도 고양시 일산서구 대화동 **** 하나로프라자 ***호,,2026-01-13 17:14:05,,178391.298708328,464539.414770375
댕댕프렌즈 강아지분양 부천점,20240708,정상,,0,14546,"경기도 부천시 원미구 석천로***번길 **, 제이클래스중동 ***호 (중동)",경기도 부천시 원미구 중동 ****-* 제이클래스중동,,2026-01-13 17:18:36,,178881.715067705,444580.124722609
퍼피힐 강아지분양,20240826,정상,,0,14678,경기도 부천시 소사구 안곡로 *** (괴안동),경기도 부천시 소사구 괴안동 ***-*,,2026-01-13 17:18:36,,183881.967180219,442751.670739773
도그팰리스,20250102,정상,,0,14543,"경기도 부천시 원미구 길주로**번길 **-**, 디아뜨갤러리* ***호 (상동)",경기도 부천시 원미구 상동 ***-* 디아뜨갤러리*,,2026-01-13 17:18:36,,177772.003680671,445079.575694137
