bizplc_nm,bsn_state_nm,licensg_ymd,refine_road_nm_addr,refine_lotno_addr,refine_zipno,locplc_faclt_telno_dtls,refine_wgs84_lat,refine_wgs84_logt,licensg_rtrcn_ymd,clsbiz_ymd,tcbiz_bgng_ymd,tcbiz_end_ymd,bizcond_div_nm_info,xcrd_vl,ycrd_vl,cultur_phstrn_indutype_nm,cultur_bizman_div_nm,tot_floor_cnt,circumfr_envrn_nm,faclt_ar,ground_floor_cnt,bsmnt_floor_cnt,buldng_purpos_nm,passway_wdth,light_faclt_ilum_amnt,sngrum_rom_cnt,yongroom_cnt,emgncy_strs_yn,emgnexit_yn,man_dong_ventltn_yn,yongroom_yn,specl_light_yn,sondfaclt_yn,tot_gamemchn_vcnt,provsn_gamesw_nm,first_reg_hr,region_div_nm
21세기 노래연습장,폐업,20020823,경기도 부천시 소사구 안곡로 206  (괴안동),경기도 부천시 소사구 괴안동 185-25,14780,032-342-5030,37.4865964458,126.8190766011,,20041217,,,,183933.572220111,442734.268896112,노래연습장업,유통관련업,,,,,,,,,,6,N,Y,Y,Y,Y,Y,,,,
21세기 노래연습장,폐업,20100303,"경기도 안양시 만안구 예술공원로 79 (안양동,2층)",경기도 안양시 만안구 안양동 30-4 2층,13957,,37.415155628,126.9170214777,,20130701,,,,,,노래연습장업,유통관련업,6,,212.24,5,1,근린생활시설,1.0,50.0,7,2,,,,Y,,,,,,
21세기 노래연습장,폐업,19990904,"경기도 의정부시 둔야로17번길 35 (의정부동,5층)",경기도 의정부시 의정부동 518 5층,11649,,37.7372988869,127.0377020607,,20130715,,,,203253.242643712,470539.328279165,노래연습장업,유통관련업,,,124.0,,,,,,9,2,N,N,N,Y,N,N,,,,일반주거지역
21세기 노래연습장,폐업,20140213,"경기도 안양시 만안구 예술공원로 79, 2층 (안양동)",경기도 안양시 만안구 안양동 30-4,13957,,37.415155628,126.9170214777,,20230425,,,,,,노래연습장업,유통관련업,5,유흥업소밀집지역,212.24,5,1,근린생활시설,,,8,4,,,,Y,,,,,,준주거지역
21세기 노래연습장,폐업,19981214,경기도 하남시 대청로22번길 9-18 (신장동),경기도 하남시 신장동 526,12951,,37.54009087,127.2160609352,,20200820,,,,219024.805229119,448669.636512892,노래연습장업,유통관련업,6,기타,308.68,3,,근린생활시설,1.0,40.0,11,1,Y,Y,Y,Y,N,Y,,,,일반상업지역
21세기노래연습장,영업중,19990615,"경기도 군포시 산본천로 212-1, 지하1층 (산본동)",경기도 군포시 산본동 238-9 지하1층,15811,,37.3709516989,126.9411487396,,,,,,194717.431661827,429877.323788495,노래연습장업,유통관련업,,,136.08,,,,,,6,1,,,,Y,,,,,,
21세기노래연습장,영업중,19940509,"경기도 안양시 동안구 흥안대로517번길 34, 지하층 (관양동)",경기도 안양시 동안구 관양동 1491-38,13951,,37.4000659872,126.9745563894,,,,,,197675.026547764,433107.240093758,노래연습장업,유통관련업,,,82.5,,,,,,4,2,N,N,N,Y,N,N,,,,
21세기노래연습장,영업중,19931101,경기도 부천시 오정구 고강로40번길 78 (원종동),경기도 부천시 오정구 원종동 248-16,14419,032-684-0838,37.5269251129,126.808615116,,,,,,183011.601384655,447204.292598751,노래연습장업,유통관련업,,,99.17,,,근린생활시설,,,7,1,Y,Y,Y,Y,Y,Y,,,,
21세기노래연습장,영업중,20011106,"경기도 부천시 소사구 송내대로42번길 13, 2층 (송내동)",경기도 부천시 소사구 송내동 280-17 2층,14720,032-612-9113,37.4873582143,126.7541651543,,,,,,178186.218724007,442823.565473238,노래연습장업,유통관련업,,,126.48,2,,,,,6,2,N,Y,Y,Y,Y,Y,,,,
21세기노래연습장,직권말소,19991021,"경기도 성남시 분당구 돌마로 478 (서현동,창인프라자208,209,210호)","경기도 성남시 분당구 서현동 298-3 창인프라자208,209,210호",13586,,37.37699514,127.1334558181,,20210630,,,,211747.991008008,430553.98474372,노래연습장업,유통관련업,7,학교정화(상대),199.0,5,2,근린생활시설,1.0,45.0,10,2,Y,Y,Y,Y,Y,Y,,,,일반상업지역
21세기노래연습장,폐업,20020322,경기도 안양시 만안구 박달로 523 (박달동),경기도 안양시 만안구 박달동 19-9,13987,48680897,37.4027854017,126.9108691478,,20150616,,,,,,노래연습장업,유통관련업,,,115.5,,,,,,10,2,N,N,N,Y,N,N,,,,
21세기노래연습장,폐업,20070914,"경기도 시흥시 옥구상가1길 9  (정왕동,5층)",경기도 시흥시 정왕동 1857-2 5층,15040,,37.3540055062,126.72248222,,20100622,,,,175341.538846096,428032.013731673,노래연습장업,유통관련업,5,유흥업소밀집지역,260.88,5,,근린생활시설,1.0,50.0,8,1,Y,Y,Y,Y,Y,N,,,,상업지역
21세기노래연습장,폐업,20020416,경기도 포천시 일동면 화동로1051번길 4-7,경기도 포천시 일동면 기산리 91-117,11116,,37.9576595485,127.3172977166,,20170319,,,,227819.605858257,495041.525106226,노래연습장업,유통관련업,3,,150.0,3,,근린생활시설,1.0,40.0,8,2,Y,Y,Y,Y,Y,Y,,,,
21세기노래연습장,폐업,20021204,"경기도 안양시 만안구 예술공원로 79  (안양동,5호(지상2층))",경기도 안양시 만안구 안양동 30-4 5호(지상2층),13957,,37.415155628,126.9170214777,,20100224,,,,,,노래연습장업,유통관련업,,,212.24,,,,,,7,3,N,N,N,Y,N,N,,,,
21세기노래연습장,폐업,20020309,"경기도 시흥시 옥구상가1길 9  (정왕동,(5층))",경기도 시흥시 정왕동 1857-2 (5층),15040,031-499-0500,37.3540055062,126.72248222,,20070226,,,,175341.538846096,428032.013731673,노래연습장업,유통관련업,,유흥업소밀집지역,,,,근린생활시설,,,,,N,N,N,N,N,N,,,,
21세기노래연습장,폐업,19930927,경기도 부천시 오정구 고강로92번길 50 (고강동),경기도 부천시 오정구 고강동 321-16,14416,032-683-2910,37.5280935414,126.8142291371,,20221108,,,,183508.568563619,447331.257765237,노래연습장업,유통관련업,,,106.57,,1,,,,5,2,Y,Y,Y,Y,Y,Y,,,,
21세기노래연습장,폐업,19960903,,경기도 가평군 가평읍 읍내리 462-21,12418,,,,,20060329,,,,,,노래연습장업,유통관련업,,,231.4,2,,,,,13,4,Y,Y,Y,Y,Y,Y,,,,
21세기노래연습장,폐업,19970418,경기도 부천시 원미구 부천로39번길 39  (심곡동),경기도 부천시 원미구 심곡동 378-35,14635,,37.4880944247,126.7813279372,,20060324,,,,180589.835025132,442897.915726656,노래연습장업,유통관련업,,,67.16,,,,,,6,4,Y,N,Y,Y,Y,Y,,,,
21세기노래연습장,폐업,20060303,"경기도 김포시 풍무로 20,  B102호 (풍무동,외8필지 수협바다마트)",경기도 김포시 풍무동 595 외8필지 수협바다마트 B102호,10120,,37.5976760447,126.7211090428,,20100805,,,,175300.492202442,455067.898518183,노래연습장업,유통관련업,7,,175.33,5,2,기타,,,,,,,,,,,,,,
22세기노래연습장,폐업,19931228,경기도 부천시 오정구 고강로132번가길 41  (고강동),경기도 부천시 오정구 고강동 357-17,14405,032-673-7151,37.5304688309,126.8212923821,,20030604,,,,184134.275,447595.18,노래연습장업,유통관련업,,,52.89,,1,근린생활시설,1.0,,5,3,Y,Y,Y,Y,Y,Y,,,,
24시,영업중,20140905,경기도 용인시 처인구 명지로116번길 1 (남동),경기도 용인시 처인구 남동 616,17060,,37.2255467925,127.1882069703,,,,,,216635.932500127,413764.866011397,노래연습장업,유통관련업,,,142.61,,,,110.0,150.0,10,0,,,,,,,,,,
24시,직권말소,20030217,"경기도 고양시 덕양구 호국로 778-6,  지층호 (성사동)",경기도 고양시 덕양구 성사동 699-1 지층호,10464,031-967-5122,37.6556019519,126.8356524373,,20090113,,,,185427.687268921,461481.802160795,노래연습장업,유통관련업,4,주택가주변,149.31,3,1,근린생활시설,1.0,40.0,3,1,Y,Y,Y,Y,Y,Y,,,,일반상업지역
24시,폐업,19920819,경기도 고양시 덕양구 호국로 803  (주교동),경기도 고양시 덕양구 주교동 620-3,10462,,37.6578182567,126.83708385,,20020318,,,,185574.421447687,461740.601342729,노래연습장업,유통관련업,,,,,,,,,,,N,N,N,N,N,N,,,,
24시,폐업,20020122,경기도 성남시 수정구 수정로119번길 7-1  (태평동),경기도 성남시 수정구 태평동 3691-1,13305,,37.4420644624,127.133138649,,20060731,,,,211714.961778779,437777.552940601,노래연습장업,유통관련업,,,,,1,,1.0,40.0,7,2,Y,Y,Y,Y,Y,Y,,,,
24시 노래연습장,영업중,20030319,"경기도 평택시 서정역로26번길 23-1, 2층 (이충동)",경기도 평택시 이충동 463-34 2층,17783,,37.0563747246,127.0569369017,,,,,,204993.646423124,394964.004525655,노래연습장업,유통관련업,3,주택가주변,112.8,2,1,근린생활시설,2.0,30.0,3,,N,N,N,Y,N,N,,,,준주거지역
24시노래방,폐업,19990604,경기도 남양주시 경춘로 464 (다산동),경기도 남양주시 다산동 3135-1,12258,,37.6093418045,127.164552349,,20121226,,,,214465.642404123,456348.019674076,노래연습장업,유통관련업,,,,,1,,,,11,2,N,N,N,,N,N,,,,
24시노래연습장,등록취소,20140703,"경기도 성남시 분당구 판교역로192번길 14-2 (삼평동, 골드타워 지하1층 일부)",경기도 성남시 분당구 삼평동 660 지하1층일부,13524,,37.3974963089,127.1120479774,20170706,,,,,209850.973669442,432829.672486706,노래연습장업,유통관련업,16,,112.28,11,5,근린생활시설,2.0,70.0,5,1,,,,Y,,,,,,중심상업지역
24시노래연습장,영업중,19930922,경기도 부천시 오정구 역곡로481번길 9 (고강동),경기도 부천시 오정구 고강동 471-5,14416,032-672-2120,37.5277041925,126.8154776221,,,,,,183617.907138983,447289.504102232,노래연습장업,유통관련업,,,119.0,,1,,,,7,0,Y,Y,Y,,Y,Y,,,,
24시노래연습장,직권말소,20050411,"경기도 안산시 단원구 원초로 30, 605호 (원곡동,보성프라자)",경기도 안산시 단원구 원곡동 846 보성프라자 605호,15382,,37.3283959381,126.8017019645,,20201211,,,,182360.561668051,425167.879472381,노래연습장업,유통관련업,,기타,260.0,,,근린생활시설,2.0,30.0,8,,N,Y,Y,,Y,Y,,,,상업지역
24시노래연습장,폐업,19990601,경기도 안산시 상록구 안산대학로 187-1 (일동),경기도 안산시 상록구 일동 626-10,15328,,37.3072605974,126.871172056,,20201217,,,,188507.525,422815.47,노래연습장업,유통관련업,,,76.44,,,,1.0,40.0,99,,Y,Y,N,,Y,N,,,,근린상업지역
24시노래연습장,폐업,20150423,"경기도 부천시 원미구 중동로254번길 90, 7층 (중동)",경기도 부천시 원미구 중동 1143-4 7층,14548,,37.501495818,126.7736873538,,20180307,,,,179920.4500577,444390.925630768,노래연습장업,유통관련업,7,,68.12,7,2,근린생활시설,1.0,,2,,,,,,,Y,,,,
24시노래연습장,폐업,19941001,경기도 부천시 오정구 삼작로96번길 63 (내동),경기도 부천시 오정구 내동 32-6,14493,032-684-2680,37.5175339515,126.7727398175,,20210201,,,,179840.552082076,446169.618879999,노래연습장업,유통관련업,,,66.11,,1,근린생활시설,1.0,,5,2,Y,Y,Y,Y,Y,Y,,,,
24시노래연습장,폐업,19990629,경기도 포천시 이동면 장암1길 11,경기도 포천시 이동면 장암리 510-3,11111,,38.0352908664,127.3666632894,,20040316,,,,232114.635748212,503678.592817941,노래연습장업,유통관련업,6,기타,154.5,5,1,근린생활시설,1.0,40.0,5,2,Y,Y,Y,Y,Y,Y,,,,일반상업지역
24시짬짬이코인노래연습장,폐업,20160826,"경기도 부천시 오정구 소사로 785, 지하1층 (원종동)",경기도 부천시 오정구 원종동 229-5,14427,,37.5262252865,126.8045586892,,20200804,,,,182648.674312858,447127.424517116,노래연습장업,유통관련업,7,,141.02,6,1,근린생활시설,2.0,,18,17,Y,Y,Y,Y,,Y,,,,일반주거지역
24시포텐코인노래연습장 죽전점,영업중,20060928,"경기도 용인시 수지구 현암로 144 (죽전동, 우곡프라자)",경기도 용인시 수지구 죽전동 2010-3 우곡프라자 401호,16880,,37.3314940564,127.1250754607,,,,,,211016.718977684,425504.780807807,노래연습장업,유통관련업,,,248.17,,,,,,30,3,N,N,N,Y,N,N,,,,
25시,영업중,20030115,"경기도 용인시 처인구 금령로99번길 6, 지1층 (김량장동)",경기도 용인시 처인구 김량장동 133-142 지1층,17052,,37.2362590923,127.2072834132,,,,,,218325.253461936,414947.235436213,노래연습장업,유통관련업,4,학교정화(상대),127.51,3,1,근린생활시설,1.0,40.0,9,6,Y,Y,Y,Y,Y,Y,,,,상업지역
25시,영업중,20101117,"경기도 광주시 파발로 165, 파크빌딩 지층 (경안동)",경기도 광주시 경안동 96-7 파크빌딩,12755,,37.4143416753,127.2523929786,,,,,,222273.883914699,434721.725724611,노래연습장업,유통관련업,,,131.3,,,,,,7,,,,,,,,,,,
25시,영업중,19981007,"경기도 고양시 덕양구 무원로54번길 67, 지층호 (행신동)",경기도 고양시 덕양구 행신동 735 지층호,10524,031-973-2112,37.6186658222,126.8325252101,,,,,,185146.834123654,457381.482588225,노래연습장업,유통관련업,,,43.93,,,,,,6,1,Y,Y,Y,Y,Y,Y,,,,
25시,폐업,20020627,경기도 성남시 수정구 수정남로 98  (신흥동),경기도 성남시 수정구 신흥동 5626,13339,,37.4419456998,127.1384750383,,20110720,,,,212183.425249981,437762.78131837,노래연습장업,유통관련업,6,,144.0,5,1,근린생활시설,1.0,40.0,6,1,Y,Y,Y,Y,Y,Y,,,,
25시,폐업,20030207,경기도 광명시 광명로 950-1  (광명동),경기도 광명시 광명동 92-2,14219,26889744,37.4834266209,126.8565893287,,20030705,,,,187245.772442517,442369.459906422,노래연습장업,유통관련업,,,120.96,,,,,,,,N,N,N,Y,N,N,,,,
25시,폐업,19990716,경기도 수원시 팔달구 정조로 767-4  (팔달로3가),경기도 수원시 팔달구 팔달로3가 90,16261,,37.2766739445,127.0163950283,,20060619,,,,201381.775478264,419412.064145016,노래연습장업,유통관련업,,,,,,,,,24,24,N,N,N,Y,N,N,,,,
25시 노래연습장,등록취소,19940422,경기도 성남시 중원구 광명로 9  (성남동),경기도 성남시 중원구 성남동 3202,13355,,37.4332040278,127.1301543363,20100830,,,,,211449.493717404,436793.148943615,노래연습장업,유통관련업,,,102.5,3,,,,,3,,N,N,N,,N,N,,,,
25시 노래연습장,영업중,20011128,"경기도 고양시 일산서구 중앙로 1576, 비103호 (대화동, 태진빌딩)",경기도 고양시 일산서구 대화동 2205 태진빌딩 비103호,10381,,37.6766932092,126.7471821922,,,,,,177628.867467241,463840.388783964,노래연습장업,유통관련업,,,108.81,,,,,,6,2,N,N,Y,Y,Y,N,,,,
25시 노래연습장,영업중,20030107,"경기도 용인시 기흥구 신갈로 62, 302호 (신갈동)",경기도 용인시 기흥구 신갈동 60-18,16969,,37.2721746605,127.1060146416,,,,,,209330.793383646,418918.341295768,노래연습장업,유통관련업,8,학교정화(상대),195.11,7,1,근린생활시설,2.0,40.0,9,5,Y,Y,Y,Y,Y,Y,,,,상업지역
25시 노래연습장,폐업,20011116,경기도 수원시 장안구 서부로 2127  (율전동),경기도 수원시 장안구 율전동 291-6,16360,,37.2984835931,126.9712019427,,20130923,,,,197373.483185959,421835.168888558,노래연습장업,유통관련업,5,주택가주변,102.08,4,1,근린생활시설,,,5,1,Y,Y,Y,Y,Y,Y,,,,일반주거지역
25시 노래연습장,폐업,19980620,경기도 의정부시 용민로7번길 31  (용현동),경기도 의정부시 용현동 404-48,11784,,37.735623163,127.078785091,,20061124,,,,206874.198366591,470352.692421531,노래연습장업,유통관련업,,,93.0,,1,,,,7,6,N,N,N,N,N,N,,,,주거지역
25시 노래연습장,폐업,19931217,,경기도 양주시 백석읍 방성리 237 지상2층,11508,,37.8004207014,126.9986467072,,20100825,,,,199802.640593696,477534.979712777,노래연습장업,유통관련업,,,244.83,,,근린생활시설,,,7,,N,N,N,,N,N,,,,
25시 노래연습장,폐업,19950515,경기도 성남시 중원구 자혜로 84-1  (금광동),경기도 성남시 중원구 금광동 2701,13166,,37.4513817431,127.168786526,,20110608,,,,214864.765461985,438815.499162995,노래연습장업,유통관련업,,,59.5,,1,,,,,,N,N,N,N,N,N,,,,
25시 노래연습장,폐업,19921223,경기도 동두천시 상패로 212-17,경기도 동두천시 보산동 429-33,11324,,37.9169561472,127.0562506419,,20000329,,,,204879.045067599,490478.095434212,노래연습장업,유통관련업,,,,,,,1.0,30.0,17,,N,Y,Y,N,Y,Y,,,,
25시(3),폐업,19991115,,경기도 수원시 팔달구 팔달로3가 103-3,16260,,37.2773106676,127.0148256198,,20030920,,,,201242.53323774,419484.007280511,노래연습장업,유통관련업,,,,,,,,,13,13,N,N,N,Y,N,N,,,,
25시노래방,폐업,20010920,"경기도 구리시 이문안로 85  (수택동,지층)",경기도 구리시 수택동 449-22 지층,11941,,37.5921827691,127.1409325164,,20071228,,,,212378.53075728,454442.683526005,노래연습장업,유통관련업,,,204.51,,,,,,10,5,N,N,N,Y,N,N,,,,
25시노래방,폐업,20020809,경기도 안성시 공도읍 승두길 33,경기도 안성시 공도읍 만정리 424-24,17562,,36.9988809199,127.1703212064,,20221005,,,,215091.645904608,388598.920851304,노래연습장업,유통관련업,,,89.1,,,,,,,,N,N,N,,N,N,,,,
25시노래연습장,영업중,19990625,"경기도 군포시 산본로323번길 16-31 (산본동, 한솔프라자 702,703호)","경기도 군포시 산본동 1136 한솔프라자 702,703호",15865,031-397-2500,37.3601049323,126.9310209343,,,,,,193818.644472441,428674.509397562,노래연습장업,유통관련업,,,212.82,,,,,,15,7,N,N,N,Y,N,N,,,,
25시노래연습장,영업중,20050629,"경기도 김포시 풍무로 51, 지층 (풍무동)",경기도 김포시 풍무동 620,10119,,37.6003773061,126.7206957157,,,,,,175267.903794747,455375.608565774,노래연습장업,유통관련업,3,,145.56,3,,근린생활시설,,,1,,,,,,,,,,,
25시노래연습장,영업중,19990804,경기도 안성시 중앙1길 13  (대천동),경기도 안성시 대천동 52-1,17589,,37.0078527314,127.2709600022,,,,,,224046.294247146,389615.559173128,노래연습장업,유통관련업,,,49.5,,,,,,,6,N,N,N,Y,N,N,,,,
25시노래연습장,영업중,20051115,"경기도 안양시 동안구 포도원로 8, 3층 (호계동)",경기도 안양시 동안구 호계동 859-14,14128,,37.3620841227,126.9629753717,,,,,,196648.027872547,428891.263815528,노래연습장업,유통관련업,3,,125.33,,,,,,4,,N,N,N,,N,N,,,,
25시노래연습장,영업중,19990615,경기도 안산시 상록구 부곡로 127 (부곡동),경기도 안산시 상록구 부곡동 662-5,15303,,37.333278544,126.8635162844,,,,,,187834.356979638,425703.146057745,노래연습장업,유통관련업,,,113.67,,1,,,,5,,N,N,N,,N,N,,,,
25시노래연습장,영업중,20170912,"경기도 평택시 비전5로 19 (비전동, 아토시티)",경기도 평택시 비전동 1092-1,17854,,37.0009263028,127.1132741846,,,,,,210010.974937807,388818.554939113,노래연습장업,유통관련업,,기타,225.5,2,,근린생활시설,1.0,40.0,6,,,Y,Y,,,Y,,,,상업지역
25시노래연습장,영업중,19990707,경기도 포천시 관인면 관인로 38,경기도 포천시 관인면 탄동리 650-39,11101,,38.1588157231,127.2487322053,,,,,,221722.239688201,517351.775474546,노래연습장업,유통관련업,2,,174.44,1,,근린생활시설,1.0,40.0,7,1,Y,Y,Y,Y,Y,Y,,,,
