licensg_ymd,bizplc_nm,unity_bsn_state_nm,bsn_state_nm,clsbiz_ymd,locplc_faclt_telno_dtls,locplc_ar_info,refine_road_nm_addr,refine_lotno_addr,refine_zipno,refine_wgs84_lat,refine_wgs84_logt,bizcond_div_nm_info,xcrd_vl,ycrd_vl,sanittn_bizcond_nm,buldng_ground_floor_cnt,buldng_bsmnt_floor_cnt,use_bgng_ground_floor_cnt,use_last_ground_floor_cnt,use_bgng_bsmnt_floor_cnt,use_last_bsmnt_floor_cnt,cdtnl_prmsn_dclr_resn,cdtnl_prmsn_bgng_ymd,cdtnl_prmsn_end_ymd,buldng_posesn_div_nm,whm_cnt,female_enflpsn_cnt,male_enflpsn_cnt,retrvl_dry_cnt,bed_noc,multi_utlz_bizest_yn
19961230,(주)크린데이,폐업,폐업,20140325,031-272-4011,115.40,경기도 용인시 수지구 고기로95번길 9 (동천동),경기도 용인시 수지구 동천동 123-5,16824,37.3449042758,127.0922904585,일반세탁업,208107.237917436,426988.8450947,일반세탁업,1,0,1,1,0,0,,,,,0,,,1,,N
20051020,(주)크린몰,영업/정상,영업,,031-422-9955,199.71,"경기도 화성시 효행구 봉담읍 서봉산길 20-31, 1층 전체호",경기도 화성시 효행구 봉담읍 덕리 6-4,18336,37.1744663717,126.9391635173,일반세탁업,194524.00644927,408069.087066279,일반세탁업,0,0,0,0,0,0,,,,,6,,,0,,N
19960719,(주)크린에이드,폐업,폐업,20100129,031-261-7072,196.00,경기도 용인시 수지구 신봉1로 52-3,경기도 용인시 수지구 신봉동 22-1 (1층),16815,37.3225683153,127.0789230902,일반세탁업,206929.271883065,424507.413491315,일반세탁업,1,,,1,,,,,,임대,,,,,,N
20240807,(주)크린웨이브,영업/정상,영업,,,394.80,"경기도 김포시 대곶면 쇄암로 67-60, 가동",경기도 김포시 대곶면 쇄암리 382-2 가동,10026,37.6734877226,126.5458599239,세탁업 기타,,,세탁업 기타,0,0,,,,,,,,임대,4,0,0,0,,N
20120309,(주)크린토피아,폐업,폐업,20130115,031-737-3421,495.00,경기도 광주시 초월읍 진새골길 43-22,경기도 광주시 초월읍 대쌍령리 301-15,12735,37.3822507056,127.2836183216,세탁업 기타,225049.215658567,431166.403849541,세탁업 기타,1,0,1,,,,,,,,3,,,3,,N
19970613,(주)크린토피아,폐업,폐업,20060911,,161.29,경기도 부천시 오정구 삼작로144번길 22,경기도 부천시 오정구 내동 85-1,14489,37.5191182684,126.7768095661,일반세탁업,180205.628319774,446352.52323695,일반세탁업,,,,,,,,,,,,,,,,N
20150123,(주)크린토피아,영업/정상,영업,,031-737-3421,"1,763.28","경기도 오산시 경기대로148번길 31, 1,3,4층 (원동, 크린토피아 오산공장)","경기도 오산시 원동 515-11 1,3,4층",18144,37.1365263281,127.0759030755,일반세탁업,206674.827720568,403856.30412701,일반세탁업,5,0,1,4,0,0,,,,자가,9,0,0,5,,N
19940614,(주)크린토피아,영업/정상,영업,,031-733-1991,"1,913.08","경기도 성남시 중원구 순환로 222, 1,2,3층 (상대원동)","경기도 성남시 중원구 상대원동 64 1층일부,2층,3층일부",13204,37.4435787471,127.1796397512,일반세탁업,215822.398293286,437951.872942509,일반세탁업,6,0,1,3,0,0,,,,,12,,,0,,N
20130123,(주)크린토피아 의정부 용현지사,영업/정상,영업,,031-851-7931,181.50,"경기도 의정부시 시민로416번길 19, 1층 (용현동)",경기도 의정부시 용현동 415-2 1층,11796,37.7326789696,127.0796642726,일반세탁업,206952.326395264,470027.936848291,일반세탁업,4,0,1,0,0,0,,,,임대,4,,,2,,N
20071019,(주)크린토피아블랙양주,영업/정상,영업,,031-857-1186,382.06,"경기도 동두천시 평화로2229번길 10-16, 1~2동 1층 (송내동)",경기도 동두천시 송내동 701-1 1~2동,11365,37.8874029433,127.0563484555,세탁업 기타,204878.541920037,487197.518728157,세탁업 기타,1,0,0,0,0,0,,,,임대,4,,,3,,N
20220819,(주)크린토피아시흥지사,영업/정상,영업,,,291.20,"경기도 시흥시 능곡로76번길 9, 1층 (화정동)",경기도 시흥시 화정동 655-8,14992,37.3609228972,126.8165211508,일반세탁업,183680.790173865,428776.163628255,일반세탁업,0,0,,,,,,,,,2,0,0,3,,N
20040824,(주)크린토피아용인처인지사,영업/정상,영업,,031-322-1926,396.00,경기도 용인시 처인구 모현읍 능원로10번길 38,경기도 용인시 처인구 모현읍 능원리 294-3,16886,37.3366678453,127.1704310732,일반세탁업,215034.214441326,426074.946197284,일반세탁업,1,0,1,1,0,0,,,,임대,0,,,1,,N
20061211,(주)크린토피아플러스,영업/정상,영업,,031-372-9591,269.74,"경기도 오산시 대호로117번길 43 (궐동,원프라자 107호~112호(107,108,109,110,111,112))","경기도 오산시 궐동 608-1 원프라자 107호~112호(107,108,109,110,111,112)",18123,37.1636044554,127.0537212769,일반세탁업,204700.165321837,406866.06961949,일반세탁업,4,1,1,1,,,,,,임대,4,,,,,N
19930401,(주)크린프라자,폐업,폐업,20081211,,.00,경기도 안양시 동안구 시민대로 136,경기도 안양시 동안구 호계동 905,14077,37.3882878862,126.9474929983,일반세탁업,195293.146933893,431787.650931418,일반세탁업,0,0,0,,0,,,,,,,,,,,N
20120720,(주)크린화이트,영업/정상,영업,,031-499-3782,118.95,"경기도 시흥시 오이도중앙로36번길 6-7, 101,102호 (정왕동)",경기도 시흥시 정왕동 2001-3,15015,37.3458949765,126.6891812232,일반세탁업,172389.390595969,427140.920204589,일반세탁업,0,0,0,0,0,0,,,,,1,,,1,,N
20140122,(주)타워린넨써프라이,폐업,폐업,20150420,031-868-7711,222.01,경기도 파주시 법원읍 술이홀로 960-2,경기도 파주시 법원읍 법원리 491-24,10826,37.8547944038,126.8807476091,세탁업 기타,189432.468929305,483572.618192344,세탁업 기타,0,0,0,0,0,0,,,,,2,,,3,,N
20020905,(주)탑크리닝,영업/정상,영업,,,198.00,경기도 포천시 소흘읍 호국로323번길 27,경기도 포천시 소흘읍 이동교리 335-1 2통,11184,37.8019005269,127.1279696532,일반세탁업,211210.258276371,477743.327040086,일반세탁업,,,,,,,,,,,,,,,,N
19941111,(주)태완기업,폐업,폐업,20031229,,328.36,경기도 부천시 오정구 오정로71번길 23-30,경기도 부천시 오정구 삼정동 18-15,14445,37.5269696324,126.7666839925,일반세탁업,179304.606209321,447228.407887076,일반세탁업,,,,,,,,,,,,,,,,N
20140926,(주)태진산업,폐업,폐업,20160617,,120.00,"경기도 안양시 만안구 박달로275번길 32, A동 지하1층 (박달동)",경기도 안양시 만안구 박달동 699-1 A동 지하1층,14013,37.4052600233,126.8852686956,세탁업 기타,,,세탁업 기타,0,0,0,0,0,0,,,,,3,,,0,,N
20140306,(주)텐트마스터,폐업,폐업,20161018,,461.16,경기도 광주시 도척면 도척로 773-32,경기도 광주시 도척면 유정리 470,12817,37.2871174804,127.3211087621,세탁업 기타,228406.416370056,420618.080671623,세탁업 기타,1,0,1,,,,,,,,4,,,0,,N
20160718,(주)프리원,폐업,폐업,20160817,,107.21,"경기도 용인시 기흥구 언남로 17-1 (언남동, 동일하이빌2차 상가 지하101-1호.지하101-2호)",경기도 용인시 기흥구 언남동 496 동일하이빌2차 상가 지하101-1호.지하101-2호,16918,37.2934361418,127.1275434602,일반세탁업,211181.002063766,421387.163705754,일반세탁업,0,0,,,,,,,,,2,0,0,1,,N
20170322,(주)한경,폐업,폐업,20211101,031-885-3740,150.00,경기도 여주시 여양로 375 (오학동),경기도 여주시 오학동 96-2,12637,37.3151705505,127.6447394618,일반세탁업,257088.058875492,423879.33131661,일반세탁업,1,0,1,1,0,0,,,,,1,0,0,1,,N
20230913,(주)한국공간데이터,폐업,폐업,20240131,,"1,001.44","경기도 파주시 법원읍 술이홀로 962-26, 1층",경기도 파주시 법원읍 법원리 491-39,10826,37.855074631,126.880904408,일반세탁업,189453.882635782,483620.24834746,일반세탁업,2,0,1,1,,,,,,,2,0,0,0,,N
20070228,(주)한솔씨앤씨,영업/정상,영업,,031-946-7703,264.00,"경기도 파주시 월롱산로 49-52, 가동 (야동동)",경기도 파주시 야동동 244-8 가동,10849,37.7788860962,126.7632030966,일반세탁업,179087.362037886,475166.549324465,일반세탁업,0,0,0,0,0,0,,,,임대,0,,,0,,N
20241211,(주)한화기업,영업/정상,영업,,,335.70,"경기도 화성시 만세구 남양읍 주석로325번길 13, 3동",경기도 화성시 만세구 남양읍 북양리 562-21,18255,37.2075244908,126.8632216571,세탁업 기타,187819.828501967,411724.994321594,세탁업 기타,0,0,,,,,,,,,0,0,0,0,,N
20150917,(주)현대더블유앤피(W&P),영업/정상,영업,,070-7136-6165,188.00,"경기도 파주시 조리읍 능안로 290-21, 가동 1층",경기도 파주시 조리읍 능안리 249-13 1층 가동,10935,37.7389503975,126.7853674929,세탁업 기타,181029.25004249,470737.438623239,세탁업 기타,0,0,1,,,,,,,자가,2,0,0,1,,N
20140825,(주)화이트위클리,폐업,폐업,20211229,,59.72,"경기도 성남시 중원구 여수울로29번길 22-10, 1층 (여수동)","경기도 성남시 중원구 여수동 546 ,1층",13435,37.4206036387,127.1334128912,빨래방업,211739.56,435394.185,빨래방업,,,1,1,,,,,,,2,,,,,N
20180118,(주)휴먼클리닝,폐업,폐업,20190530,,167.07,"경기도 화성시 동탄구 노작로2길 36, 1층 전부호 (반송동)",경기도 화성시 동탄구 반송동  122-11 1층전부호,18459,37.1969279786,127.0778979116,일반세탁업,206844.085320643,410563.569161463,일반세탁업,0,0,1,1,,,,,,,2,0,0,4,,N
20070228,(주)희성,영업/정상,영업,,031-945-8972,168.85,경기도 파주시 조리읍 능안로265번길 7-8,경기도 파주시 조리읍 능안리 400-13,10935,37.7364946841,126.7832007127,일반세탁업,180815.035853346,470476.549471128,일반세탁업,,,,,,,,,,임대,,,,,,N
19920129,(학)가톨릭학원 가톨릭대학교 부속병원 세탁부,폐업,폐업,20041206,,,,경기도 남양주시 별내동 601-1,12100,,,일반세탁업,,,일반세탁업,,,,,,,,,,,,,,,,N
19881207,"1,5,3 세탁소",폐업,폐업,20050408,,.00,경기도 성남시 수정구 수정남로 174-1,경기도 성남시 수정구 신흥동 3386,13349,37.4452312353,127.1459319521,일반세탁업,212843.28729418,438130.224146087,일반세탁업,,,,,,,,,,,,,,,,N
20060928,114세탁,영업/정상,영업,,031-453-5114,26.00,"경기도 군포시 고산로151번길 26-11, 205호 (당정동, 당정마을 엘지아파트 )",경기도 군포시 당정동 973-1 당정마을 엘지아파트 205호,15853,37.3459983374,126.9559206739,일반세탁업,196008.253896469,426979.628021797,일반세탁업,,,2,2,,,,,,,2,,,,,N
20040823,119 드라이 크리닝,폐업,폐업,20050415,031-618-7866,30.00,경기도 평택시 팽성읍 동서촌로129번길 28,경기도 평택시 팽성읍 객사리 51-6,17990,36.9656539048,127.0641023892,일반세탁업,205633.979405971,384896.846392356,일반세탁업,1,,,,,,,,,,,,,,,N
20100127,119세탁소,영업/정상,영업,,031-581-7119,130.00,"경기도 가평군 가평읍 가화로 146, 1층","경기도 가평군 가평읍 읍내리 267-3 , 1층",12412,37.8324921947,127.5121482203,일반세탁업,245017.229061592,481226.542170276,일반세탁업,1,0,1,1,,,,,,임대,2,,,1,,N
20060922,119세탁소,폐업,폐업,20211116,031-652-1196,36.50,"경기도 평택시 중앙로 176, 133호 (합정동, SK VIEW주상복합2)",경기도 평택시 합정동 766,17905,36.9915047878,127.101915672,일반세탁업,209001.306340487,387768.293679852,일반세탁업,3,,1,1,,,,,,,,,,,,N
20070802,119운동화 빨래방,폐업,폐업,20120622,031-952-8284,20.40,경기도 파주시 문산읍 사임당로 141,경기도 파주시 문산읍 선유리 426-5,10811,37.8665761171,126.8066815638,운동화전문세탁업,182911.226693254,484900.71678941,운동화전문세탁업,0,0,,,,,,,,임대,3,,,,,N
20021119,119운동화박사,폐업,폐업,20161020,031-975-0388,33.00,"경기도 고양시 일산서구 원일로 85-1 (일산동,번지)",경기도 고양시 일산서구 일산동 594-18 번지,10342,37.6861035021,126.7716640148,일반세탁업,179793.494392912,464876.260145384,일반세탁업,0,0,0,0,0,0,,,,,0,,,0,,N
20161019,119운동화빨래방,폐업,폐업,20191108,031-968-4991,40.52,"경기도 고양시 덕양구 통일로802번길 82, 1(일부)층 (관산동)",경기도 고양시 덕양구 관산동 1009 외1필지 1층일부,10286,37.6910810574,126.865653919,빨래방업,188073.09120446,465405.798805279,빨래방업,0,0,,,,,,,,,2,0,0,0,,N
20030805,153세탁소,폐업,폐업,20170926,031-707-4480,23.52,"경기도 성남시 분당구 벌말로30번길 32 (야탑동,매화마을 건영빌라 101호)",경기도 성남시 분당구 야탑동 265 매화마을 건영빌라 101호,13503,37.4091338249,127.1408136247,일반세탁업,212422.319411196,434155.779810085,일반세탁업,4,1,1,,,,,,,임대,,,,,,N
20131223,153크린기업,영업/정상,영업,,,379.75,경기도 화성시 효행구 봉담읍 주석로 1154-10,경기도 화성시 효행구 봉담읍 왕림리 100-26,18332,37.1997178774,126.9379400621,일반세탁업,194419.628565236,410873.93378589,일반세탁업,0,0,1,1,,,,,,,2,,,0,,N
20100512,16단지 휴먼시아,영업/정상,영업,,,38.62,"경기도 남양주시 진접읍 해밀예당3로 69, 휴먼시아16단지아파트 103호",경기도 남양주시 진접읍 금곡리 1093 휴먼시아16단지아파트 103호,12065,37.7168410474,127.196598193,일반세탁업,217254.967512545,468178.394154268,일반세탁업,0,0,1,1,0,0,,,,임대,1,,,1,,N
20040721,1급 세탁소,폐업,폐업,20060510,031-434-3677,34.32,경기도 시흥시 큰솔로12번안길 18,경기도 시흥시 정왕동 1404,15060,37.3397971897,126.7528271886,일반세탁업,178025.36173684,426447.684590803,일반세탁업,,,,,,,,,,,,,,,,N
19960501,2002세탁소,폐업,폐업,19970519,031-695-4366,1.00,경기도 시흥시 매화1로 19,경기도 시흥시 매화동 253-12 1층,14939,37.4151818088,126.812830355,일반세탁업,183362.270498153,434802.61651342,일반세탁업,0,0,0,,0,,,,,,,,,,,N
19870508,20세기,폐업,폐업,20030731,,.00,경기도 안양시 만안구 양화로 138,경기도 안양시 만안구 박달동 22-17 17/5,13986,37.4048776164,126.909270905,일반세탁업,,,일반세탁업,,,,,,,,,,,,,,,,N
20081014,21C 세탁소,영업/정상,영업,,031-431-6810,25.55,"경기도 시흥시 군서로 18 (정왕동,101호)",경기도 시흥시 정왕동 1199-9 101호,15052,37.3445371931,126.7497884097,일반세탁업,177759.237842772,426974.940820582,일반세탁업,0,0,0,0,0,0,,,,,0,,,0,,N
20201102,21세기 세탁소,영업/정상,영업,,,40.37,"경기도 안산시 상록구 장화로 11, 1층 일부 (사동)",경기도 안산시 상록구 사동 1413-9 1층 일부,15629,37.2832097924,126.8507848297,일반세탁업,186697.93,420150.0,일반세탁업,0,0,0,0,0,0,,,,,1,,,2,,N
20071009,21세기깔끔이세탁,폐업,폐업,20130401,031-457-4423,23.15,"경기도 군포시 당동로22번길 21, 1층 (당동)",경기도 군포시 당동 763-3,15859,37.3520812678,126.9420790358,일반세탁업,194798.346877227,427782.344107578,일반세탁업,1,0,,,,,,,,임대,2,,,,,N
19990806,21세기드라이크리닝,폐업,폐업,20210209,,30.78,경기도 부천시 원미구 신흥로52번길 24 (심곡동),경기도 부천시 원미구 심곡동 456-1,14635,37.4880134077,126.7783877375,일반세탁업,180324.214511853,442888.395348222,일반세탁업,0,0,0,0,0,0,,,,,0,,,1,,N
19980511,21세기세탁소,영업/정상,영업,,031-294-0543,18.56,경기도 화성시 효행구 매송면 화성로2397번길 13-3,경기도 화성시 효행구 매송면 원평리 64-1,18289,37.2499659081,126.927520254,일반세탁업,193497.961000704,416450.625869701,일반세탁업,3,1,1,,0,,,,,,,,,,,N
20010915,21세기세탁소,영업/정상,영업,,031-314-0969,30.00,경기도 시흥시 대야로 36-1 (대야동),경기도 시흥시 대야동 455-14,14905,37.4464161758,126.7903300651,일반세탁업,181376.117793151,438272.998848463,일반세탁업,,,,,,,,,,,,,,,,N
19970604,21세기세탁소,폐업,폐업,20180704,031-962-5696,26.95,"경기도 고양시 덕양구 동헌로 398-12, 202호 (고양동, 윤창APT 상가동)",경기도 고양시 덕양구 고양동 415-1 윤창APT 상가동 202호,10273,37.7061541436,126.8953844082,일반세탁업,190703.499087693,467085.818554621,일반세탁업,,,,,,,,,,,,,,,,N
20040319,21세기세탁소,폐업,폐업,20040511,031-431-6810,27.74,경기도 시흥시 군서로 18,경기도 시흥시 정왕동 1199-9,15052,37.3445371931,126.7497884097,일반세탁업,177759.237842772,426974.940820582,일반세탁업,,,,,,,,,,,,,,,,N
20030224,21세기세탁소,폐업,폐업,20120723,,,경기도 남양주시 화도읍 비룡로 160,경기도 남양주시 화도읍 묵현리 25-3,12159,37.6659679888,127.3017328266,일반세탁업,226551.179009986,462661.778290123,일반세탁업,,,,,,,,,,,,,,,,N
20040219,21세기세탁소,폐업,폐업,20190426,02-2688-6336,11.30,"경기도 광명시 연서로2번길 9 (철산동,지하1층)",경기도 광명시 철산동 168-3 지하1층,14215,37.4814143548,126.8645013133,일반세탁업,187946.197430544,442144.543727229,일반세탁업,1,1,1,1,1,1,,,,,,,,,,N
20030623,21세기세탁소,폐업,폐업,20090120,031-409-4540,37.31,경기도 안산시 상록구 장화로 11,경기도 안산시 상록구 사동 1413-9 102호,15629,37.2832097924,126.8507848297,일반세탁업,186697.93,420150.0,일반세탁업,,,,,,,,,,,,,,,,N
19940514,21세기은지네세탁소,폐업,폐업,20151028,031-207-6272,20.08,경기도 수원시 장안구 덕영대로381번길 95 (율전동),경기도 수원시 장안구 율전동 161-21,16357,37.3023666485,126.9687600469,일반세탁업,197161.051739092,422266.259814111,일반세탁업,0,0,0,,0,,,,,,,,,,,N
20070112,24시간무인빨래방셀피아,폐업,폐업,20141106,031-914-3653,30.07,"경기도 고양시 일산서구 현중로36번길 31 (탄현동,성호프라자 103호)",경기도 고양시 일산서구 탄현동 1490 성호프라자 103호,10244,37.6944911499,126.7696196796,일반세탁업,179614.830872438,465810.436078604,일반세탁업,3,1,1,1,,,,,,임대,3,,,,,N
20150407,24시무인빨래방향남점,폐업,폐업,20200723,,29.67,"경기도 화성시 만세구 향남읍 행정서로1길 38, 102호",경기도 화성시 만세구 향남읍 행정리 445-11 102호,18598,37.1280160958,126.9147732419,빨래방업,192356.59261301,402917.460748978,빨래방업,0,0,1,1,,,,,,,3,0,0,0,,N
20150504,24시뽀송셀프빨래방,폐업,폐업,20170303,,29.70,"경기도 평택시 현신6길 23, 102호 (용이동)",경기도 평택시 용이동 484-10,17866,36.9995641462,127.1477056749,빨래방업,213075.724565326,388668.295000038,빨래방업,4,0,1,,,,,,,임대,3,0,0,0,,N
20090922,24시셀프빨래방,폐업,폐업,20161121,,23.40,경기도 수원시 팔달구 팔달문로163번길 57 (우만동),경기도 수원시 팔달구 우만동 514-11,16237,37.2852188492,127.0320211503,빨래방업,202766.599340661,420363.165967894,빨래방업,2,1,1,1,0,0,,,,,3,,,1,,N
20160613,24시셀프빨래방연무점,폐업,폐업,20170106,,14.04,경기도 수원시 장안구 연무로 34 (연무동),경기도 수원시 장안구 연무동 230-20,16216,37.2946932294,127.0276750903,빨래방업,202386.366342019,421411.535666492,빨래방업,0,0,1,1,,,,,,,0,0,0,0,,N
