bizplc_nm,licensg_ymd,licensg_rtrcn_ymd,bsn_state_div,bsn_state_nm,clsbiz_ymd,locplc_faclt_telno_dtls,roadnm_zipno,refine_road_nm_addr,refine_lotno_addr,refine_zipno,refine_wgs84_lat,refine_wgs84_logt,bizcond_div_nm_info,xcrd_vl,ycrd_vl,cultur_phstrn_indutype_nm,plvtinst_div_nm,insrnc_join_yn,buldng_tot_ar,mber_recrut_tot_psncnt,detls_indutype_nm
프렌즈아카데미 안양평촌점,20110114,,13,영업중,,031-388-0923,14099,"경기도 안양시 동안구 귀인로172번길 42, 4층 (호계동, 모범주차빌딩)",경기도 안양시 동안구 호계동 1064 모범주차빌딩 4층,14099,37.3829421095,126.9590538794,,196303.570677845,431207.591201802,골프연습장업,사립,,,,
온그린 스크린골프,20110209,,13,영업중,,031-424-0915,14059,"경기도 안양시 동안구 벌말로 30, 2층 (관양동)",경기도 안양시 동안구 관양동 963-7 2층,14059,37.3910307577,126.9697391713,,197248.460852402,432103.644703605,골프연습장업,사립,Y,1882.0,,
건양티업 스크린골프,20110217,,13,영업중,,031-424-4009,14055,"경기도 안양시 동안구 부림로 166, 지하1층 (관양동, 우양타운)",경기도 안양시 동안구 관양동 1117-5 우양타운  지하1충,14055,37.3980479538,126.9627527543,,196630.329500471,432884.778211527,골프연습장업,사립,,2814.0,,
애플스크린골프,20070402,,13,영업중,,,14548,"경기도 부천시 원미구 중동로 244, 305호 (중동, 상록센트럴타워)",경기도 부천시 원미구 중동 1152 상록센트럴타워,14548,37.5015303684,126.769059806,,179509.015568599,444394.225694572,골프연습장업,사립,,,,
스카이스크린골프,20090602,,13,영업중,,,,"경기도 고양시 덕양구 충장로 134, 802호 (행신동,아이프라자)",경기도 고양시 덕양구 행신동 943-1 아이프라자 802호,412836,37.6243759676,126.8349558866,,185362.993987557,458018.610346952,골프연습장업,사립,,,,
풍동 올래 골프존 파크,20090616,,13,영업중,,,,경기도 고양시 일산동구 무궁화로 315-7 (풍동),경기도 고양시 일산동구 풍동 636,410842,37.6762657005,126.7946669391,,181820.502317055,463777.391975417,골프연습장업,사립,,,,
갤러리골프존,20090715,,13,영업중,,031-918-4567,10237,"경기도 고양시 일산서구 덕이로 30-8, B101~103, B112~114호 (덕이동, 양우씨네플렉스)","경기도 고양시 일산서구 덕이동 219-10 양우씨네플렉스 B101호, B102호, B103호, B112호, B113호, B114호",10237,37.6894771646,126.756217282,,178429.43785909,465276.386992835,골프연습장업,사립,,4844.0,,
마두골프연습장,20090924,,13,영업중,,,,경기도 고양시 일산동구 애니골길 6 (풍동),경기도 고양시 일산동구 풍동 1105,410330,37.6686392716,126.7899541437,,181390.238078739,462886.750244295,골프연습장업,사립,,2330.0,,
애니스크린골프&아카데미,20091202,,13,영업중,,031-907-7474,,"경기도 고양시 일산동구 숲속마을1로 76, 602,603호 (풍동,힘찬프라자)","경기도 고양시 일산동구 풍동 1275 힘찬프라자 602,603호",410842,37.667719219,126.8003944933,,182321.759279309,462843.053663104,골프연습장업,사립,,,,
MB스크린골프,20100126,,13,영업중,,,,"경기도 고양시 일산동구 문봉길 72 (문봉동,1동 1층)",경기도 고양시 일산동구 문봉동 211-9 1동 1층,410560,37.7060177563,126.8159963766,,183703.546067692,467065.143180784,골프연습장업,사립,,,,
SKY골프존스크린,20100216,,13,영업중,,031-977-0074,,"경기도 고양시 일산동구 하늘마을1로 14, 802호 (중산동,일산조은프라자)",경기도 고양시 일산동구 중산동 1813 일산조은프라자 802호,410831,37.6750031677,126.7870585561,,181144.841327018,463644.897004219,골프연습장업,사립,,,,
킹스크린골프,20100920,,13,영업중,,031-912-0753,10364,"경기도 고양시 일산동구 고봉로 32-12, 501.503호 (장항동, 로데오플러스)","경기도 고양시 일산동구 장항동 736-1 로데오플러스 501,503호",410837,37.6643902229,126.765776311,,179264.976584776,462470.609789312,골프연습장업,사립,,,,
평내 스크린 골프,20091130,,13,영업중,,031-592-9907,,"경기도 남양주시 경춘로1256번길 10,  303,304호 (평내동,평내프라자 3층)","경기도 남양주시 평내동 578-2 평내프라자 3층 303,304호",472938,37.6456553139,127.2347259018,,220644.413037441,460390.863030082,골프연습장업,사립,,,,
유니온 스크린 골프,20100223,,13,영업중,,031-511-9902,12192,경기도 남양주시 화도읍 북한강로 1729-7,경기도 남양주시 화도읍 구암리 61-6,12192,37.661050901,127.3694329956,,232535.22177809,462151.058566579,골프연습장업,사립,,,,
JJ골프존파크 24시,20100817,,13,영업중,,031-574-0752,12066,"경기도 남양주시 진접읍 해밀예당1로 36, 래일스타 603호~605호",경기도 남양주시 진접읍 금곡리 1081-2 래일스타 603호~605호,12066,37.7120109831,127.1866677953,,216390.200082474,467747.219794567,골프연습장업,사립,,10310.0,,
더 벙커,20191203,,13,영업중,,031-571-1865,12048,"경기도 남양주시 오남읍 양지로 57, 가동",경기도 남양주시 오남읍 오남리 572-1 가동,12048,37.6853090441,127.2059360082,,218084.189334519,464778.696600098,골프연습장업,사립,,,,
"비앤비골프존파크, 골프아카데미",20200512,,13,영업중,,031-573-7006,12073,"경기도 남양주시 진접읍 양진로 956, 2동 1층",경기도 남양주시 진접읍 연평리 195-6 2동,12073,37.7044677763,127.1803012827,,215831.261991874,466891.615747128,골프연습장업,사립,,,,
가운골프,20200923,,13,영업중,,,12266,"경기도 남양주시 가운로2길 114, 미성프라자 302호 (다산동)",경기도 남양주시 다산동 685-1 미성프라자 302호,12266,37.5983715031,127.1610785003,,214152.108714253,455127.850614979,골프연습장업,사립,,,,
팩트골프아카데미(FACTGOLF ACADEMY),20201028,,13,영업중,,,12105,"경기도 남양주시 두물로11번길 40-20, 6층 2-2호, 2-3호 (별내동)",경기도 남양주시 별내동 932-3,12105,37.6573905971,127.1250526479,,210965.355407377,461674.736858714,골프연습장업,사립,,,,
진접골프연습장,20210615,,13,영업중,,,12059,"경기도 남양주시 진접읍 해밀예당1로 220, 엠타워 307호",경기도 남양주시 진접읍 금곡리 1042 엠타워 307호,12059,37.7200831558,127.2026214866,,217778.358641152,468642.326585464,골프연습장업,사립,,,,
QED골프아카데미&연습장 다산(도농점),20210629,,13,영업중,,,12255,"경기도 남양주시 도농로 29, 부영프라자 8층 801,802,803호 (다산동)","경기도 남양주시 다산동 4065 부영프라자 8층 801,802,803호",12255,37.6084272017,127.1568068465,,213775.777055552,456245.143529288,골프연습장업,사립,,,,
다산 행복골프훈련소,20210727,,13,영업중,,031-565-0072,12253,"경기도 남양주시 미금로 31, 2층 (다산동)",경기도 남양주시 다산동 4306-50,12253,37.607853405,127.1516997656,,213325.915138854,456185.950149328,골프연습장업,사립,,,,
GTR 골프아카데미 화도점,20210923,,13,영업중,,,12187,"경기도 남양주시 화도읍 경춘로1876번길 56, 3층",경기도 남양주시 화도읍 녹촌리 46-5,12187,37.6482747782,127.2965086658,,226086.716187412,460690.450495718,골프연습장업,사립,,,,
스카이골프랜드(주),20021204,,13,영업중,,,13992,경기도 안양시 만안구 만안로 232 (안양동),"경기도 안양시 만안구 안양동 88-1 6,7,8층",430814,37.4014300883,126.9230030459,,,,골프연습장업,사립,,86664.0,,
도도 스포츠센터,20021227,,13,영업중,,,13920,"경기도 안양시 동안구 관악대로 183, 228호, 309호, 407호 (비산동, 동양월드타워)",경기도 안양시 동안구 비산동 379-3 동양월드타워,13920,37.3994603987,126.9446090277,,,,골프연습장업,사립,,,,
하모니골프스튜디오,20031009,,13,영업중,,,13914,"경기도 안양시 만안구 경수대로 1176, 2층 (안양동)",경기도 안양시 만안구 안양동 16-3 2층,13914,37.4159410689,126.9172753053,,,,골프연습장업,사립,,,,
초원 골프스쿨,20031107,,13,영업중,,031-382-8258,14068,"경기도 안양시 동안구 관평로138번길 35, 초원세경아파트 상가A동 지하, 101호, 201호 (평촌동)",경기도 안양시 동안구 평촌동 896-2 초원세경아파트 상가A동,14068,37.3897985076,126.9623371655,,196649.668716267,432033.22250508,골프연습장업,사립,Y,,,
더 엘 골프연습장 관양점,20031231,,13,영업중,,031-476-0722,13944,"경기도 안양시 동안구 관악대로 298, B01호 (관양동, 도명빌딩)",경기도 안양시 동안구 관양동 1442 도명빌딩 B01호,13944,37.4025338747,126.9562013874,,196050.832912071,433380.377659943,골프연습장업,사립,,,,
보보스스포츠,20040619,,13,영업중,,,14017,"경기도 안양시 만안구 박달로 488, 4층 (박달동, 도원프라자)",경기도 안양시 만안구 박달동 94-143 4층,14017,37.4023230719,126.9067374699,,,,골프연습장업,사립,,7952.0,,
라이프카카오스크린골프,20160512,,13,영업중,,,16334,"경기도 수원시 장안구 대평로90번길 19, 501호 (정자동, 라이프스포츠 수원)",경기도 수원시 장안구 정자동 872-2 501호,16334,37.2971310229,126.9937659478,,199375.326187922,421688.485102486,골프연습장업,사립,Y,,,
나라골프존,20161024,,13,영업중,,,16668,"경기도 수원시 권선구 곡반정로 202, 4층 (곡반정동)",경기도 수원시 권선구 곡반정동 103-1 4층,16668,37.245471962,127.0354804826,,203071.950356779,415964.528628009,골프연습장업,사립,Y,,,
케이아이피골프존,20161117,,13,영업중,,031-213-2224,16676,"경기도 수원시 영통구 영통로323번길 6, 2층 (매탄동, 케이아이피(주))",경기도 수원시 영통구 매탄동 512-6 2층,16676,37.2550483437,127.0624405665,,205473.18052725,417010.873707663,골프연습장업,사립,Y,,,
골프존파크 광교 광교역점,20170323,,13,영업중,,,16226,"경기도 수원시 영통구 대학로 56, 리치프라자1관 9층 (이의동)",경기도 수원시 영통구 이의동 1248 리치프라자1관 9층,16226,37.3008371688,127.0451824946,,203939.95637886,422092.505028437,골프연습장업,사립,Y,,,
휴스크린골프,20170621,,13,영업중,,,16706,"경기도 수원시 영통구 삼성로320번길 129, 1층 (영통동)",경기도 수원시 영통구 영통동 1,16706,37.2661066748,127.0743090501,,206525.888653111,418242.373306787,골프연습장업,사립,,,,
그랜드골프연습장,20020925,,13,영업중,,031-974-8842,,"경기도 고양시 덕양구 백양로 6, 1호 (화정동,옥빛마을 17단지 상가 지하)",경기도 고양시 덕양구 화정동 1139 옥빛마을 17단지 상가 지하 1호,412827,37.6261566036,126.83265088,,185161.570906869,458211.422017688,골프연습장업,사립,,,,
나인 스포렉스,20070105,,13,영업중,,,12202,경기도 남양주시 와부읍 수레로661번안길 9,경기도 남양주시 와부읍 월문리 109-10,472905,37.6185775837,127.2729636406,,224032.637173279,457406.355513147,골프연습장업,사립,,,,
세븐티 스크린골프,20100929,,13,영업중,,,12045,"경기도 남양주시 오남읍 진건오남로797번길 11, 4층 402호",경기도 남양주시 오남읍 양지리 106-3 4층 402호,12045,37.6982583254,127.2011999987,,217665.377613452,466218.573256221,골프연습장업,사립,,7143.0,,
유명스크린 골프,20101111,,13,영업중,,031-592-0305,12193,경기도 남양주시 화도읍 북한강로1461번길 41,경기도 남양주시 화도읍 금남리 317-7,12193,37.6440204286,127.3580708478,,231542.100222497,460244.331819504,골프연습장업,사립,,,,
제이엠골프아카데미,20101126,,13,영업중,,031-529-7072,12045,"경기도 남양주시 오남읍 진건오남로797번길 11, 메디칼 프라자 401호",경기도 남양주시 오남읍 양지리 106-3 메디칼 프라자 401호,12045,37.6982583254,127.2011999987,,217665.377613452,466218.573256221,골프연습장업,사립,,7143.0,,
김프로골프존,20110131,,13,영업중,,,,경기도 남양주시 진접읍 해밀예당1로200번길 2 (4층),경기도 남양주시 진접읍 금곡리 1032-5 4층,472861,37.7197887564,127.2002625311,,217579.499686153,468607.482112645,골프연습장업,사립,,2046.0,,
PGA 스크린골프,20110325,,13,영업중,,,12054,"경기도 남양주시 진접읍 경복대로 253, 진접메디컬센터 10층 1001~3호",경기도 남양주시 진접읍 금곡리 1021 진접메디컬센터 1호,12054,37.7211921522,127.2027645643,,217806.871871358,468768.217733906,골프연습장업,사립,,6402.0,,
다산새마을금고,20110503,,13,영업중,,031-566-6373,12260,"경기도 남양주시 경춘로 381, 5층 (다산동)",경기도 남양주시 다산동 4117-28 새마을금고회관,12260,37.6057496793,127.1566265481,,213759.757174421,455951.238645043,골프연습장업,사립,,,,
에스큐 골프 아카데미(SQGAH),20221220,,13,영업중,,,12013,"경기도 남양주시 진접읍 봉현로 25, 지하 1층호",경기도 남양주시 진접읍 장현리 659-2 우리은행,12013,37.7158502216,127.179798532,,215783.162912088,468167.64317412,골프연습장업,사립,,,,
스마트 골프 진접,20221220,,13,영업중,,031-571-3334,12065,"경기도 남양주시 진접읍 해밀예당3로 61, 7층",경기도 남양주시 진접읍 금곡리 1094,12065,37.7151226131,127.1978078848,,217371.385636512,468092.25311166,골프연습장업,사립,,,,
GDR 130,20230803,,13,영업중,,031-529-1600,12006,"경기도 남양주시 진접읍 장현천로 130-15, 3층","경기도 남양주시 진접읍 장현리 438-3 , 445-10, 3층",12006,37.7272542934,127.1773209828,,215568.409568494,469422.840228127,골프연습장업,사립,,,,
버디스크린 골프존,20140522,,13,영업중,,,17742,"경기도 평택시 청원로 1408 (장안동, 대진빌딩)",경기도 평택시 장안동 525-3,459070,37.0518493186,127.0791526144,,206972.71488552,394472.895499805,골프연습장업,사립,,995.0,,
골드스크린골프존,20140714,,13,영업중,,,17808,"경기도 평택시 청북읍 안청로 336, 골드테라스 7층",경기도 평택시 청북읍 옥길리 1158-1 골드테라스 7층,17808,37.0179848313,126.9157755612,,192433.50742597,390708.424135601,골프연습장업,사립,Y,,,
핀스크린골프,20120905,,13,영업중,,,10361,"경기도 고양시 일산서구 강성로 58 (주엽동, 상가동 지하 101호)",경기도 고양시 일산서구 주엽동 60 상가동 지하 101호,411371,37.6675946624,126.7679897941,,179498.712836042,462926.776784912,골프연습장업,사립,,,,
그린힐 골프클럽,20070228,,13,영업중,,031-595-5400,12200,"경기도 남양주시 화도읍 재재기로139번길 33-14, 그린골프연습장",경기도 남양주시 화도읍 차산리 369-8 그린골프연습장,12200,37.6214042348,127.311925244,,227477.324849663,457752.815050529,골프연습장업,사립,,,,
I'PARK 골프연습장,20070329,,13,영업중,,031-521-9898,12213,"경기도 남양주시 와부읍 덕소로97번길 80, 덕소아이파크상가 지하1층 101호",경기도 남양주시 와부읍 덕소리 612 덕소아이파크,12213,37.5884044848,127.2202723117,,219476.622247343,453988.924994084,골프연습장업,사립,,,,
SKY 골프클럽,20071026,,13,영업중,,,12274,"경기도 남양주시 와부읍 덕소로 214, 4층 (재령빌딩)",경기도 남양주시 와부읍 도곡리 997-12 재령빌딩 4층,472908,37.5792726977,127.2198081595,,219365.10585496,453029.90789502,골프연습장업,사립,,,,
필드림 골프,20240503,,13,영업중,,,12108,"경기도 남양주시 별내중앙로 102-73, 2~5층 (별내동)",경기도 남양주시 별내동 1066,12108,37.6531650192,127.1199497429,,210505.786323525,461205.579423854,골프연습장업,사립,,16514.0,,
