sigun_nm,refine_road_nm_addr,refine_lotno_addr,refine_zipno,locplc_faclt_telno_dtls,refine_wgs84_lat,refine_wgs84_logt,bizcond_div_nm_info,sanittn_bizcond_nm,ratg_div_nm,rk_cnt_faclt_div_nm,factry_prdc_dut_emply_cnt,multi_utlz_bizest_yn,traditn_bizest_apnt_id,traditn_bizest_food_desc
,"경기도 시흥시 희망공원로 269, 홈플러스시화점 2층 일부호 (정왕동)",경기도 시흥시 정왕동 2166-4 홈플러스시화점,15081,,37.3452082082,126.725237369,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 마유로238번길 26, 1층 (정왕동)",경기도 시흥시 정왕동 1366-4,15079,,37.3376271419,126.7306774357,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 삼미시장2길 36, 1층 105호 (신천동)",경기도 시흥시 신천동 739-14,14948,,37.4401574151,126.7837988042,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 서울대학로264번길 12, 208동 1층 B-109호 일부호 (배곧동, 시흥배곧 C2블럭 호반 써밋플레이스 아파트)",경기도 시흥시 배곧동 221 시흥배곧 C2블럭 호반 써밋플레이스 아파트,,,,,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 큰솔로96번길 27, 102호 (정왕동)",경기도 시흥시 정왕동 1536-1 102호,15051,031-431-8030,37.3427858311,126.7579343487,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 은계번영길 9, 골드웨이Ⅰ 1층 108호 일부호 (은행동)",경기도 시흥시 은행동 646-4 골드웨이Ⅰ,14922,,37.4375240428,126.8016387672,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,경기도 시흥시 정왕대로117번길 26 (정왕동),경기도 시흥시 정왕동 1870-1 신우아파트상가 111호,15032,031-484-7770,37.3536003162,126.730819309,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,경기도 시흥시 오이도어시장로 7,경기도 시흥시 정왕동 2004-3 오이도종합어시장 A동 69호,15015,,37.3451101492,126.6890880534,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 정왕대로 210, E MART시화점 2층 (정왕동)",경기도 시흥시 정왕동 1734-2 E MART시화점,15066,031-792-3826,37.3459328804,126.7368812651,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 정왕대로 210, E MART시화점 2층 일부호 (정왕동)",경기도 시흥시 정왕동 1734-2 E MART시화점,15066,02-3397-6093,37.3459328804,126.7368812651,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 정왕대로 174, 103호 (정왕동)",경기도 시흥시 정왕동 1726-1 103호,15036,031-431-0054,37.3481553901,126.7334942325,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,경기도 시흥시 비둘기공원로 28,경기도 시흥시 대야동 542 롯데마트시흥점,14912,,37.4430368253,126.7919559438,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 서촌상가2길 16, 2층 203호 (정왕동)",경기도 시흥시 정왕동 1728-5 2층 203호,15036,031-434-3310,37.3467648864,126.7331245022,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,경기도 시흥시 오이도로 173,경기도 시흥시 정왕동 2003-12 오이도직판장 B동 143호,15015,031-431-2673,37.3454457514,126.6880796381,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 정왕대로 210, 2층 (정왕동)",경기도 시흥시 정왕동 1734-2 2층,15066,,37.3459328804,126.7368812651,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 서울대학로 172-20, 상가2동 1층 107호 일부호 (배곧동, 한라비발디캠퍼스3차)",경기도 시흥시 배곧동 262 한라비발디캠퍼스3차,15011,,37.3605279317,126.7192192285,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,경기도 시흥시 정왕대로 210,경기도 시흥시 정왕동 1734-1 이마트 시화점 일층,15066,02-2281-6341,37.3459328804,126.7368812651,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,경기도 시흥시 비둘기공원로 28,경기도 시흥시 대야동 542 GS마트내,14912,031-435-7771,37.4430368253,126.7919559438,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 희망공원로 269, 홈플러스시화점 1층 일부호 (정왕동)",경기도 시흥시 정왕동 2166-4 홈플러스시화점,15081,,37.3452082082,126.725237369,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 소래산길 11, 시흥ABC행복학습타운 내 푸드존 (대야동)",경기도 시흥시 대야동 332-1 시흥ABC행복학습타운,14902,,37.4485093838,126.7846914585,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 서울대학로278번길 25-24, 다인로얄팰리스 배곧1차 1층 107호 일부호 (정왕동)",경기도 시흥시 정왕동 2518 다인로얄팰리스 배곧1차,15011,,37.3695195634,126.7296065017,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,경기도 시흥시 신흥마을1길 12 (신천동),경기도 시흥시 신천동 818-6,14947,031-313-9160,37.4385379791,126.7783657131,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 마유로238번길 26, 롯데마트 시화점 1층 (정왕동)",경기도 시흥시 정왕동 1366-4,15079,,37.3376271419,126.7306774357,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,경기도 시흥시 오이도어시장로 7,"경기도 시흥시 정왕동 2004-3 A동 94,95호",15015,,37.3451101492,126.6890880534,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,경기도 시흥시 마유로238번길 26,경기도 시흥시 정왕동 1366-4 LG마트 1층,15079,031-763-0070,37.3376271419,126.7306774357,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,경기도 시흥시 오이도어시장로 8,경기도 시흥시 정왕동 2005-3 오이도종합어시장 B동 73.77.78호,15015,,37.3446490932,126.6888897946,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,경기도 시흥시 정왕천로411번길 26,경기도 시흥시 정왕동 1190-11,15052,031-433-2199,37.3457986731,126.7497194086,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 한우물로 52, 일부1층 (거모동)",경기도 시흥시 거모동 1728-7 1층 일부,15071,,37.3470060849,126.7830813588,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 함송로 24 (정왕동, 세종(프)109호)",경기도 시흥시 정왕동 1882-4 세종(프)109호,15020,031-319-1119,37.3632151301,126.7303936899,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,경기도 시흥시 마유로238번길 26,경기도 시흥시 정왕동 1366-4 GS마트 시화점,15079,,37.3376271419,126.7306774357,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 배곧1로 27-15, 1층 일부호 (배곧동, 한라비발디캠퍼스)",경기도 시흥시 배곧동 243 한라비발디캠퍼스,15011,,37.3636798562,126.7119931155,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 서울대학로278번길 67, 롯데마트(시흥배곧점) 1층 일부호 (정왕동)",경기도 시흥시 정왕동 2537-1 롯데마트(시흥배곧점),15011,031-734-0951,37.3688907319,126.7313182505,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 대골안길 42, 1층 일부호 (대야동)",경기도 시흥시 대야동 473-3 대야DC백화점,14905,031-313-1129,37.4459534234,126.7883221258,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,경기도 시흥시 비둘기공원7길 47,경기도 시흥시 대야동 547 청구아파트상가 105호,14912,,37.4419222514,126.7924751495,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,경기도 시흥시 관곡지로 37,경기도 시흥시 하중동 816-1,14973,031-435-9991,37.400216575,126.7985730597,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,경기도 시흥시 진말로9번길 8,경기도 시흥시 장곡동 820-7,15002,031-404-4904,37.3783844293,126.7848497504,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 대골길 33, 1층 일부호 (대야동)",경기도 시흥시 대야동 452,14905,,37.4481833895,126.7889228006,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 희망공원로 269, 홈플러스시화점 (정왕동)",경기도 시흥시 정왕동 2166-4 홈플러스시화점,15081,031-311-4992,37.3452082082,126.725237369,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,경기도 시흥시 비둘기공원로 21,"경기도 시흥시 대야동 562-5 대야하이빌 103,104호",14908,031-313-3722,37.4439484989,126.7921734489,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 시흥대로1074번길 5 (은행동, 롯데슈퍼 내)",경기도 시흥시 은행동 288-1 롯데슈퍼 내,14921,,37.4320543214,126.7936643149,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 서울대학로264번길 26-11, 다인 로얄팰리스 배곧7차 306호 (배곧동)",경기도 시흥시 배곧동 226-3 다인 로얄팰리스 배곧7차,15011,,37.3670934014,126.7266160179,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,경기도 시흥시 마유로238번길 26,경기도 시흥시 정왕동 1366-4 GS마트내 1층,15079,,37.3376271419,126.7306774357,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 서울대학로278번길 67, 시흥배곧 롯데마트 1층 일부호 (배곧동)",경기도 시흥시 배곧동 202 출입문 통로쪽,15011,,37.3688907319,126.7313182505,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,경기도 시흥시 희망공원로 269,경기도 시흥시 정왕동 2166-4 홈플러스시화점,15081,,37.3452082082,126.725237369,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 신천천서로 22, 1층 (신천동)",경기도 시흥시 신천동 734-4 1층,14948,,37.4388895187,126.7842969621,즉석판매제조가공업,즉석판매제조가공업,,상수도전용,,N,,
,,경기도 시흥시 대야동 542 GS마트(내),,063-653-4555,,,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,경기도 시흥시 함송로13번길 27,경기도 시흥시 정왕동 1878-2 한국유통,15020,,37.3651101625,126.7321134465,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 정왕대로 64, 지하1층 (정왕동, 메가쇼핑몰)",경기도 시흥시 정왕동 1861-3 메가쇼핑몰 지하1층,15040,032-887-1908,37.3542557561,126.7235297297,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,경기도 시흥시 희망공원로 269,경기도 시흥시 정왕동 2166-4 홈플러스 시화점,15081,,37.3452082082,126.725237369,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 배곧1로 27-16, 상가2동 1층 108B호 (배곧동, 한라비발디캠퍼스2차)",경기도 시흥시 배곧동 245 한라비발디캠퍼스2차,15011,,37.3617928357,126.7128710723,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 평안상가1길 1, 시흥식자재마트 일부호 (정왕동)",경기도 시흥시 정왕동 1622,15062,,37.3388673438,126.7483320831,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,경기도 시흥시 희망공원로 269,경기도 시흥시 정왕동 2166-4 (1층),15081,031-985-7513,37.3452082082,126.725237369,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 거북섬1길 18, 마린프라자Ⅱ 112호 일부호 (정왕동)",경기도 시흥시 정왕동 2703-13 마리프라자Ⅱ,15119,,37.3266983048,126.6764863461,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,경기도 시흥시 진말로9번길 2 (장곡동),경기도 시흥시 장곡동 820-3,15002,,37.378468074,126.7852668701,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,경기도 시흥시 정왕대로 210 (정왕동),경기도 시흥시 정왕동 1734-2 E MART시화점,15066,,37.3459328804,126.7368812651,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 정왕대로 210, 2층 (정왕동, 시화이마트)",경기도 시흥시 정왕동 1734-1,15066,,37.3459328804,126.7368812651,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 은행로173번길 17, HOMEPLUS EXPRESS 1층 (대야동)",경기도 시흥시 대야동 572-3 HOMEPLUS EXPRESS 1층호,14914,031-791-5618,37.44484142,126.7968000667,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 서울대학로 59-47, 120호 (배곧동)",경기도 시흥시 배곧동 291-1,15012,,37.3601724694,126.7077839319,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 시흥대로1074번길 5, 상가1층 롯데슈퍼 시흥은행점 매장내 (은행동)",경기도 시흥시 은행동 288-1 스페이스타워,14921,,37.4320543214,126.7936643149,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 새우개2길 48, 1층 일부호 (포동)",경기도 시흥시 포동 20-68,14961,,37.4041640683,126.7731251931,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 동서로 770, 안산농협 연꽃지점 로컬푸드직매장 일부호 (물왕동)",경기도 시흥시 물왕동 248-4 안산농협 연꽃지점 로컬푸드직매장,14990,,37.3843410162,126.8308012535,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 희망공원로 269, 홈플러스시화점 2층 일부호 (정왕동)",경기도 시흥시 정왕동 2166-4 홈플러스시화점,15081,031-311-4992,37.3452082082,126.725237369,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 서울대학로278번길 67, 롯데마트(시흥배곧점) 1층 (배곧동)",경기도 시흥시 배곧동 203 롯데마트(시흥배곧점),15011,031-734-0951,37.3688907319,126.7313182505,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 거북섬둘레길 5-7, 거북섬타워 1층 62, 64, 66호 (정왕동)",경기도 시흥시 정왕동 2706-11 거북섬타워,15119,,37.3254650696,126.6754275446,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 오동마을로 123, 1층 일부호 (죽율동)",경기도 시흥시 죽율동 635-1,15050,,37.3496980596,126.7548630078,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 평안상가1길 1, 시흥 식자재마트 일부호 (정왕동)",경기도 시흥시 정왕동 1622,15062,,37.3388673438,126.7483320831,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 정왕대로 210, E MART시화점 일부호 (정왕동)",경기도 시흥시 정왕동 1734-2 E MART시화점,15066,,37.3459328804,126.7368812651,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 정왕대로 210 (정왕동, 이마트 내)",경기도 시흥시 정왕동 1734-1 이마트 내,15066,031-764-6651,37.3459328804,126.7368812651,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 은계남로 12, 판매시설동 150호일부호 (은행동, 시흥은계 호반 써밋플레이스)",경기도 시흥시 은행동 644 시흥은계 호반 써밋플레이스,14922,031-315-9996,37.4351025771,126.8037071995,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 정왕대로 210, 1층 (정왕동)",경기도 시흥시 정왕동 1734-1,15066,,37.3459328804,126.7368812651,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 배곧1로 27-15, 지하1층 (배곧동, 한라비발디캠퍼스)",경기도 시흥시 배곧동 243 한라비발디캠퍼스,15011,,37.3636798562,126.7119931155,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,,경기도 시흥시 정왕동 0-0 시화공단3나802-1,15119,02-354-3735,,,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 마유로238번길 26, 롯데마트시화점 1층 일부호 (정왕동)",경기도 시흥시 정왕동 1366-4,15079,,37.3376271419,126.7306774357,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
