사업장명,영업상태,인허가일자,도로명주소,지번주소,우편번호,전화번호,WGS84위도,WGS84경도,인허가취소일자,폐업일자,휴업시작일자,휴업종료일자,업태구분명,X좌표값,Y좌표값,문화체육업종명,문화사업자구분명,총층수,주변환경명,시설면적,지상층수,지하층수,건물용도명,통로너비,조명시설조도,노래방실수,청소년실수,비상계단여부,비상구여부,자동환기여부,청소년실여부,특수조명여부,방음시설여부,총게임기수,제공게임물명,최초등록시점,지역구분명
까치 노래연습장,영업중,19960706,경기도 시흥시 매화2로 3 (매화동),경기도 시흥시 매화동 247-2,14940,,37.4158819249,126.8138749150,,,,,,183448.2716352760,434876.2313628660,노래연습장업,유통관련업,,주택가주변,136.210,,,,,,7,,N,N,N,,N,N,,,,
깨비깨비노래연습장,영업중,20011207,"경기도 시흥시 군자로315번길 11  (거모동,2층)",경기도 시흥시 거모동 634-3 2층,15004,,37.3585490777,126.7736331041,,,,,,179875.6025125150,428525.4624047330,노래연습장업,유통관련업,,,99.680,,,,,,,,N,N,N,,N,N,,,,
꽃지노래연습장,영업중,20130911,"경기도 시흥시 오동마을로6번안길 10, 3층호 (정왕동)",경기도 시흥시 정왕동 2321-6 3층호,15049,,37.3523267248,126.7429814438,,,,,,177156.9294027570,427840.9540537510,노래연습장업,유통관련업,,,147.030,,,,,,1,,,,,,,,,,,
꾸러기 노래연습장,영업중,19971231,"경기도 시흥시 정왕신길로49번길 61, 2층 (정왕동)",경기도 시흥시 정왕동 1882-8 신도빌딩,15020,031-433-0208,37.3627455692,126.7302629746,,,,,,176033.1300671050,429001.5413482700,노래연습장업,유통관련업,,유흥업소밀집지역,114.080,,,근린생활시설,1.00,70.000,7,3,N,Y,N,Y,N,N,,,,
꿀꿀 노래연습장,폐업,19971224,"경기도 시흥시 월곶중앙로14번길 94-1 (월곶동,2층)",경기도 시흥시 월곶동 991-19 2층,14968,031-318-2232,37.3941115149,126.7397822680,,20140826,,,,176886.3150000000,432480.0399999990,노래연습장업,유통관련업,3,,108.000,3,,,,,,,N,N,N,,N,N,,,,
나비노래연습장,영업중,20001009,"경기도 시흥시 정왕대로233번안길 1 (정왕동,(지하1))",경기도 시흥시 정왕동 1600-6 (지하1),15056,,37.3470070112,126.7413187431,,,,,,177009.1642223120,427249.2013535540,노래연습장업,유통관련업,,,251.390,,,,,,5,1,N,N,N,Y,N,N,,,,
나비노래연습장,폐업,20110307,"경기도 시흥시 중심상가3길 23,  204호 (정왕동,2층)",경기도 시흥시 정왕동 1742-17 2층 204호,15066,,37.3440077709,126.7360765940,,20130502,,,,176546.4712252990,426916.3416753760,노래연습장업,유통관련업,4,유흥업소밀집지역,48.660,4,,근린생활시설,2.00,40.000,1,,Y,Y,,,,,,,,중심상업지역
나인노래연습장,영업중,20160118,"경기도 시흥시 서울대학로278번길 19-14, 배곧프라자 3층 306호 (배곧동)",경기도 시흥시 배곧동 193-1 배곧프라자,15011,,37.3701623935,126.7286625518,,,,,,175894.0792336290,429822.5526877700,노래연습장업,유통관련업,,,201.600,,,근린생활시설,,,11,7,,,,Y,,,,,,일반상업지역
너는가수다노래연습장,폐업,20121207,"경기도 시흥시 은행로173번길 15  (대야동,2층)",경기도 시흥시 대야동 572-1 2층,14914,,37.4450224212,126.7969227274,,20131011,,,,181958.4160084440,438117.6784212770,노래연습장업,유통관련업,,기타,177.560,,,근린생활시설,,,,,,,,,,,,,,일반상업지역
네박자 노래연습장,영업중,20001101,"경기도 시흥시 평안상가1길 17 (정왕동,3층)",경기도 시흥시 정왕동 1624-11 3층,15062,031-497-7977,37.3378418257,126.7472359951,,,,,,177531.4081474410,426232.3397809060,노래연습장업,유통관련업,,,,,,,,,2,,N,N,N,,N,N,,,,
노래세상노래연습장,폐업,20080528,"경기도 시흥시 월곶중앙로14번길 94  (월곶동,4층)",경기도 시흥시 월곶동 991-18 4층,14968,,37.3940405726,126.7399637410,,20150902,,,,176895.7416535040,432467.0721887520,노래연습장업,유통관련업,5,아파트지역,198.130,5,,근린생활시설,1.00,50.000,9,,Y,Y,Y,N,Y,N,,,,일반주거지역
노래쑈노래연습장,등록취소,20071127,"경기도 시흥시 정왕시장길 52, 219,220호 (정왕동)","경기도 시흥시 정왕동 1202 219,220호",15052,031-431-7725,37.3455685452,126.7489652672,20130415,,,,,177684.9537522750,427088.4076865390,노래연습장업,유통관련업,3,주택가주변,161.000,3,,근린생활시설,1.00,50.000,5,1,N,Y,N,Y,N,Y,,,,일반주거지역
노래천국 노래연습장,폐업,20021009,경기도 시흥시 대골안길 92 (신천동),경기도 시흥시 신천동 707-50,14910,031-313-6880,37.4420185640,126.7860080554,,20160426,,,,180993.4418453520,437783.4272760800,노래연습장업,유통관련업,,,142.120,,,,,,4,,N,N,N,N,N,N,,,,
뉴밀레니엄 노래연습장,폐업,19990922,경기도 시흥시 장곡로37번길 16  (장곡동),경기도 시흥시 장곡동 817-3,15002,031-317-8233,37.3780842626,126.7844008040,,20170417,,,,180834.7152274970,430690.0098921930,노래연습장업,유통관련업,,주택가주변,,,,근린생활시설,,,,,N,N,N,N,N,N,,,,
뉴월드 노래연습장,폐업,20010921,경기도 시흥시 호현로22번길 22  (신천동),경기도 시흥시 신천동 709-1,14910,031-314-3750,37.4407761962,126.7862572512,,20070516,,,,181014.1576693310,437646.1161676230,노래연습장업,유통관련업,,,,,,,,,,,N,N,N,N,N,N,,,,
뉴팡팡 노래연습장,영업중,20011227,"경기도 시흥시 옥구상가2길 9-1 (정왕동,(2층))",경기도 시흥시 정왕동 1859-13 (2층),15040,031-432-1695,37.3531671765,126.7238458035,,,,,,175462.2223313060,427938.0711969530,노래연습장업,유통관련업,,,71.250,,,근린생활시설,,,1,,N,N,N,,N,N,,,,
대가노래연습장,폐업,20060414,"경기도 시흥시 월곶중앙로46번길 17  (월곶동,2층)",경기도 시흥시 월곶동 1005-4 2층,14966,031-318-1918,37.3896214110,126.7409798672,,20080526,,,,176992.1700000000,431978.1500000000,노래연습장업,유통관련업,2,기타,182.880,,,근린생활시설,,,,,N,N,N,N,N,N,,,,일반상업지역
대림 노래연습장,폐업,19991206,경기도 시흥시 옥구상가3길 23-11  (정왕동),경기도 시흥시 정왕동 1859-10,15040,031-432-9966,37.3532649510,126.7222640354,,20080226,,,,175325.1068094240,427949.8162388170,노래연습장업,유통관련업,,,,,,,,,,,N,N,N,N,N,N,,,,
대박 노래연습장,폐업,20040115,"경기도 시흥시 중심상가로 35  (정왕동,2층)",경기도 시흥시 정왕동 1859-9 2층,15040,,37.3531039778,126.7224576454,,20061009,,,,175342.9406738740,427935.8966244020,노래연습장업,유통관련업,,유흥업소밀집지역,,,,근린생활시설,,,,,N,N,N,N,N,N,,,,일반상업지역
대세계노래연습장,영업중,19990202,"경기도 시흥시 정왕천로411번길 24 (정왕동,지하1층)",경기도 시흥시 정왕동 1190-10 지하1층,15052,,37.3456915894,126.7498898247,,,,,,177767.1519329660,427102.9015417930,노래연습장업,유통관련업,,유흥업소밀집지역,149.940,,,근린생활시설,,,5,,N,N,N,,N,N,,,,
대찬 노래연습장,영업중,19980520,"경기도 시흥시 군자로 475 (거모동,외1필지)",경기도 시흥시 거모동 1724-9 외1필지,15068,031-492-0066,37.3474771650,126.7834720411,,,,,,180749.4684541660,427288.8365899160,노래연습장업,유통관련업,,,95.400,,,,,,5,,N,N,N,,N,N,,,,
대천노래연습장,영업중,20150828,"경기도 시흥시 정왕천로411번길 34, 지층 (정왕동)",경기도 시흥시 정왕동 1188-10 지층,15052,,37.3462090505,126.7490492084,,,,,,177693.9821407900,427159.8971658350,노래연습장업,유통관련업,,,128.400,,,,,,4,,,,,,,,,,,일반주거지역
대한민국 노래연습장,영업중,20021024,경기도 시흥시 도일로135번길 4 (거모동),경기도 시흥시 거모동 1754-5,15070,,37.3425985710,126.7846021993,,,,,,180842.7164552870,426756.1360884990,노래연습장업,유통관련업,,,,,,근린생활시설,,,8,3,N,N,Y,Y,N,N,,,,
더노래연습장,영업중,20220824,"경기도 시흥시 서울대학로264번길 25, 시흥배곧 아브뉴프랑 센트럴 블루 2층 222,223호 (배곧동)",경기도 시흥시 배곧동 219 시흥배곧 아브뉴프랑 센트럴 블루,15011,,37.3683599517,126.7273257955,,,,,,175777.7283511000,429625.4711535810,노래연습장업,유통관련업,,,159.940,,,,,,9,2,,,,Y,,,,,,
데몰리션 노래연습장,폐업,20010421,"경기도 시흥시 호현로10번길 15-7  (신천동,3층)",경기도 시흥시 신천동 707-11 3층,14910,,37.4416343443,126.7850734359,,20120521,,,,180910.6248376600,437741.6264669750,노래연습장업,유통관련업,,,184.300,,,근린생활시설,,,,,N,N,N,Y,N,N,,,,
도래미노래연습장,폐업,20071227,"경기도 시흥시 군서마을로 58-1  (정왕동,지층)",경기도 시흥시 정왕동 1210-10 지층,15052,,37.3465489627,126.7458055461,,20090630,,,,177406.3101868040,427198.2375714340,노래연습장업,유통관련업,4,주택가주변,132.240,3,1,근린생활시설,1.00,50.000,6,1,Y,Y,Y,Y,Y,Y,,,,일반주거지역
동경노래연습장,영업중,20030822,"경기도 시흥시 평안상가2길 29  (정왕동,(2층))",경기도 시흥시 정왕동 1782-13 (2층),15062,,37.3363198266,126.7474430914,,,,,,177548.0464457070,426063.2832486620,노래연습장업,유통관련업,,유흥업소밀집지역,95.830,,,근린생활시설,1.00,30.000,2,,N,Y,N,N,N,Y,,,,
동방노래연습장,영업중,20130917,"경기도 시흥시 군서로10번길 4, 지하1층 (정왕동)",경기도 시흥시 정왕동 1197-8 지하1층,15052,,37.3442098602,126.7507625905,,,,,,177845.6507117850,426937.9015325460,노래연습장업,유통관련업,,학교정화(상대),149.960,,,근린생활시설,,,6,,,,,,,,,,,주거지역
동산 노래연습장,영업중,20021226,"경기도 시흥시 봉우재로57번길 1  (정왕동,(3층))",경기도 시흥시 정왕동 1837-1 (3층),15053,031-431-1399,37.3475492028,126.7457616699,,,,,,177401.3905499850,427309.5255638180,노래연습장업,유통관련업,5,주택가주변,209.840,5,,근린생활시설,,,,1,N,N,N,Y,N,N,,,,
동산 노래연습장,폐업,19990123,경기도 시흥시 월곶중앙로 29  (월곶동),경기도 시흥시 월곶동 1015-33,14963,031-318-0770,37.3872635447,126.7415571555,,20040527,,,,177044.1376139230,431718.1110632000,노래연습장업,유통관련업,,,,,,,,,,,N,N,N,N,N,N,,,,
두드락노래연습장,영업중,20170531,"경기도 시흥시 배곧3로 86, 307호 (배곧동)",경기도 시흥시 배곧동 194-2 센터프라자2,15011,,37.3702222869,126.7295541408,,,,,,175971.2337473930,429834.3118012040,노래연습장업,유통관련업,10,아파트지역,126.250,8,2,근린생활시설,,,7,1,,Y,,Y,,,,,,일반상업지역
둥근달노래연습장,영업중,20100419,"경기도 시흥시 신천로44번안길 21 (신천동,지하1층)",경기도 시흥시 신천동 773-2 지하1층,14950,,37.4376741924,126.7875301386,,,,,,181126.2782063520,437303.6065311540,노래연습장업,유통관련업,6,주택가주변,130.080,5,1,근린생활시설,2.00,40.000,5,,Y,Y,,,,,,,,일반주거지역
드라마 노래연습장,영업중,20090714,"경기도 시흥시 옥구상가3길 7-6 (정왕동,3층)",경기도 시흥시 정왕동 1859-14 3층,15040,031-433-8423,37.3530401045,126.7237116184,,,,,,175451.1238355570,427923.8919694660,노래연습장업,유통관련업,4,,121.230,4,0,근린생활시설,2.00,50.000,4,,Y,Y,,,,,,,,일반상업지역
드라마 노래연습장,폐업,20030424,"경기도 시흥시 옥구상가3길 7-6  (정왕동,(3층))",경기도 시흥시 정왕동 1859-14 (3층),15040,,37.3530401045,126.7237116184,,20061107,,,,175451.1238355570,427923.8919694660,노래연습장업,유통관련업,,유흥업소밀집지역,,,,근린생활시설,1.00,35.000,4,,N,Y,N,N,N,Y,,,,
드림 노래연습장,허가취소,20021220,"경기도 시흥시 옥구상가2길 15-1  (정왕동,(3층))",경기도 시흥시 정왕동 1859-16 (3층),15040,031-497-4548,37.3527767248,126.7234094715,,,,,,175426.4544740370,427892.3822877630,노래연습장업,유통관련업,4,유흥업소밀집지역,193.840,4,,근린생활시설,,,,,N,N,N,N,N,N,,,,
드림21 노래연습장,폐업,20010420,경기도 시흥시 은행로155번길 11  (은행동),경기도 시흥시 은행동 534-1,14917,031-404-3350,37.4442454061,126.7981283140,,20050817,,,,182063.9555395730,438030.4280977470,노래연습장업,유통관련업,,,,,,근린생활시설,,,,,N,N,N,N,N,N,,,,
딩가딩가노래연습장,영업중,20120320,"경기도 시흥시 월곶중앙로 75 (월곶동,5층)",경기도 시흥시 월곶동 1011-14 5층,14963,,37.3891990294,126.7369738498,,,,,,176635.9450000000,431934.3850000000,노래연습장업,유통관련업,5,주택가주변,219.900,5,,근린생활시설,,,4,,,,,,,,,,,준주거지역
딩가딩가노래연습장,폐업,20080625,"경기도 시흥시 월곶중앙로 75  (월곶동,5층)",경기도 시흥시 월곶동 1011-14 5층,14963,,37.3891990294,126.7369738498,,20120315,,,,176635.9450000000,431934.3850000000,노래연습장업,유통관련업,7,주택가주변,219.900,6,1,근린생활시설,2.00,50.000,6,1,Y,Y,Y,Y,Y,N,,,,준주거지역
딩동댕 노래연습장,영업중,19960522,경기도 시흥시 호현로22번길 11  (신천동),경기도 시흥시 신천동 707-28,14910,031-313-1824,37.4414942360,126.7857530354,,,,,,180971.5173656100,437730.2798619900,노래연습장업,유통관련업,,,73.880,,,근린생활시설,,,,,N,N,N,N,N,N,,,,
딩동댕 노래연습장,영업중,19950330,"경기도 시흥시 수인로3335번길 14 (신천동,지층)",경기도 시흥시 신천동 769-12 지층,14950,,37.4383565270,126.7870828148,,,,,,181086.2243356120,437378.2690982980,노래연습장업,유통관련업,,,149.280,,,,,,5,,N,N,N,,N,Y,,,,
따봉 노래연습장,영업중,20020403,"경기도 시흥시 함송로14번길 13-9 (정왕동,(2층))",경기도 시흥시 정왕동 1884-4 (2층),15020,,37.3628654282,126.7292905870,,,,,,175948.3606938670,429014.4554373060,노래연습장업,유통관련업,3,주택가주변,85.340,3,,근린생활시설,,,8,6,N,Y,N,Y,N,N,,,,
땡큐노래연습장,영업중,20130510,"경기도 시흥시 도일로 143 (거모동,4층)",경기도 시흥시 거모동 1756-7 4층,15070,,37.3430163857,126.7851288496,,,,,,180889.0264019450,426798.1012720620,노래연습장업,유통관련업,,,184.530,,,,,,6,1,,,,Y,,,,,,
땡큐노래연습장,영업중,19980703,"경기도 시흥시 오이도로 183 (정왕동,3층)",경기도 시흥시 정왕동 2006-19 3층,15015,,37.3446408048,126.6876818714,,,,,,172255.1848573600,427003.3208182450,노래연습장업,유통관련업,,,123.660,,,,,,5,,N,N,N,,N,N,,,,
땡큐노래연습장,영업중,20031114,"경기도 시흥시 신천로44번안길 23 (신천동,(4층))",경기도 시흥시 신천동 773 (4층),14950,,37.4376640891,126.7873493725,,,,,,181109.5642239700,437302.5443403250,노래연습장업,유통관련업,,주택가주변,205.630,,,근린생활시설,1.00,50.000,7,1,N,Y,Y,Y,Y,Y,,,,
또또 노래연습장,영업중,19960730,경기도 시흥시 호현로133번길 8-8  (대야동),경기도 시흥시 대야동 302-12,14902,031-312-1430,,,,,,,,,,노래연습장업,유통관련업,,,135.720,,,근린생활시설,,,,,N,N,N,N,N,Y,,,,
똥광노래연습장,영업중,20030620,"경기도 시흥시 중심상가로 332 (정왕동,(3층))",경기도 시흥시 정왕동 1782-21 (3층),15062,,37.3364718569,126.7486720381,,,,,,177655.2760830620,426074.8483329940,노래연습장업,유통관련업,,유흥업소밀집지역,60.030,,,근린생활시설,1.00,30.000,2,,N,Y,N,,N,N,,,,
똥광노래연습장,영업중,20030110,"경기도 시흥시 함송로14번길 5-10 (정왕동,(3층))",경기도 시흥시 정왕동 1884-6 (3층),15020,031-432-6844,37.3630772884,126.7299885630,,,,,,176009.5736260200,429034.9996436790,노래연습장업,유통관련업,,유흥업소밀집지역,103.990,,,근린생활시설,,,5,,N,N,N,Y,N,N,,,,
똥광노래연습장,영업중,20230321,"경기도 시흥시 거북섬둘레길 1, 6층 605호 (정왕동)",경기도 시흥시 정왕동 2706-12 (주)지뜨,15119,,37.3251690563,126.6756339437,,,,,,171181.8065008450,424841.9734028760,노래연습장업,유통관련업,,,66.000,,,,,,3,,,,,,,,,,,
뛰뛰빵빵노래연습장,영업중,20081217,"경기도 시흥시 월곶중앙로 87 (월곶동,2층)",경기도 시흥시 월곶동 1011-7 2층,14963,,37.3896243606,126.7358398775,,,,,,176537.6250000000,431983.6800000000,노래연습장업,유통관련업,7,기타,179.240,7,,근린생활시설,2.00,50.000,6,,Y,Y,Y,,Y,N,,,,준주거지역
라이브 노래연습장,등록취소,20020209,"경기도 시흥시 중심상가로 146 (정왕동,(2층))",경기도 시흥시 정왕동 1731-1 (2층),15036,031-498-6204,37.3467038502,126.7320525562,20150807,,,,,176178.3194584700,427223.9548984290,노래연습장업,유통관련업,,유흥업소밀집지역,137.220,,,근린생활시설,,,7,,N,N,N,,N,N,,,,
라이브 노래연습장,폐업,20021129,경기도 시흥시 은행로155번길 6 (은행동),경기도 시흥시 은행동 531-4,14917,031-314-9050,37.4447719891,126.7987677766,,20200420,,,,182122.1020817720,438087.4558283330,노래연습장업,유통관련업,6,유흥업소밀집지역,,5,1,근린생활시설,,,12,10,N,N,N,Y,N,N,,,,
라이브노래연습장,영업중,20170915,"경기도 시흥시 중심상가로 146, 205호 (정왕동, 한일프라자)",경기도 시흥시 정왕동 1731-1 205호,15036,,37.3467038502,126.7320525562,,,,,,176178.3194584700,427223.9548984290,노래연습장업,유통관련업,7,유흥업소밀집지역,137.220,5,2,근린생활시설,,,5,,,Y,,Y,,,,,,중심상업지역
라이브노래연습장,영업중,20040701,"경기도 시흥시 정왕대로233번길 16 (정왕동,3층)",경기도 시흥시 정왕동 1610-1 3층,15056,,37.3463266819,126.7406481811,,,,,,176950.2814836500,427173.4976365340,노래연습장업,유통관련업,5,기타,91.370,,,근린생활시설,,,1,,N,N,N,,N,N,,,,일반주거지역
