indutype_nm,cmpnm_nm,signgu_nm,emd_nm,roadnm_addr,lotno_addr,detail_addr,rprs_telno_info,opr_hr_info,sat_opr_hr,sun_opr_hr,restday_info,image_nm,dat_crtr_ymd,refine_wgs84_lat,refine_wgs84_logt
동물미용업,강아지클럽,안양시 만안구,안양동,경기도 안양시 만안구 태평로52번길 21 마드리드 상가 217호,경기도 안양시 만안구 안양동 1391 마드리드 상가 217호,,0507-1494-9945,08:00~22:00,08:00~22:00,08:00~22:00,연중무휴,313104157016_1.jpeg,20221205,37.3955263732,126.9304934351
동물위탁관리업,소담 동물병원,수원시 장안구,천천동,경기도 수원시 장안구 하률로 9 (천천동),경기도 수원시 장안구 천천동 548-7,,031-269-1121,10:00~18:00,10:00~17:00,휴무,일요일,323101162010_1.jpeg,20221019,37.3031576925,126.9743286821
동물미용업,베이비몽 안양점,안양시 동안구,관양동,경기도 안양시 동안구 부림로 113 아이파크 201호,경기도 안양시 동안구 관양동 1608-2 상가2층 베이비몽,,031-386-6880,10:00~22:00,10:00~22:00,10:00~22:00,연중무휴,313104258011_1.jpeg,20221205,37.3936560636,126.9642527579
동물위탁관리업,미드미 동물병원,김포시,마산동,경기도 김포시 김포한강8로194번길 8-6,,,031-988-6473,10:00~20:00,10:00~20:00,10:00~20:00,연중무휴,323123064028_1.jpeg,20221025,37.6391916181,126.6444075485
동물미용업,미유펫 강아지고양이 수원점,수원시 장안구,조원동,경기도 수원시 장안구 정조로 970 1층 101호,경기도 수원시 장안구 조원동 676-8 포레스트빌,,0507-1329-4529,00:00~24:00,00:00~24:00,00:00~24:00,연중무휴,313101160033_1.jpeg,20221031,37.2938591628,127.010959732
동물미용업,커피볶는강아지 minipia,화성시,청계동,"경기도 화성시 동탄대로시범길 167, 중앙프라자 2층 (청계동)",경기도 화성시 청계동 510-31,2층,0507-1362-3341,10:00~19:00,10:00~19:00,10:00~19:00,연중무휴,313124064130_1.jpeg,20221103,37.2012581152,127.1104627952
동물미용업,꽃보다개냥,부천시,심곡동,경기도 부천시 장말로 343 (심곡동),경기도 부천시 심곡동 428-17,1층,032-613-3143,11:00~19:00,11:00~19:00,11:00~19:00,연중무휴,313105087067_1.jpeg,20221025,37.490692218,126.7801605507
동물미용업,더클래스동물메디컬센터,성남시 분당구,정자동,경기도 성남시 분당구 성남대로 275 아데나팰리스 A동 상가 (정자동),경기도 성남시 분당구 정자동 169-1번지,,031-713-7975,,,,,313102377040_1.jpeg,20221205,37.3608405388,127.1075955341
동물미용업,멍멍나래 애견미용,남양주시,진접읍,경기도 남양주시 진접읍 경복대로가마솥골길 67-15,경기 남양주시 진접읍 금곡리 188-2,1층,0507-1309-8776,09:30~16:00,09:30~16:00,09:30~16:00,,313113012116_1.jpeg,20221115,37.717590522,127.2189703492
동물미용업,재즈펫살롱,고양시 일산동구,백석동,경기 고양시 일산동구 중앙로 1124 1층 클래식동물병원,경기도 고양시 일산동구 백석동 1194,1층,0507-1358-5830,00:00~10:00,00:00~10:00,00:00~10:00,수요일,313110355042_1.jpeg,20221110,37.6475958027,126.7829110755
동물미용업,비컨드,안산시 단원구,고잔동,경기도 안산시 단원구 광덕3로 83 1층,경기도 안산시 단원구 고잔동 696번지,,031-414-0310,10:00~19:00,11:00~18:00,11:00~18:00,월요일,313109273003_1.jpeg,20221109,37.3131101628,126.822122891
동물위탁관리업,카페댕댕,의정부시,의정부동,경기도 의정부시 호국로1298번길 43 ,경기도 의정부시 의정부동 192-4번지,2층,0507-1336-5805,09:00~22:00,12:00~22:00,12:00~22:00,,323103069077_1.jpeg,20220829,37.7415768846,127.0484807155
동물위탁관리업,위드독,시흥시,정왕동,"경기도 시흥시 마유로418번길 10, 롯데시네마 시화점 (정왕동)",경기도 시흥시 정왕동 2327-2번지,2층,0507-1432-2272,10:00~19:00,10:00~19:00,10:00~19:00,연중무휴,323115064005_1.jpeg,20221118,37.3514000851,126.7418503694
동물위탁관리업,야옹아 멍멍해봐 오산점,오산시,원동,"경기도 오산시 원동로 6, 파크스퀘어 120호 (원동)",경기도 오산시 원동 841 파크스퀘어 120호,,031-378-0031,10:00~22:00,10:00~22:00,10:00~22:00,연중무휴,323114052010_1.jpeg,20221027,37.1420473945,127.0696230257
동물미용업,두나의 하루,평택시,안중읍,"경기도 평택시 안중읍 송담5길 60-24, 1층",경기도 평택시 안중읍 송담리 846-5,1층,,10:00~20:00,10:00~20:00,10:00~20:00,수요일,313107012049_1.jpeg,20221022,36.9784378585,126.9266170764
동물미용업,어서오시개,파주시,금촌동,경기 파주시 금릉이길 26 1층,경기도 파주시 금촌동 795-9,1층,***-****-****,10:00~18:00,10:00~18:00,휴무,일요일,313120053087_1.jpeg,20221101,37.7561254281,126.7817512555
동물미용업,펫 탑 클래스,용인시 처인구,남사읍,경기도 용인시 처인구 남사읍 한숲로58번길 15,경기도 용인시 처인구 남사읍 아곡리 699번지,2층,031-335-6077,10:00~19:00,10:00~19:00,10:00~19:00,"월요일,화요일",313119114028_1.jpeg,20221124,37.1529587655,127.172446328
동물위탁관리업,몽꾸르 펫,군포시,금정동,경기도 군포시 쟁골2길 16 1층,경기도 군포시 금정동 855-2번지 1층,,031-397-2277,,,,,323116057016_1.jpeg,20221013,37.3600319369,126.9421895678
동물미용업,꽃개 하우스,김포시,구래동,경기도 김포시 솔터로 22 예미지 메트로타워 2층 259호,,,***-****-****,10:00~20:00,10:00~18:00,10:00~18:00,월요일,313123063020_1.jpeg,20221024,37.6443790614,126.6302812895
동물위탁관리업,하임동물의료센터,김포시,풍무동,경기도 김포시 양도로19번길 17 2층,경기도 김포시 풍무동 712-4번지,,0507-1337-1040,10:00~20:00,10:00~19:00,10:00~19:00,연중무휴,323123054010_1.jpeg,20221028,37.6083056781,126.7242951183
동물위탁관리업,잘놀개잘자개,시흥시,배곧동,"경기도 시흥시 서울대학로278번길 61, 서영베니스스퀘어 T동 348,349호 (배곧동)",경기도 시흥시 배곧동 204번지,3층,***-****-****,08:00~19:30,08:00~19:30,08:00~19:30,연중무휴,323115073029_1.jpeg,20221124,37.3681926149,126.7306929431
동물위탁관리업,봄블리,화성시,목동,경기도 화성시 왕배산3길 24 102호,경기도 화성시 목동 455-6,,,10:00~17:00,10:00~17:00,10:00~17:00,화요일,323124069024_1.jpeg,20221107,37.181333822,127.1262695442
동물위탁관리업,웰케어 동물병원,김포시,풍무동,경기도 김포시 유현로 19 신동아아파트 상가 402동 206호,경기도 김포시 풍무동 583-6번지,,031-982-7514,09:00~20:30,09:00~18:00,,일요일,323123054037_1.jpeg,20221026,37.5970069009,126.7248882055
동물미용업,주주펫 살롱,남양주시,진접읍,경기 남양주시 진접읍 경복대로 233 서울프라자 116호,경기도 남양주시 금곡리 1043,1층,031-556-5345,10:00~19:00,10:00~19:00,,일요일,313113012082_1.jpeg,20221021,37.7195420197,127.2024874887
동물미용업,몽블리,파주시,아동동,경기 파주시 중앙로 280 101동 1층 상가 4호,경기도 파주시 아동동 329-6,1층,0507-1471-4433,09:00~18:00,09:00~18:00,09:00~18:00,연중무휴,313120053094_1.jpeg,20221102,37.761144697,126.7771615554
동물위탁관리업,아름답개,수원시 권선구,오목천,"경기도 수원시 권선구 삼천병마로 1553, 1층 102호 (오목천동)",경기도 수원시 권선구 오목천동 444-27,,0507-1373-8922,11:00~19:00,11:00~19:00,휴무,일,323101255040_1.jpeg,20221205,37.2414492868,126.9624682405
동물미용업,나루 동물병원,남양주시,다산동,경기 남양주시 경춘로 404 메터스프라자,경기도 남양주시 다산동 89-10,1층,031-554-8575,09:00~19:30,09:00~19:30,,일요일,313113059047_1.jpeg,20221124,37.6064959336,127.1590929586
동물미용업,the 예쁘개2호점,고양시 일산동구,정발산동,경기도 고양시 일산동구 무궁화로141번길 70 1층,경기도 고양시 일산동구 정발산동 1162-4,1층,031-925-1162,정보없음,정보없음,정보없음,정보없음,313110353016_1.jpeg,20221108,37.6714626821,126.774040967
동물미용업,바나숑,김포시,구래동,경기도 김포시 김포한강4로 487 카림애비뉴상가 2층 2065호,,,0507-1360-7643,10:00~19:00,10:00~19:00,10:00~19:00,화요일,313123063047_1.jpeg,20221024,37.645986513,126.6294804128
동물위탁관리업,광남이네,화성시,남양읍,경기도 화성시 남양읍 장전길41번길 35,경기도 화성시 남양읍 장전리 408-2,,,12:00~20:00,10:00~20:00,10:00~20:00,월요일,323124015012_1.jpeg,20221120,37.266550368,126.8215254436
동물미용업,남문동물병원,수원시 팔달구,중동,"경기도 수원시 팔달구 정조로 727, 1층 (중동)",경기도 수원시 팔달구 중동 111-1,1층,0507-1437-0076,10:00~18:00,10:00~18:00,휴무,일요일,313101372024_1.jpeg,20221118,37.273076607,127.0162037324
동물미용업,해피몽,의정부시,신곡동,경기도 의정부시 신곡동 707-4,경기도 의정부시 신곡로 57 (신곡동),1층,031-855-2893,10:00~19:00,12:00~17:00,12:00~17:00,목요일,313103057080_1.jpeg,20221123,37.7318004431,127.0563706035
동물미용업,살랑살랑,부천시,중동,"경기도 부천시 신흥로 150-1, 위브더스테이트 상가동 213호 (중동)",경기도 부천시 중동 1112 위브더스테이트,2층213호,0507-1335-1361,10:30~20:00,10:30~20:00,휴무,월요일,313105090099_1.jpeg,20221107,37.4974899672,126.778941389
동물위탁관리업,그레이트 동물병원,성남시 분당구,정자동,경기도 성남시 분당구 정자로 80 (정자동),경기도 성남시 분당구 정자동 126-2번지,,031-716-7975,,,,,323102378041_1.jpeg,20221205,37.3631865441,127.1138056766
동물미용업,참사랑동물병원,수원시 영통구,망포동,"경기도 수원시 영통구 영통로 118, 델타빌딩 104,105(일부)호 (망포동)",경기도 수원시 영통구 망포동 559-5 델타빌딩,1층,031-205-0078,09:30~20:00,09:30~20:00,휴무,일요일,313101467006_1.jpeg,20221123,37.2383795903,127.0570802299
동물미용업,오구오구,파주시,문산읍,경기도 파주시 문산읍 당동1로 52 근린생활시설 1107호,경기도 파주시 문산읍 당동리 947,1층,,09:30~08:00,09:30~08:00,휴무,일요일,313120011037_1.jpeg,20221108,37.8657481073,126.7739808355
동물위탁관리업,분당데이지동물병원,성남시 분당구,정자동,경기도 성남시 분당구 내정로 58 (정자동),경기도 성남시 분당구 정자동 117-1번지,,031-715-3575,,,,,323102355002_1.jpeg,20221205,37.3653635126,127.1152287526
동물위탁관리업,이리온 동물병원,김포시,장기동,경기도 김포시 초당로61번길 56,,,031-988-3125,09:00~21:00,09:00~21:00,09:00~21:00,연중무휴,323123056033_1.jpeg,20221026,37.6461172919,126.6714194717
동물위탁관리업,도그앤도그,파주시,문산읍,경기 파주시 문산읍 문산역로 75 삼문빌딩 1층,경기도 파주시 문산읍 문산리 17-366,1층,031-954-1519,10:00~19:00,10:00~19:00,휴무,일요일,323120011013_1.jpeg,20221108,37.8529648016,126.786769043
동물미용업,아름다울개,광명시,광명동,경기도 광명시 도덕로 79 3층,경기도 광명시 광명동 717-3번지,3층,0507-1365-0928,10:00~19:00,10:00~19:00,,일요일,313106057021_1.jpeg,20221103,37.4705424811,126.8558968538
동물미용업,쁘띠댕댕,의정부시,신곡동,경기도 의정부시 신곡동 709-2,"경기도 의정부시 신곡로 68, 1층 (신곡동)",1층,***-****-****,11:00~19:00,11:00~19:00,11:00~19:00,연중무휴,313103057024_1.jpeg,20221205,37.7326308809,127.0566947612
동물미용업,배곧코코동물병원,시흥시,정왕동,"경기도 시흥시 함송로 15, 화신프라자 (정왕동)",경기도 시흥시 정왕동 1881-11번지,,031-434-0863,10:00~19:30,10:00~17:30,,일요일,313115072010_1.jpeg,20221122,37.3640347307,126.7302949768
동물위탁관리업,24시폴동물병원,성남시 분당구,정자동,경기도 성남시 분당구 성남대로 385 102호 (정자동),경기도 성남시 분당구 정자동 15-2번지,,031-717-7558,,,,,323102377029_1.jpeg,20221205,37.3705571519,127.1075110479
동물미용업,아이펫2000,이천시,진리동,경기도 이천시 경충대로2481번길 7,경기도 이천시 진리동 42-2,1층,031-638-4520,09:00~20:00,09:00~17:00,09:00~17:00,연중무휴,313121052008_1.jpeg,20221102,37.2704871575,127.4552221785
동물미용업,그루밍아이엠,수원시 영통구,원천동,"경기도 수원시 영통구 삼성로 263, 2층 (원천동)",경기도 수원시 영통구 원천동 250-3,,0507-1372-0399,10:00~20:00,10:00~20:00,10:00~20:00,수요일,313101460037_1.jpeg,20221205,37.2657308271,127.0626945573
동물위탁관리업,사랑해줄 개,의정부시,가능동,경기도 의정부시 가능동 672-55,경기도 의정부시 의정로 183 (가능동),1층,031-879-7900,10:00~21:00,10:00~21:00,휴무,일요일,323103068038_1.jpeg,20221123,37.7492366271,127.0341997329
동물미용업,FM동물메디컬센터,고양시 덕양구,화정동,경기 고양시 덕양구 화중로 76 대감빌딩 1층 102호,경기도 고양시 덕양구 화정동 970-1,1층,0507-1430-7975,00:00~24:00,00:00~24:00,00:00~24:00,연중무휴,313110163012_1.jpeg,20221025,37.633935495,126.8311306207
동물미용업,미용하는 남자,수원시 영통구,영통동,"경기도 수원시 영통구 봉영로 1606, 미네시티 1층 119호 (영통동)",경기도 수원시 영통구 영통동 995-2 미네시티 119호,,031-205-5937,10:00~20:00,10:00~20:00,10:00~20:00,월요일,313101466035_1.jpeg,20221112,37.2538663614,127.0744906955
동물위탁관리업,wild dog,화성시,진안동,경기도 화성시 병점4로 72 (진안동),경기도 화성시 진안동 863-4,,0507-1310-6802,10:00~20:00,10:00~20:00,10:00~20:00,연중무휴,323124052105_1.jpeg,20221107,37.2150536754,127.0388003012
동물미용업,우주개스타,시흥시,정왕동,"경기도 시흥시 봉우재로69번길 14, 104호 (정왕동)",경기도 시흥시 정왕동 1819-7번지,,0507-1383-2514,09:00~20:00,09:00~20:00,,"화요일,일요일",313115064080_1.jpeg,20221118,37.3490536732,126.745633714
동물미용업,머즐(Muzzle),화성시,산척동,"경기도 화성시 동탄대로8길 58, 파케이드아크 203호 (산척동)",경기도 화성시 산척동 725-1,,0507-1379-0000,,10:00~19:00,10:00~19:00,수요일,313124069075_1.jpeg,20221102,37.1705909561,127.112839301
동물미용업,견공간샵,하남시,망월동,경기도 하남시 미사강변대로226번안길 25 202호,경기도 하남시 망월동 976-2번지,,***-****-****,10:00~19:30,10:00~19:30,10:00~19:30,,313118063058_1.jpeg,20221116,37.5688110911,127.1852643224
동물미용업,멍블리(애견미용호텔),이천시,창전동,경기도 이천시 이섭대천로 1229 아이에스타워 305호,경기도 이천시 창전동 165-1,3층,***-****-****,10:00~20:00,10:00~20:00,10:00~20:00,연중무휴,313121051018_1.jpeg,20221025,37.2801285355,127.4465192071
동물미용업,아지공간,부천시,범박동,경기도 부천시 양지남로 55 (범박동),경기도 부천시 범박동 227-3,1층,032-342-8110,10:00~20:00,10:00~20:00,10:00~20:00,매주 월요일,313105094037_1.jpeg,20221102,37.4686487983,126.812556081
동물미용업,도그미뇽,오산시,내삼미동,"경기도 오산시 북삼미로 52, 4층 (내삼미동)",경기도 오산시 내삼미동 325 4층,4층,,10:00~19:00,10:00~19:00,10:00~19:00,수요일,313114054017_1.jpeg,20221026,37.1806378931,127.0625321723
동물미용업,바른동물병원,의정부시,의정부동,경기도 의정부시 평화로 559-1,경기도 의정부시 의정부동 210-1,1층,031-842-7582,10:00~20:00,10:00~20:00,10:00~20:00,연중무휴,313103069050_1.jpeg,20221205,37.7419755,127.046662274
동물위탁관리업,웰니스클리닉동물병원,용인시 기흥구,보정동,경기도 용인시 기흥구 용구대로 2457 이마트트레이더스 구성점 2층,경기도 용인시 기흥구 보정동 1019-488번지,이마트트레이더스 구성점 2층,031-283-1357,10:00~21:00,10:00~21:00,10:00~21:00,"2,4번째 일요일",323119259025_1.jpeg,20221205,37.3039712756,127.1046527186
동물미용업,멍크러쉬,시흥시,배곧동,"경기도 시흥시 서울대학로264번길 25, 시흥배곧 아브뉴프랑 센트럴 블루 (배곧동)",경기도 시흥시 배곧동 219번지,3층 위치,0507-1347-5981,10:00~19:00,10:00~19:00,10:00~19:00,금요일,313115073087_1.jpeg,20221122,37.3683599517,126.7273257955
동물위탁관리업,복실이네애견미용실,하남시,감일동,경기도 하남시 감일순환로 55 삼오베스트프라자 304호 (감일동),경기도 하남시 감일동 531-5 삼오베스트프라자 304호,,***-****-****,10:00~20:00,10:00~20:00,10:00~20:00,연중무휴,,,37.5095590204,127.1635171446
